zts1e	新物品
zts8592e	使用物品時變身成為「魔法絨緞」乖坐人。[n]乘坐「魔法絨緞」時提升移動速度。[n]變身中使用物品，則變身解除。[n]無使用級別限制。[n][特性說明][n]基本移速+1[n]沙漠地區 額外移速+2[n][充電效果][n]額外移速+2[n]有效時間+3[n][n]
zts8593e	使用物品時變身成為「飄逸之雪」駕馭者。[n]駕馭「飄逸之雪」時提升移動速度。[n]變身中使用物品，則變身解除。[n]無使用級別限制。[n][特性說明][n]基本移速+1[n]於霜雪冰宮 額外移速+2[n][充電效果][n]額外移速+2[n]有效時間+3[n][n]
zts8594e	使用物品時變身成為「魔法開篷車」駕駛者。[n]駕駛「魔法開篷車」時提升移動速度。[n]變身中使用物品，則變身解除。[n]無使用級別限制。[n][特性說明][n]基本移速+1[n]依蘭特村及布洛西德 額外移速+4[n][充電效果][n]額外移速+2[n]有效時間+3[n][n]
zts8595e	騎乘變身狀態下可以使用。[n]使用後，立即為騎乘變身充電，一定時間內獲得額外加速效果。[n][n]
zts8606e	改頭換面套餐A
zts8607e	打開此套餐後將會得到魔法神燈、髮臘及染髮劑！[n][Item list][n]魔法神燈 1個[n]流行髮型髮臘A 1個[n]紅色染髮劑 1個[n]白色染髮劑 1個[n]黑色染髮劑 1個[n][Reference][n]由頭到腳改頭換面一次吧！[n][n]
zts8608e	改頭換面套餐B
zts8609e	打開此套餐後將會得到魔法神燈、髮臘及染髮劑！[n][Item list][n]魔法神燈 1個[n]流行髮型髮臘B 1個[n]綠色染髮劑 1個[n]藍色染髮劑 1個[n]紅色染髮劑 1個[n][Reference][n]由頭到腳改頭換面一次吧！[n][n]
zts8610e	改頭換面套餐C
zts8611e	打開此套餐後將會得到魔法神燈、髮臘及染髮劑！[n][Item list][n]魔法神燈 1個[n]流行髮型髮臘A 1個[n]白色染髮劑 1個[n]黑色染髮劑 1個[n]綠色染髮劑 1個[n][Reference][n]由頭到腳改頭換面一次吧！[n][n]
zts8612e	改頭換面套餐D
zts8613e	打開此套餐後將會得到魔法神燈、髮臘及染髮劑！[n][Item list][n]魔法神燈 1個[n]流行髮型髮臘B 1個[n]藍色染髮劑 1個[n]紅色染髮劑 1個[n]白色染髮劑 1個[n][Reference][n]由頭到腳改頭換面一次吧！[n][n]
zts8614e	寵物存放欄擴充球
zts8615e	使用後，[n]寵物存放欄永久性地增加10格。[n]讓你可以同時照顧更多寵物。[n][注意事項][n]寵物存放欄只可擴充兩次，最多可增加至30格。[n]
zts8620e	使用後，你會穿著一件可愛夢古衣服。[n][效果][n]以 5%機率降低受到的所有傷害80%[n]提高光屬性抵抗 2%。[n]
zts8621e	使用後，你會戴著可愛夢古帽子。[n][防禦時][n]有 3%機率發動[昏厥]效果。[n]提高光屬性抵抗 2%。[n]
zts8622e	使用後，你會穿著一件可愛夢古衣服。[n]裝備後開始計算時間並綁定。[n] [效果][n] 提高光屬性抵抗 2%。[n] [防禦時][n]以 5%機率降低受到的所有傷害 80%。[n]
zts8623e	可愛夢古衣服(7日)
zts8625e	使用後，你會戴著可愛夢古帽子。[n]裝備後開始計算時間並綁定。[n] [效果][n] 提高光屬性抵抗 2%。[n] [防禦時][n]有 3%機率發動[暈厥]效果。[n]
zts8626e	可愛夢古帽子(7日)
zts8650e	受損的鑽石
zts8651e	完整鑽石
zts8652e	巴拉古斯的烈焰之刃
zts8653e	這把劍中充滿了巴拉古斯的憤怒力量[n]
zts8654e	巴拉酷斯的烈焰之刃
zts8655e	這把劍中充滿了巴拉凱特的魔法力量[n]
zts8656e	被遺忘的英雄之劍
zts8657e	這把劍中充滿了被遺忘的英雄的能量[n]
zts8658e	火鳥之翼
zts8659e	擁有火鳥高熱的弓[n]
zts8660e	克拉爾米迪倫之翼
zts8661e	用克拉爾米迪倫的翅膀制成的弓，散發著鳳凰的永恆生命之火[n]
zts8662e	被遺忘的英雄之弓
zts8663e	這把弓中充滿了被遺忘的英雄的能量[n]
zts8664e	熔岩精靈之杖
zts8665e	散發出熔岩熱力的魔杖[n]
zts8666e	卡頓部米倫的法杖
zts8667e	象徵太陽神之怒的法杖[n]
zts8668e	被遺忘的英雄權杖
zts8669e	這把權杖中充滿了被遺忘的英雄的能量[n]
zts8670e	火鳥之爪
zts8671e	散發火鳥活力的十字弓[n]
zts8672e	克拉爾米迪倫之爪
zts8673e	散發著鳳凰永恆的生命之火的十字弓[n]
zts8674e	被遺忘的英雄十字弓
zts8675e	這把十字弓中充滿了被遺忘的英雄的能量[n]
zts8676e	赤焰獵犬之牙
zts8677e	散發赤焰獵犬氣勢的匕首[n]
zts8678e	克拉托斯之牙
zts8679e	匕首中注入了克拉托斯充滿殺意的靈魂[n]
zts8680e	被遺忘的英雄匕首
zts8681e	這把匕首中充滿了被遺忘的英雄的能量[n]
zts8682e	巴拉凱特的吹息
zts8683e	儲存了巴拉凱特吹息的魔術槍[n]
zts8684e	巴拉酷斯
zts8685e	注入了巴拉酷斯的烈焰吹息，強勁的魔術槍[n]
zts8686e	被遺忘的英雄魔術槍
zts8687e	這把魔術槍中充滿了被遺忘的英雄的能量[n]
zts8688e	赤焰巨人之鎧
zts8689e	使用赤焰巨人的火焰打造而成的金屬鎧甲[n]
zts8690e	卡頓部米倫
zts8691e	受到太陽神祝福的金屬鎧甲[n]
zts8692e	被遺忘的英雄之鎧
zts8693e	鎧甲中充滿了被遺忘的英雄的能量[n]
zts8694e	赤焰獵犬皮鎧
zts8695e	混位了赤焰之獵犬皮革製作而成的皮鎧，能作出靈活的動作[n]
zts8696e	克拉托斯皮鎧
zts8697e	使用克拉托斯強韌的皮革製作而成，輕巧而堅固的皮鎧甲，防禦力優秀[n]
zts8698e	被遺忘的英雄之皮鎧
zts8699e	皮製鎧甲中充滿了被遺忘的英雄的能量[n]
zts8700e	火鳥法袍
zts8701e	散發火鳥之焰的法泡[n]
zts8702e	克拉爾米迪倫法袍
zts8703e	用克拉爾米迪倫的羽毛制成的法袍，散發著鳳凰的永恆生命之火[n]
zts8704e	被遺忘的英雄之法袍
zts8705e	法袍中充滿了被遺忘的英雄的能量[n]
zts8706e	遠古遺跡面譜
zts8707e	這個面譜的存在已經是一件遠古遺跡[n]
zts8708e	遠古文明面譜
zts8709e	這個面譜是由遠古文明所製[n]
zts8710e	熔岩精靈頭盔
zts8711e	使用熔岩精靈的火焰打造而成的頭盔[n]
zts8712e	赤焰巨人頭盔
zts8713e	散發熔岩熱力的金屬頭盔[n]
zts8714e	巴拉古斯手套
zts8715e	這個手套中充滿了巴拉古斯的嫉妒力量[n]
zts8716e	巴拉酷斯手套
zts8717e	這個手套中充滿了巴拉酷斯的嫉妒力量[n]
zts8718e	赤焰巨人之靴
zts8719e	充滿了赤焰巨人力量的靴子[n]
zts8720e	克拉托斯之靴
zts8721e	充滿了克拉托斯強大力量的靴子[n]
zts8722e	赤焰巨人之腕輪
zts8723e	充滿了赤焰巨人力量的手鐲[n]
zts8724e	卡頓部米倫之腕輪
zts8725e	這個手鐲中充滿了卡頓部米倫的絕望力量[n]
zts8726e	火鳥之戒
zts8727e	從願望中誕生的火鳥之戒[n]
zts8728e	克拉爾米迪倫指環
zts8729e	用克拉爾米迪倫的火焰打造的指環，散發著鳳凰的永恆生命之火[n]
zts8730e	赤焰獵犬之項鍊
zts8731e	這個項鍊中充滿了赤焰獵犬的憤怒力量[n]
zts8732e	克拉托斯之項鍊
zts8733e	從願望中誕生的克拉托斯項鍊[n]
zts8734e	超科技面具生產書
zts8735e	這是用遠古科技製作面具的說明書。[n]生產書會展示出制作新面具需要的材料。[n]如何制作[n]1. 製造時，所有材料都應放在背包中。[n]2. 雙點擊生產書物品打開相關視窗。[n]3. 選擇要製造的物品。[n]4. 選擇「開始製造」。[n]
zts8736e	太陽神之飾品生產書
zts8737e	這是製作太陽神系列飾物的說明書。[n]生產書會展示出制作新面具需要的材料。[n]如何制作[n]1. 製造時，所有材料都應放在背包中。[n]2. 雙點擊生產書物品打開相關視窗。[n]3. 選擇要製造的物品。[n]4. 選擇「開始製造」。[n]
zts8738e	太陽神之武器生產書
zts8740e	太陽神副武器生產書
zts8742e	太陽神防具生產書
zts8744e	大地元素
zts8745e	元素中含有大地能量。[n] 能使用五個大地元素合成一個大地淨水。[n]合成用。[n]
zts8746e	大地淨水
zts8747e	淨水含有大地能量。[n] 能使用五個大地淨水合成一個大地結晶。[n]合成用。[n]
zts8748e	大地結晶
zts8749e	淨水含有大地能量。[n]合成用。[n]
zts8750e	紅色的發光金屬碎片
zts8751e	商團禮品包
zts8752e	協助商團後獲得的禮品包。[n]打開時隨機獲得一件物品。[n]
zts8753e	阿卡瑪優惠券
zts8754e	協助阿卡瑪商團後獲得的優惠券。[n]收集一定數量的優惠券後，可向修米海伊茲換領特別禮物。[n]優惠券背後寫著【此優惠券不可交易】[n]
zts8755e	冰之花
zts8756e	從霜雪冰冠收集到的冰之花。[n]冰之花會一直散發出冷凍之氣，而且很容易損壞，無法拿著太多。[n]
zts8757e	魔法之沙
zts8758e	詭異的藥
zts8759e	魔法駱駝
zts8760e	使用物品時變身成為「魔法駱駝」騎乘者。[n]騎乘「魔法駱駝」時，稍為提升在沙漠地區的移動速度，但在其他地區使用，則速度下降。[n]變身中使用物品，則變身解除。[n]騎乘「魔法駱駝」時，無法受到其他移動速度變更效果影響。[n]
zts8761e	魔法駱駝寶箱（任務）
zts8762e	協助阿卡瑪商團後獲得的寶箱。[n]內含魔法駱駝一隻。[n][注意事項][n]若將魔法駱駝從寶箱裡取出，便不能再進行交易。[n]
zts8763e	冷凍香薰
zts8764e	從冰之花提煉而成。[n]使用後，一小時內獲得以下效果。[n][效果][n]所有攻擊/防禦力上昇5%。[n]你不會受到「烈焰之刃的燃燒」效果影響。[n]
zts8765e	克萊尼卡斯的封印（左）
zts8766e	克萊尼卡斯的封印（左）[n][使用說明][n]把「克萊尼卡斯的封印（左）」及「克萊尼卡斯的封印（右）」帶給烈焰之刃入口前的塞力再德，他會為你把封印合二為一，成為「克萊尼卡斯印章」。[n]
zts8767e	克萊尼卡斯的封印（右）
zts8768e	克萊尼卡斯的封印（右）[n][使用說明][n]把「克萊尼卡斯的封印（左）」及「克萊尼卡斯的封印（右）」帶給烈焰之刃入口前的塞力再德，他會為你把封印合二為一，成為「克萊尼卡斯印章」。[n]
zts8769e	太陽刻印碎片
zts8770e	把太陽刻印碎片帶給烈焰之刃入口前的塞力再德，他會把你傳送到太陽神之聖殿。
zts8771e	克拉托斯印章
zts8772e	在克拉托斯之牙的克拉托斯之窟裡，可以進行克拉托斯的狩獵。[n]建議等級 : 85-99[n][使用方法][n]使用時會變成遠征隊的隊長。[n]成為隊長後可點擊其他人後，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]建議等級以上的玩家雖然也可以參加遠征隊，[n]但是會有懲罰。[n]
zts8773e	巴拉酷斯印章
zts8774e	在巴拉酷斯之爪的巴拉酷斯之窟裡，可以進行巴拉酷斯的狩獵。[n]建議等級 : 85-99[n][使用方法][n]使用時會變成遠征隊的隊長。[n]成為隊長後可點擊其他人後，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]建議等級以上的玩家雖然也可以參加遠征隊，[n]但是會有懲罰。[n]
zts8775e	克萊尼卡斯印章
zts8776e	在卡頓部米倫之徑的太陽神之聖殿入口裡，可以進行克萊尼卡斯的狩獵。[n]建議等級 : 85-99[n][使用方法][n]使用時會變成遠征隊的隊長。[n]成為隊長後可點擊其他人後，按下邀請加入按鈕[n]即可讓對方加入遠征隊。[n]與遠征隊員一起進入狩獵地圖的入口後，由隊長領先進入時，[n]其他所有隊員也都會自動進入。[n][注意事項][n]建議等級以上的玩家雖然也可以參加遠征隊，[n]但是會有懲罰。[n]
zts8787e	夢古變裝寶箱
zts8788e	打開寶箱獲得可愛夢古服裝或各種物品！[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]可愛夢古帽子(永久)*1[n]可愛夢古衣服(永久)*1[n]可愛夢古帽子(7天)*1[n]可愛夢古衣服(7天)*1[n]魔法神燈*1[n]特殊卡片盒*1[n]靈魂復活石*1[n]S卡重置藥水*1[n]創世女神的祝福*4[n]守護天使之祝福*9[n]天使翅膀*30[n]大福神的守護*1[n]一副塔羅卡*2[n]神韻香水*5[n]防爆護符*2[n]高等卡片防爆護符*2[n]低等卡片防爆護符*3[n][n]
zts8803e	使用物品時變身成為「魔法輕型車」騎乘者。[n]騎上「魔法輕型車」會令移動速度更快。[n] 變身中使用物品，則會解除變身。[n]無使用級別限制的。[n][Features][n]基本速度：20[n][配合魔法充電器][n]移動速度+2[n]時間值+3[n]
zts8804e	使用物品時變身成為「魔法絨緞」騎乘者。[n]騎上「魔法絨緞」會令移動速度更快。[n] 變身中使用物品，則會解除變身。[n]無使用級別限制的。[n][Features][n]基本速度：20[n]在沙漠地區的移動速度+2[n][配合魔法充電器][n]移動速度+2[n]時間值+3[n]
zts8805e	使用物品時變身成為「飄逸之雪」騎乘者。[n]騎上「飄逸之雪」會令移動速度更快。[n] 變身中使用物品，則會解除變身。[n]無使用級別限制的。[n][Features][n]基本速度：20[n]在冰封雪堡的移動速度+2[n][配合魔法充電器][n]移動速度+2[n]時間值+3[n]
zts8806e	使用物品時變身成為「魔法開篷車」騎乘者。[n]騎上「魔法開篷車」會令移動速度更快。[n] 變身中使用物品，則會解除變身。[n]無使用級別限制的。[n][Features][n]基本速度：20[n]在依蘭特村莊及布洛西德區域的移動速度+4[n][配合魔法充電器][n]移動速度+2[n]時間值+3[n]
zts8807e	使用物品時變身成為「魔法筋斗雲」騎乘者。[n]騎上「魔法筋斗雲」會令移動速度更快。[n] 變身中使用物品，則會解除變身。[n]無使用級別限制的。[n][Features][n]基本速度：21[n][配合魔法充電器][n]移動速度+5[n]時間值+3[n]
zts8808e	魔法飛天掃把
zts8809e	使用物品時變身成為「魔法飛天掃把」騎乘者。[n]騎上「魔法飛天掃把」會令移動速度更快。[n] 變身中使用物品，則會解除變身。[n]無使用級別限制的。[n][Features][n]基本速度：21[n]在冰封雪堡的移動速度+2[n][配合魔法充電器][n]使用時向前傳送，距離 5[n]移動速度+3[n]時間值+3[n]
zts8810e	魔法掃把寶箱
zts8811e	裝有魔法飛天掃把的寶箱[n][注意事項]若將魔法飛天掃把從寶箱裡取出，便不能再進行交易。[n]
zts8813e	打開寶箱獲得魔法掃把寶箱或各種物品！[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]魔法掃把寶箱[n][n]
zts8816e	可隨機騎上一種坐騎。[n]使用後隨機成為任何一種坐騎變身。[n][如何解除坐騎][n]再次使用 一次坐騎召喚卷 即可解除騎乘狀態，這個動作不會消耗任何物品。[n]角色死亡時、登出遊戲時，騎乘狀態自動解除。[n]注意：此道具將會在活動結束後消失。[n][n]
zts8826e	突擊寶箱
zts8827e	打開寶箱獲得突擊夢古或各種物品！[n]打開此箱子時，你將隨機獲得以下任何一項禮物。[n][獎品清單][n]突擊夢古晶球*1[n]魔法輕型車寶箱*1[n]魔法毯子寶箱*1[n]魔法神燈*1[n]特殊卡片盒*1[n]靈魂復活石*1[n]S卡重置藥水*1[n]創世女神的祝福*3[n]守護天使之祝福*8[n]天使翅膀*99[n]大福神的守護*1[n]一副塔羅卡*2[n]神韻香水*5[n]防爆護符*2[n] SP補充劑(大) *1[n]高等卡片防爆護符*2[n]低等卡片防爆護符*2[n][n]
zts8830e	寵物用海盜訓練員(活動)
zts8831e	召喚能夠提升寵物的攻擊與防禦等級的訓練員。[n]為了在大海裡存活下來而接受殘酷的訓練[n]讓寵物攻擊訓練員可機率性提升攻擊等級，[n]讓訓練員攻擊寵物可機率性提升寵物的防禦等級。[n]就算受了訓練，寵物的攻擊等級和防禦等級也不會下降。[n][注意事項][n]此道具在活動結束時會消失。[n]
zts8832e	魔盜王卡片
zts8833e	可變身成船長傑克。[n]
zts8834e	魔盜王卡片(活動)
zts8835e	可變身成船長傑克。[n][注意事項][n]此道具在活動結束時會消失。[n]
zts8836e	魔盜王 夢古(水) 晶球
