zts1e	依蘭特 裝備商店 (使用)
zts14702e	我希望一定要活著回到沙漠飛鷹城，時間急迫，不太能告訴你我被綁架的過程。請你先消滅周圍的沙漠盜賊團之後帶來解開腳鍊的鑰匙，讓我逃出這裡。
zts14703e	怎麼樣了？鑰匙呢？
zts14704e	幸好啊，我現在終於可以逃離這裡了，每天都令人膽顫心驚。
zts14705e	我們的時間不太多，所以我也沒有多少的時間能夠脫逃吧。
zts14706e	請你消滅沙漠盜賊團，為我贏得脫逃的時間。之後我先回到沙漠飛鷹城，向代理人塞米亞‧貝爾頓稟報。你到達之後，就能獲得獎勵。
zts14707e	什麼事呢?有要事找我嗎？
zts14708e	我從龍梅爾那裡聽到了有關你的事情，真是辛苦你了，你就如同我們阿卡穆里商團的所有商人們一樣是一家人，即使在艱苦的情況中也彼此依賴，累積許多財富是所有人的夢想。你照顧我們的家人，救援了生命，獎勵會以阿卡穆里商團之名支付給你。
zts14709e	ACT5烈焰之刃-可疑的遺物碎片
zts14710e	看來是年代非常久遠的遺物碎片，貼上了畫有阿卡穆里商團花紋的紙條。這大概是阿卡穆里商團的所有物，從周圍散佈數個碎片看來，應該是破碎了。我得放進袋子，交給阿卡穆里商團。
zts14711e	你帶了什麼來呢？以我的知識可及之處是可以給你些指點...
zts14712e	是亞斯特聖殿指定的遺物啊，是，沒錯，是我們阿卡穆里商團運送中的交易物品。
zts14713e	請將你帶來裝有遺物的袋子交給總團長尼比阿卡瑪。如你所見，因為我兩手已經拿著其他作戰相關的文件，尼比阿卡瑪會給你收回遺物的功勞獎勵。
zts14714e	你好像帶了什麼來，是什麼呢？
zts14715e	是亞斯得寺院指定的物品啊，對於你收回的交易物品...
zts14716e	[尼比阿卡瑪讀著記有收回交易物品相關的獎勵目錄文字的捲軸。]
zts14717e	這裡有記載，真是辛苦你了，以後也拜託你多多幫忙。
zts14718e	目前亞斯特聖殿的對外活動全都處於中斷的情況。表面上你會認為是平穩的日常生活，但其實有極大的危險正壟罩著，指的就是這地底下。
zts14719e	[大祭司 艾爾拉第安用手指著下方。]
zts14720e	你幫我調查在亞斯特聖殿地下聖堂發生的事情，詳細的調查活動我已經指示了祭司貝拉，你和她討論需要的資料。
zts14721e	我正等著你，我先整理需要的資料再告訴你，請你休息吧。
zts14722e	不久前，亞斯特聖殿的地下聖堂發生了巨大爆炸。
zts14723e	我們除了消滅突然湧現的幽靈們之外，沒有空閒調查爆炸的原因，以及結果怎麼樣了，什麼辦法都沒能研究出來。現在的情況是，我們擋著湧進亞斯特聖殿地下聖堂的幽靈們，讓它們不要跑到外面。
zts14724e	所以說啊，希望你現在消滅進入亞斯特聖殿地下聖堂的幽靈們，當然我希望調查活動也一併進行。請你從離入口最近的書庫所在地開始。
zts14725e	書庫那邊怎麼樣？沒有特別的事情嗎？
zts14726e	幽靈們都是隸屬於我們亞斯特聖殿的祭司。他們生前也是侍奉太陽神、使用火花的赤紅魔法師們。他們需要休息的時間。
zts14727e	請你慢慢地從亞斯特聖殿的入口開始，從近處往遠處擴散展開調查吧。亞斯特聖殿的地下聖堂是由幾個區域所構成的。
zts14728e	這次要請你幫我調查的地方是奉安堂。請與調查一併進行，消滅周圍的幽靈們。這種任務應該會持續反覆進行。
zts14729e	這是令人難過的事情，我沒有什麼可說的。奉安堂是亞斯特聖殿的祭司們長眠的地方，也是我重要的夥伴們長眠之處。不久前發生的爆炸事故對我和其他祭司們來說是極大的悲傷。
zts14730e	這次請你調查禮拜堂。沒有特別的跡象也沒關係…請你先調查那地方，並且同時消滅幽靈們。
zts14731e	禮拜堂要從亞斯特聖殿的地下聖堂往裡面深處走進去。請你小心不要迷路。
zts14732e	在禮拜堂有特別的東西嗎？
zts14733e	至今似乎沒能發現重要的線索是嗎？我以為會有什麼蛛絲馬跡，調查方法錯了嗎？
zts14734e	現在亞斯特聖殿地下聖堂大部分的調查都結束了，只剩下中央聖堂，這次發生的爆炸痕跡應該會在某處，但沒能找到。我的想法是，那痕跡應該還留在中央聖堂。
zts14735e	為了讓至今犧牲的其他亞斯特聖殿祭司們安息，我們必須徹底調查這次的事件。請你現在前往中央聖堂去調查周圍，並消滅遊蕩的幽靈們。
zts14736e	在那裡也沒有發現什麼嗎？請你將細節告訴我。
zts14737e	[祭司貝拉接過破碎的遺物碎片，茫然地望著。]
zts14738e	這是亞斯特聖殿的地下聖堂深處被封印遺物的一部份。是這個封印破碎之後所引起的爆炸。
zts14739e	[祭司貝拉寫好報告書之後交給了我。]
zts14740e	請你把這個交給大祭司 艾爾拉第安，我應該還要再多做些調查。雖然傷心，但沒有時間難過了。我是還活著的人，為了我死去的夥伴們，我有義務要查明真相。
zts14741e	亞斯特聖殿地下聖堂的調查順利嗎？
zts14742e	解開遺物的封印時所發生的事情啊。雖有可疑的人物，現在的情況還不到揭曉的時候。我已經讀過了這次調查相關的報告書，對你的活躍表示敬意。這是亞斯特聖殿為你的辛勞所給的獎勵，你收下吧。
zts14743e	ACT5烈焰之刃-亞斯特聖殿地下聖堂的混亂
zts14744e	有件事情我希望你能和調查亞斯特聖殿地下聖堂所發生的爆炸事件，一起進行。
zts14745e	請你消滅在地下游蕩的幽靈們，將他們身上的靈魂淨水帶回來。我想要淨化他們的靈魂淨水之後，進行儀式來引導他們前往必行的靈魂世界。
zts14746e	請你先收集在亞斯特聖殿地下聖堂入口最近的書庫幽靈們的靈魂淨水。
zts14747e	怎麼樣了？請問你收集了多少靈魂淨水呢？
zts14748e	稍微感覺得到你從書庫帶來的靈魂淨水有著邪惡氣息。似乎可以獲得什麼線索。
zts14749e	事實上我沒有想著要憑著靈魂淨水來獲得情報，但總覺得很奇怪。我本來只想淨化靈魂淨水的…你帶來的靈魂淨水有些異樣。我沒有隨意捏造的意思，請你不要誤會。
zts14750e	請你現在幫我取得奉安堂幽靈們的靈魂淨水。我想應該會獲得特別的情報。
zts14751e	怎麼樣？奉安堂沒有異樣嗎？我問一個只剩幽靈們的存在之處是否沒有異樣，這個問題也許本身就很奇怪。
zts14752e	果然正漸漸聚集邪惡的氣息。雖然料想到一些事情，但看來現在還不到能揭發的情況。
zts14753e	我想對於這次爆炸事件中亡者們的靈魂產生了某些影響。也許那場爆炸的核心有某種邪惡的東西復活並且成長，之後感染了靈魂。
zts14754e	所以說，請你趁著調查時，將禮拜堂幽靈們的靈魂淨水帶回來。
zts14755e	請問你發現了什麼嗎？
zts14756e	問題是什麼呢？由此我感到邪惡的力量正以某處為據點展開。而且我懷疑是否真能淨化靈魂淨水。應該怎麼做才好呢？
zts14757e	亞德寺院地下聖堂大部分區域的調查結束了。但是有個地方沒能調查，是高危險度之處。如同你至今幫忙過的事情，希望你也順利處理這次的事。
zts14758e	這次調查區域是叫做中央聖堂的地方，是我們亞斯特聖殿祭司們也禁止接近之處，我想也許是事件的開端。請你調查中央聖堂，同時帶回來那地方幽靈們的靈魂碎片。
zts14759e	作好心理準備之後就請你出發吧。
zts14760e	中央聖堂怎麼樣？發現什麼了嗎？
zts14761e	你所帶回來的所有靈魂淨水中，這次的充滿了最邪惡的氣息。果然爆炸事件是從中央聖堂開始的。
zts14762e	真是令人憂心，現在我得嚴重煩惱我必須做的事情。
zts14763e	我知道在中央聖堂保管的東西是什麼。那是過去被封印在亞斯特聖殿的特別存在。這次事件是那個存在解開了封印，引起了大爆炸，許多亞斯特聖殿的祭司們都犧牲了。我認為我的使命是必須調查那是何種存在。
zts14764e	過去收集的靈魂淨水放進袋子裡了，請你把這個交給大祭司 艾爾拉第安，他會進行部份的淨化。我的能力不足，我會淨化其中受邪惡力量影響較弱的東西。
zts14765e	這段時間非常辛苦你了，真誠地獻上感謝。
zts14766e	是靈魂淨水啊，這個應該不需要報告書吧。
zts14767e	[大祭司 艾爾拉第安的身體發出光芒，讓散發黑色光澤的靈魂淨水覆上光芒。]
zts14768e	看得到嗎？看來靈魂們平安地往他們的世界離開。他們活著的時候，我沒能保護他們，現在只能這樣來保護留下的這些。這是我必須為他們盡的最少義務。雖然難過，我理當感謝你給了我這種機會。
zts14769e	ACT5烈焰之刃-讓可憐的靈魂安息
zts14770e	不久前曾向阿卡穆里商團訂購了物品，但沒有送到。是怎麼一回事？阿卡穆里商團什麼答覆都沒有。雖然訂購的物品都是重要的東西，但也不急於使用。希望你去確認那些物品是否到達，我會支付麻煩你跑腿相關的費用，讓你滿意。
zts14771e	請問你有什麼事嗎？
zts14772e	是亞斯特聖殿拜託的訂購目錄，我來找找看。
zts14773e	對不起，現在該物品還沒到達，也許混在遭到沙漠盜賊團奪走的東西中了。我們阿卡穆里商團也正全力尋找該物品。請你再等一段時間，我一定會找回來。
zts14774e	緊急的話，你最好和代理人塞米亞‧貝爾頓討論。請你帶著亞斯特聖殿的訂購目錄前往。
zts14775e	我現在很忙，有急事嗎？
zts14776e	是亞斯特聖殿的訂購目錄啊，現在正在追蹤這個，要尋回將會花費一些時間。
zts14777e	你很了解有關訂購目錄的事情，所以我應該不用詳細說明。
zts14778e	請你現在開始前往卡頓的野營地，你尋找的物品應該在那裡。
zts14779e	在卡頓的野營地會有畫上阿卡穆里商團花紋的箱子，物品應該在那箱子裡的某處，不是在其他地方，請你不要擔心，一定在卡頓的野營地的某處。
zts14780e	情報到此為止，請你出發吧。
zts14781e	請問你順利帶回來了嗎？
zts14782e	我確認一下訂購目錄吧，嗯……正確沒錯。想不到你很能幹啊。你想不想在我們阿卡穆里商團工作呢？
zts14783e	來，請你現在帶著這物品回到亞斯特聖殿。而且請你一定要轉告說我們阿卡穆里商團隨時為顧客們全力以赴，知道嗎？
zts14784e	阿卡穆里商團訂購的物品們到達了嗎？
zts14785e	有幾項物品沒有送達，似乎出了什麼問題…反正沒有記載在訂購目錄內，也沒辦法吧。拜託你的取回物品的物品我已經確認好，辛苦了。
zts14786e	還有要拜託你的事情，你稍等一下。
zts14787e	[大祭司 艾爾拉第安手裡拿著香爐，透出光線。]
zts14788e	你接過這個。你現在前往亞斯特聖殿的地下聖堂，與祭司諾拉見面。雖然她已經死了，但她的靈魂或許還在。你轉告她很抱歉我沒能保護她，拜託你了。
zts14789e	一天、兩天、三天...
zts14790e	[祭司諾拉繼續數著日子，以一個月為週期反覆從頭開始數著。]
zts14791e	最後也不知道算到多少了，或許剛好算到30天吧？
zts14792e	你帶的香正溫暖我的心，讓我的心情產生了變化。我不知道自己現在在做些什麼、身在何處。但是我感到自己非常的不幸，因為在你點燃香之前，我非常地冷。
zts14793e	我有事情要拜託你。請你帶著香，也為我的朋友們點燃好嗎？
zts14794e	先從書很多的地方…書庫好了。
zts14795e	怎麼樣？我的朋友也很高興嗎？
zts14796e	就算不回答，應該也一定很感謝你。
zts14797e	我好像稍微恢復記憶了。我明明在這裡的某處尋找著出路，然後…突然什麼東西爆炸了，我打起精神之際，就這樣數著日子了。
zts14798e	[祭司諾拉茫然地望著某處。]
zts14799e	奉安堂好像有什麼事情。我的朋友說要去那裡調查的…他應該會很冷。請你用這香讓我的朋友不要因寒冷而顫抖。
zts14800e	怎麼樣了？我的朋友平安無事嗎？
zts14801e	我從你身上感受到朋友的香氣，謝謝，真的很謝謝你。
zts14802e	請你稍等一下，我好像想起什麼事情。
zts14803e	我曾對某人指引道路，我記不得他是誰，本來在做些什麼？我很害怕，因為我好像會知道什麼事情。我隱約想起來了，我和其他祭司們曾指引著某個人，說著亞斯特聖殿相關的傳說。突然我的夥伴某位祭司說禮拜堂好像出了什麼事情，於是跑走了，而且沒有回來。
zts14804e	請你前往確認我的夥伴祭司怎麼樣了。請你一定要帶著香去，因為那地方很冷，會需要的。
zts14805e	怎麼樣了？平安無事嗎？
zts14806e	原來如此，已經死了啊。
zts14807e	[祭司諾拉低下頭，看起來似乎在強忍悲傷啜泣著。]
zts14808e	沒關係，雖然悲傷，但是我可以忍耐。現在我的記憶變得很清楚，好像是因為香的影響。雖然我感到被什麼追趕著，但我有事情要做。我得確認剩下的其他夥伴們的安危。我真的很感謝你替分散在亞斯特聖殿地下聖堂大部分地區的夥伴們點燃了香。
