zts1e	New Item
zts18029e	Archangel Wings
zts18030e	Transforms your specialist's wings into Archangel Wings.[n][Instructions][n]1. Transform into a specialist.[n]2. Use this item to change your wings.[n][Effect][n]Increases your light element by 10.[n]Movement speed +1[n][Note][n]1. You can only change the wings with an improved Specialist Card +1 or higher.[n]2. The wings disappear when you put your Specialist Card in a card holder.[n]
zts18031e	Archdaemon Wings
zts18032e	Transforms your specialist's wings into Archdaemon Wings.[n][Instructions][n]1. Transform into a specialist.[n]2. Use this item to change your wings.[n][Effect][n]Increases your shadow element by 10.[n]Movement speed +1[n][Note][n]1. You can only change the wings with an improved Specialist Card +1 or higher.[n]2. The wings disappear when you put your Specialist Card in a card holder.[n]
zts18033e	Wings & More
zts18034e	Wings & More contains the amazing Archangel or Archdaemon Wings and more.[n]You will receive one of the following items:[n]1x Archdaemon Wings[n]1x Archangel Wings[n]1x Titan Wings[n]1x Fire Wings[n]1x Ice Wings[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18046e	Sneaky Bushtails & More
zts18047e	Sneaky Bushtails & More contains the stealthy Ninja Bushtail or the trigger-happy Cowboy Bushtail and more.[n]You will receive one of the following items:[n]1x Ninja Bushtail[n]1x Cowboy Bushtail[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18048e	Football Cap (Permanent)
zts18049e	Sport your Football Cap and show the world you're a fan![n][Effect][n]Increases fire resistance by 10.[n]
zts18050e	Football Jersey (Permanent)
zts18051e	Slip on your Football Jersey and show the world you're a fan![n][Effect][n]Increases maximum HP by 600.[n]
zts18052e	Football Legend Box
zts18053e	Make sure you're ready for kickoff with this box![n]You will receive one of the following items:[n]1x Football Fan Set[n]1x German Football Bushi[n]1x French Football Bushi[n]1x English Football Bushi[n]1x Italian Football Bushi[n]1x Spanish Football Bushi[n]1x Polish Football Bushi[n]1x Russian Football Bushi[n]1x Czech Football Bushi[n]1x Turkish Football Bushi[n]1x Football Bushi[n]1x Referee Bushi[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18054e	Football Fan Set
zts18055e	This awesome set for footie fans consists of:[n]1x Football Cap (Permanent)[n]1x Football Jersey (Permanent)[n]
zts18063e	Seer Specialist Card
zts18064e	Investigator of black magic.[n]'Every creature will follow my footsteps... wherever I go.'[n]
zts18065e	Demon Hunter Specialist Card
zts18066e	A hunter who made a deal with the devil personally.[n]'Even I have sold my soul... I will destroy all the demons!'[n]
zts18067e	Death Reaper Specialist Card
zts18068e	Death's right-hand man.[n]'Everything runs, one way or the other...'[n]
zts18069e	Caligor's Treasure Chest
zts18070e	A treasure chest belonging to Caligor the Golden Titan.[n]Gives you the chance to pick up numerous items.[n]
zts18071e	Casual Costume Box (f)
zts18072e	In this amazing box you'll find one of the following outfits:[n]Hawaii Costume for Women[n]Starlight School Uniform[n]Blue Sailor Suit[n]Kunoichi Kimono[n]Fairy Costume[n]Yellow School Uniform[n]Purple School Uniform[n]Green School Uniform[n]Hot Pink Sportswear[n]Bluesky Sportswear[n]Coral Pink Sportswear[n]Noire Black Sportswear[n]Fire Rose Costume[n]Fresh Mint Costume[n]Chocolate Costume[n]Azaleen Hanbok[n]Asian Black Bear Costume[n]Panda Costume[n]
zts18073e	Animalistic Costume Box (f)
zts18074e	In this amazing box you'll find one of the following outfits:[n]Crocus Hanbok[n]Rosen Hanbok[n]Lavender Chipao[n]Phoenix Chipao[n]Black Chipao[n]Cherry Blossom Kimono[n]Lily Kimono[n]Dalmatian Costume[n]Rottweiler Costume[n]Siamese Cat Costume[n]Russian Blue Cat Costume[n]Playful Bunny Costume[n]Adorable Bunny Costume[n]Light Lion Costume[n]Dark Lion Costume[n]Polar Bear Costume[n]Teddy Bear Costume[n]
zts18075e	Casual Costume Box (m)
zts18076e	In this amazing box you'll find one of the following outfits:[n]Hawaii Costume for Men[n]Smart Men's Suit[n]Blue Marine Suit[n]Demon Costume[n]Adventurer Clothing[n]Heavy Metal Clothing[n]Fire Clothing[n]Forester Outfit[n]Military Clothing[n]Denim Clothing[n]Fashion Sportswear[n]Fire Sportswear[n]Sunny Sportswear[n]Hip-Hop Outfit[n]Spring Hanbok[n]Rainbow Hanbok[n]Asian Black Bear Costume[n]Panda Costume[n]
zts18077e	Animalistic Costume Box (m)
zts18078e	In this amazing box you'll find one of the following outfits:[n]Summer Hanbok[n]Kung Fu Chipao[n]Emperor Chipao[n]Dragon Chipao[n]Moonlight Kimono[n]Sunlight Kimono[n]Dadami Kimono[n]Bulldog Costume[n]Burma Cat Costume[n]Korat Cat Costume[n]March Hare Costume[n]White Rabbit Costume[n]Saint Bernard Costume[n]Golden Lion Costume[n]Black Lion Costume[n]Polar Bear Costume[n]Teddy Bear Costume[n]
zts18079e	Women's Hat Box
zts18080e	In this amazing box you'll find one of the following accessories for your head:[n]Hawaii Headdress (f)[n]Starlight Hair-Band[n]Blue Sailor Cap[n]Fairy Hair Band[n]Ayam[n]Empress Coronet[n]Flower Hairpin[n]Dalmatian Hat[n]Rottweiler Hat[n]Siamese Cat Hat[n]Russian Blue Cat Hat[n]Playful Bunny Ears[n]Adorable Bunny Ears[n]Light Lion Hat[n]Dark Lion Hat[n]Asian Black Bear Hat[n]Panda Hat[n]Polar Bear Hat[n]Teddy Bear Hat[n]
zts18081e	Men's Hat Box
zts18082e	In this amazing box you'll find one of the following accessories for your head:[n]Hawaii Headdress for Men[n]Smart Men's Hat[n]Blue Marine Cap[n]Demon Hat[n]Hogeon[n]Asian Hat[n]Ebosi[n]Bulldog Hat[n]Saint Bernard Hat[n]Burma Cat Hat[n]Korat Cat Hat[n]March Hate Hat[n]White Rabbit Hat[n]Black Lion Hat[n]Golden Lion Hat[n]Asian Black Bear Hat[n]Panda Hat[n]Polar Bear Hat[n]Teddy Bear Hat[n]
zts18083e	Unisex Hat Box
zts18084e	In this amazing box you'll find one of the following accessories for your head:[n]Cat Hat[n]Donkey Hat[n]Cowboy Hat[n]Monkey Hat[n]Antelope Horn Hat[n]Morning Glory Hat[n]Penguin Hat[n]Old Gentleman's Hat[n]Big Ear Hairband[n]Flower Vase Hat[n]
zts18085e	Hair Colour Mix
zts18086e	Bring out a new you with the following hair colours:[n]Black Hair Dye[n]Light Blue Hair Dye[n]White Hair Dye[n]Light Green Hair Dye[n]Pink Hair Dye[n]
zts18087e	Brilliant Bushtails & More
zts18088e	In this amazing chest you'll find one of the following items:[n]1x Shogun Bushi[n]1x Centurio Bushi[n]1x Special Unit Bushi[n]1x Boxer Bushi[n]1x Black Bushi[n]1x Blue Bushi[n]1x Green Bushi[n]1x Red Bushi[n]1x Pink Bushi[n]1x Turquoise Bushi[n]1x Yellow Bushi[n]1x Brown Bushi[n]1x Samurai Bushi[n]1x Bull Bushtail[n]1x Exterminator Bushi[n]1x Gladiator Bushi[n]1x Sick Bushtail[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18089e	Magical Fairies & More
zts18090e	In this amazing chest you'll find one of the following items:[n]1x Elkaim[n]1x Ladine[n]1x Rumial[n]1x Varik[n]1x Grown Sellaim[n]1x Grown Woondine[n]1x Grown Eperial[n]1x Grown Turik[n]1x Sellaim[n]1x Woondine[n]1x Eperial[n]1x Turik[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18091e	Mighty Mounts & More
zts18092e	In this amazing chest you'll find one of the following items:[n]1x Magic White Tiger[n]1x Magic Carpet[n]1x Nossi the Dragon[n]1x Black Unicorn[n]1x White Unicorn[n]1x Pink Unicorn[n]1x Magic Scooter[n]1x Horned Sweeper[n]1x Fluffy McFly[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18093e	Loyal Pets & More
zts18094e	In this amazing chest you can find one of the following items:[n]1x Fluffy Bally[n]1x Fibi Frosty[n]1x Inferno[n]1x Darko the Hell Pup[n]1x Pegasus[n]1x Rudi Rowdy[n]1x Rusty Robby[n]1x Cute Bunny[n]1x Chick Norris' Egg[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18095e	Unisex Costume Sets & More
zts18096e	In this amazing chest you'll find one of the following unisex items:[n]1x Oto-Fox Costume Set[n]1x Aqua Bushi Costume Set[n]1x Black Bushi Costume Set[n]1x Blue Bushi Costume Set[n]1x Green Bushi Costume Set[n]1x Red Bushi Costume Set[n]1x Pink Bushi Costume Set[n]1x Turquoise Bushi Costume Set[n]1x Yellow Bushi Costume Set[n]1x Classic Bushi Costume Set[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18097e	Caligor's Spirit
zts18098e	The spirit of Caligor the Golden Titan.[n]Nothing, absolute nothing is known about it.[n]
zts18099e	Caligor's Golden Horn
zts18100e	The golden horn from Caligor's helmet is filled with the power of his will.[n]
zts18103e	In this amazing chest you'll find one of the following items:[n]1x Shogun Bushi[n]1x Centurio Bushi[n]1x Special Unit Bushi[n]1x Boxer Bushi[n]1x Black Bushi[n]1x Brown Bushi[n]1x Turquoise Bushi[n]1x Blue Bushi[n]1x Green Bushi[n]1x Samurai Bushi[n]1x Red Bushi[n]1x Pink Bushi[n]1x Bull Bushtail[n]1x Exterminator Bushi[n]1x Gladiator Bushi[n]1x Sick Bushtail[n]1x Yellow Bushi[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18104e	In this amazing chest you'll find one of the following unisex items:[n]1x Oto-Fox Costume Set[n]1x Aqua Bushi Costume Set[n]1x Black Bushi Costume Set[n]1x Blue Bushi Costume Set[n]1x Green Bushi Costume Set[n]1x Red Bushi Costume Set[n]1x Pink Bushi Costume Set[n]1x Turquoise Bushi Costume Set[n]1x Yellow Bushi Costume Set[n]1x Classic Bushi Costume Set[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18105e	Caligor's Glowing Treasure Chest
zts18106e	A glowing treasure chest belonging to Caligor the Golden Titan.[n]Gives you a chance to pick up better items than from Caligor's Regular Treasure Chest.[n]
zts18107e	Caligor's Regular Treasure Chest
zts18108e	A simple treasure chest belonging to Caligor the Golden Titan.[n]Gives you a chance to pick up some good items.[n]
zts18109e	This is Lord Morcos' favourite headgear.[n]
zts18120e	Wondrous Wings & More
zts18121e	Wondrous Wings & More contains feathered marvels for your specialist and more.[n]You will receive one of the following items:[n]1x Blazing Fire Wings[n]1x Frosty Ice Wings[n]1x Archdaemon Wings[n]1x Archangel Wings[n]1x Titan Wings[n]1x Fire Wings[n]1x Ice Wings[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18122e	Blazing Fire Wings
zts18123e	Transforms your specialist's wings into Blazing Fire Wings.[n][Instructions][n]1. Transform into a specialist.[n]2. Use this item to change your wings.[n][Effect][n]Increases your fire element by 10.[n]Movement speed +1[n][Note][n]1. You can only change the wings with an improved Specialist Card +1 or higher.[n]2. The wings disappear when you put your Specialist Card in a card holder.[n]
zts18124e	Frosty Ice Wings
zts18125e	Transforms your specialist's wings into Frosty Ice Wings.[n][Instructions][n]1. Transform into a specialist.[n]2. Use this item to change your wings.[n][Effect][n]Increases your water element by 10.[n]Movement speed +1[n][Note][n]1. You can only change the wings with an improved Specialist Card +1 or higher.[n]2. The wings disappear when you put your Specialist Card in a card holder.[n]
zts18128e	Golden Specialist Card Holder
zts18129e	Used for storing a Specialist Card.[n]Can be traded between players.[n][Instructions][n]Double-click on the Card Holder and then select the desired Specialist Card to store it inside.[n]To take it out again, double-click the Card Holder again and it will disappear.[n]
zts18130e	Indian Bushi
zts18131e	Indian Bushi & More
zts18132e	Indian Bushi & More contains the skilled Indian Bushi, the silent Ninja Bushi or the trigger-happy Cowboy Bushi, as well as plenty of other things.[n]You will receive one of the following items:[n]1x Indian Bushi[n]1x Ninja Bushi[n]1x Cowboy Bushi[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18142e	Bean Rice Cake
zts18143e	Slowly restores 5,000 HP and MP.[n]Also applies to your NosMate.[n][Note][n]This item disappears at the end of the event.[n]
zts18144e	This is a gemstone for upgrading Specialist Cards with the shadow element.[n]It is suitable for Death Reapers, Demon Hunters and Seers.[n]
zts18145e	Foxy's Raid Seal
zts18146e	You can enter the Halloween Raid via Horrorholme in NosVille.[n]Recommended level: 20-99[n]Recommended players: 10+[n][Instructions][n]Use to become the team leader.[n]Once you are the leader, click other characters and click the 'Team' button.[n]When ready, head to the raid entrance. When the leader enters the raid, all other members will follow automatically.[n][Note][n]This item disappears at the end of the event.[n]
zts18147e	Foxy's Wonder Chest
zts18148e	There are lots of event items hidden in Foxy's Wonder Chest. Open it to collect them.[n][Note][n]This item disappears at the end of the event.[n]
zts18149e	Fresh Liver
zts18150e	Mr Park's First Son is craving for these.[n]Collect 5 Livers and bring them to him.[n][Note][n]This item disappears at the end of the event.[n]
zts18151e	Blue Flask
zts18152e	One of Foxy's favourite items.[n]Removes movement slowing effects.[n][Note][n]This item disappears at the end of the event.[n]
zts18153e	Yellow Flask
zts18154e	One of Foxy's favourite items.[n]Restores 100% of your HP.[n][Note][n]This item disappears at the end of the event.[n]
zts18155e	Red Flask
zts18156e	One of Foxy's favourite items.[n]Inflicts fire element damage on your opponent for a certain time.[n][Note][n]This item disappears at the end of the event.[n]
zts18157e	Halloween Treasure Chest
zts18158e	There are lots of event items hidden in the Halloween Treasure Chest. Open it to collect them.[n][Note][n]This item disappears at the end of the event.[n]
zts18159e	Giant Rice Cake
zts18160e	Immediately restores 3,000 HP and MP.[n]Also applies to your NosMate.[n][Note][n]This item disappears at the end of the event.[n]
zts18161e	Foxy's Specialist Partner Card
zts18162e	Specialist Partner Card of the shadow element.[n]Can be worn by melee partners.[n]The fox that wanted to be human...[n]
zts18169e	Halloween & More
zts18170e	This frightastic chest is perfect for Halloween.[n]With a bit of luck you'll pick up Foxy's Specialist Partner Card.[n]Grab yourself one of the following items:[n]1x Foy's Specialist Partner Card[n]1x Super Pumpkin Bushi[n]1x Glowing Pumpkin Hat (Permanent)[n]1x Partner Skill Ticket (Single)[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18173e	Viking Bushi
zts18174e	Viking Bushi & More
zts18175e	Viking Bushi & More contains the astute Viking Bushi and so much more.[n]You will receive one of the following items:[n]1x Viking Bushi[n]1x Indian Bushi[n]1x Ninja Bushi[n]1x Cowboy Bushi[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18188e	Maru's Specialist Partner Card
zts18189e	Give me rice cakes! Or I'll eat you![n]Specialist Partner Card[n]Can be worn by melee partners.[n]Transform your partner into the Millennial Tiger.[n]
zts18190e	Maru in Mother's Fur (PSP)
zts18191e	Give me rice cakes! Or I'll eat you![n]Specialist Partner Card[n]Can be worn by melee partners.[n]Transform your partner into a tiger disguised as the siblings' caring mother.[n]
zts18192e	Viking Family & More
zts18193e	This chest contains the cunning Viking Partner Specialists and more.[n]You will receive one of the following items:[n]1x Aegir's Specialist Partner Card[n]1x Freya's Specialist Partner Card[n]1x Barni's Specialist Partner Card[n]1x Partner Skill Ticket (Single)[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
zts18194e	Ninja Unit & More
zts18195e	This chest contains the silent Ninja Partner Specialists and more.[n]You will receive one of the following items:[n]1x Lotus' Specialist Partner Card[n]1x Orkani's Specialist Partner Card[n]1x Shinobi's Specialist Partner Card[n]1x Partner Skill Ticket (Single)[n]25x Angel's Feather[n]25x Full Moon Crystal[n]
