zts1e	Neuer Gegenstand
zts17747e	Mit der Tarnkappe bist du unsichtbar und deine Bewegungsgeschwindigkeit ist für 2 Sekunden um 5 erhöht.[n]In den darauffolgenden 8 Sekunden ist deine Bewegungsgeschwindigkeit um 6 verringert.[n][Achtung][n]Kann nur in der Teamarena verwendet werden.[n][Mengengrenze][n]1[n]
zts17748e	Revanche
zts17749e	Unter Einsatz der Revanche erhöht sich deine Bewegungsgeschwindigkeit für 3 Sekunden um 8.[n][Achtung][n]Kann nur in der Teamarena verwendet werden.[n][Mengengrenze][n]1[n]
zts17765e	Navy Buschi
zts17766e	Piraten Buschi (Wasser)
zts17767e	Piraten Buschi (Feuer)
zts17768e	Piraten Buschi (Licht)
zts17769e	Piraten Buschi (Schatten)
zts17770e	Leona
zts17783e	Das ist das Ticket für die Arena der Meister.[n]Nur ganz besonders tapfere Helden genießen dieses Privileg![n]Ist deine Anzahl der Eintritte zu niedrig,[n]benutze das Ticket und erhalte 1 Eintritt zusätzlich.[n][Achtung][n]Die Anzahl der Eintritte wird jeden Monat zurückgesetzt.[n]
zts17790e	Goldene Ausrüstungsschutzrolle
zts17791e	Mit der goldenen Ausrüstungsschutzrolle kannst du ein Item sofort und direkt verbessern.[n]Bei einem Misserfolg wird die Ausrüstung geschützt und nicht zerstört.[n]Die erforderliche Menge von Cellapuder und Gold ist um 50% verringert.[n][Anleitung][n]Mit einem Doppelklick auf die Rolle öffnet sich das Upgrade-Fenster.[n]Wenn du dein Item in diesem Fenster verbesserst, ist es vor einer Zerstörung geschützt.[n]
zts17792e	Feen-Erfahrungstrank
zts17793e	Der Feen-Erfahrungstrank erhöht die Erfahrungspunkte deiner Fee um 100% - eine ganze Stunde lang.[n]
zts17794e	Goldene Eichel
zts17796e	Bronzene Eichel
zts17805e	Cowboy Buschi
zts17806e	Ninja Buschi
zts17811e	Eichel
zts17817e	Pegasus herbeirufen
zts17818e	Beschwört das Monster auf der gegnerischen Seite.[n]
zts17819e	Kangpen herbeirufen
zts17820e	Grimmiges Chicky herbeirufen
zts17821e	Yeti herbeirufen
zts17822e	Rudi herbeirufen
zts17823e	Buschi-König Geschenkbox
zts17830e	Titanflügel
zts17831e	Ändert die Flügel deines Spezialisten in Titanflügel.[n][Anleitung][n]1. Verwandle dich in einen Spezialisten.[n]2. Benutze diesen Gegenstand, um deine Flügel zu ändern.[n][Spezialeffekt][n]Der Schaden an Gegnern im PvP steigt um 2%.[n]Die MP sind um 200 erhöht.[n][Achtung][n]1. Du kannst die Flügel nur mit einer verbesserten Spezialistenkarte +1 oder höher in Titanflügel ändern.[n]2. Die Flügel verschwinden, wenn du deine Spezialistenkarte in einen Kartenhalter legst.[n]
zts17836e	Beflügelnde Federtruhe
zts17837e	Die beflügelnde Federtruhe enthält Titanflügel und andere Items.[n]Du erhältst eines der folgenden Items:[n][Erhältliche Items][n]1x Titanflügel[n]1x Eisflügel[n]1x Feuerflügel[n]50x Engelsfeder[n]
zts17838e	Beflügelnde Vollmondbox
zts17839e	Die beflügelnde Vollmondbox enthält Titanflügel und andere Items.[n]Du erhältst eines der folgenden Items:[n][Erhältliche Items][n]1x Titanflügel[n]1x Eisflügel[n]1x Feuerflügel[n]50x Vollmondkristall[n]
zts17848e	Shinobis Partnerspezialistenkarte
zts17849e	Partnerspezialistenkarte des Schattenelements.[n]Kann von Partnern mit Nahangriffen getragen werden.[n]Schnell und präzise ... eliminieren![n]
zts17850e	Lotus' Partnerspezialistenkarte
zts17851e	Partnerspezialistenkarte des Schattenelements.[n]Kann von Partnern mit Fernangriffen getragen werden.[n]Willst du dir die Finger verbrennen? Woohoo![n]
zts17852e	Orkanis Partnerspezialistenkarte
zts17853e	Partnerspezialistenkarte des Schattenelements.[n]Prinzessin Sakura kann sie tragen.[n]Ich zeige dir die Finsternis![n]
zts17854e	Geheimnisvolles Skillticket für alle Partnerskills
zts17855e	Diese Truhe enthält neben dem Partnerskillticket (alle) auch die neuen Partnerspezialistenkarten.[n]Versuche, mit etwas Glück einen neuen Partnerspezialisten abzustauben![n][Erhältliche Items][n]1x Partnerskillticket (alle)[n]1x Aegirs Partnerspezialistenkarte[n]1x Barnis Partnerspezialistenkarte[n]1x Freyas Partnerspezialistenkarte[n]1xShinobis Partnerspezialistenkarte[n]1x Lotus' Partnerspezialistenkarte [n]1x Orkanis Partnerspezialistenkarte[n]
zts17856e	Riesiges Warenhaus
zts17857e	Diese Truhe enthält das riesige Warenhaus.[n]Durch Öffnen der Truhe erhältst du zu 100% 1x Riesiges Warenhaus (unbegrenzt).[n][Achtung][n]Nachdem du das Warenhaus aus der Truhe geholt hast, ist es nicht mehr handelbar.[n]
zts17888e	Gelber Jeep
zts17889e	Damit wirst du zum Fahrer eines geländegängigen Jeeps.[n]Deine Bewegungsgeschwindigkeit erhöht sich.[n]Wenn du das Item erneut benutzt, steigst du ab.[n]Es gibt kein Levellimit.[n][Eigenschaften][n]Bewegungsgeschwindigkeit: 21[n]Bewegungsgeschwindigkeit in der Wüste und der Region des brennenden Schwertes +2[n][Mit Speedbooster][n]Bewegungsgeschwindigkeit +2[n]Dauer +6[n]
zts17890e	Blauer Jeep
zts17891e	Roter Jeep
zts17892e	Blaugrüner Jeep
zts17893e	Schwarzer Jeep
zts17894e	Pinkfarbener Jeep
zts17895e	Gelber Jeep
zts17896e	Werde zum Fahrer eines Jeeps und sei gut für jedes Gelände ausgestattet.[n][Achtung][n]Wenn du den Jeep einmal aus der Truhe herausgeholt hast, kannst du nicht mehr damit handeln.[n]
zts17897e	Blauer Jeep
zts17898e	Roter Jeep
zts17899e	Blaugrüner Jeep
zts17900e	Schwarzer Jeep
zts17901e	Pinkfarbener Jeep
zts17924e	Abgefahrene Jackpot-Box
zts17925e	Hol dir den Jackpot![n]Du kannst eines dieser tollen Items abstauben:[n]2x Feuerkristall (entspricht insgesamt 10.000.000 Gold)[n]1x Farbenfrohe Jeep-Truhe[n]1x Titanflügel[n]1x Feuerflügel[n]1x Eisflügel[n]25x Engelsfeder[n]25x Vollmondkristall[n]
zts17926e	Farbenfrohe Jeep-Truhe
zts17927e	In dieser Truhe sind alle Jeeps als Kollektion enthalten.[n]Du kannst eines der folgenden Dinge erhalten:[n]1x Gelber Jeep[n]1x Blauer Jeep[n]1x Roter Jeep[n]1x Blaugrüner Jeep[n]1x Schwarzer Jeep[n]1x Pinkfarbener Jeep[n]
zts17935e	Rosarotes Partydiadem (30 Tage)
zts17936e	Mit diesem rosaroten Partydiadem bist du der Blickfang auf jedem Fest.[n]Die Anwendungszeit beginnt, sobald du es aufsetzt.[n][Effekt][n]Zusätzlicher Schaden +5%[n]
zts17937e	Gelbes Partydiadem (30 Tage)
zts17938e	Mit diesem gelben Partydiadem bist du der Blickfang auf jedem Fest.[n]Die Anwendungszeit beginnt, sobald du es aufsetzt.[n][Effekt][n]Zusätzliche Verteidigungskraft + 5%[n]
zts17939e	Blaues Partydiadem (30 Tage)
zts17940e	Mit diesem blauen Partydiadem bist du der Blickfang auf jedem Fest.[n]Die Anwendungszeit beginnt, sobald du es aufsetzt.[n][Effekt][n]Zusätzlicher Schaden +3%[n]Zusätzliche Verteidigungskraft +3%[n]
zts17941e	Rosarotes Partydiadem (unbegrenzt)
zts17942e	Mit diesem rosaroten Partydiadem bist du der Blickfang auf jedem Fest.[n][Effekt][n]Zusätzlicher Schaden +5%[n]
zts17943e	Gelbes Partydiadem (unbegrenzt)
zts17944e	Mit diesem gelben Partydiadem bist du der Blickfang auf jedem Fest.[n][Effekt][n]Zusätzliche Verteidigungskraft + 5%[n]
zts17945e	Blaues Partydiadem (unbegrenzt)
zts17946e	Mit diesem blauen Partydiadem bist du der Blickfang auf jedem Fest.[n][Effekt][n]Zusätzlicher Schaden +3%[n]Zusätzliche Verteidigungskraft +3%[n]
zts17947e	Rosarotes Partykleid (30 Tage)
zts17948e	Mit diesem rosaroten Partykleid bist du der Blickfang auf jedem Fest.[n]Die Anwendungszeit beginnt, sobald du es anziehst.[n][Effekt][n]Zusätzlicher Schaden +3%[n]Max. MP +200[n][n]
zts17949e	Gelbes Partykleid (30 Tage)
zts17950e	Mit diesem gelben Partykleid bist du der Blickfang auf jedem Fest.[n]Die Anwendungszeit beginnt, sobald du es anziehst.[n][Effekt][n]Zusätzliche Verteidigungskraft +3%[n]Max. HP +200[n][n]
zts17951e	Blaues Partykleid (30 Tage)
zts17952e	Mit diesem blauen Partykleid bist du der Blickfang auf jedem Fest.[n]Die Anwendungszeit beginnt, sobald du es anziehst.[n][Effekt][n]Max. HP +500[n]Max. MP +500[n][n]
zts17953e	Rosarotes Partykleid (unbegrenzt)
zts17954e	Mit diesem rosaroten Partykleid bist du der Blickfang auf jedem Fest.[n][Effekt][n]Zusätzlicher Schaden +3%[n]Max. MP +200[n][n]
zts17955e	Gelbes Partykleid (unbegrenzt)
zts17956e	Mit diesem gelben Partykleid bist du der Blickfang auf jedem Fest.[n][Effekt][n]Zusätzliche Verteidigungskraft +3%[n]Max. HP +200[n][n]
zts17957e	Blaues Partykleid (unbegrenzt)
zts17958e	Mit diesem blauen Partykleid bist du der Blickfang auf jedem Fest.[n][Effekt][n]Max. HP +500[n]Max. MP +500[n][n]
zts17959e	Rote Schirmmütze (30 Tage)
zts17960e	Mit dieser roten Schirmmütze löst du jeden kniffligen Fall.[n]Die Anwendungszeit beginnt, sobald du sie aufsetzt.[n][Effekt][n]Zusätzlicher Schaden +5%[n]
zts17961e	Goldene Schirmmütze (30 Tage)
zts17962e	Mit dieser goldenen Schirmmütze löst du jeden kniffligen Fall.[n]Die Anwendungszeit beginnt, sobald du sie aufsetzt.[n][Effekt][n]Zusätzliche Verteidigungskraft + 5%[n]
zts17963e	Braune Schirmmütze (30 Tage)
zts17964e	Mit dieser braunen Schirmmütze löst du jeden kniffligen Fall.[n]Die Anwendungszeit beginnt, sobald du sie aufsetzt.[n][Effekt][n]Zusätzlicher Schaden +3%[n]Zusätzliche Verteidigungskraft +3%[n]
zts17965e	Rote Schirmmütze (unbegrenzt)
zts17966e	Mit dieser roten Schirmmütze löst du jeden kniffligen Fall.[n][Effekt][n]Zusätzlicher Schaden +5%[n]
zts17967e	Goldene Schirmmütze (unbegrenzt)
zts17968e	Mit dieser goldenen Schirmmütze löst du jeden kniffligen Fall.[n][Effekt][n]Zusätzliche Verteidigungskraft + 5%[n]
zts17969e	Braune Schirmmütze (unbegrenzt)
zts17970e	Mit dieser braunen Schirmmütze löst du jeden kniffligen Fall.[n][Effekt][n]Zusätzlicher Schaden +3%[n]Zusätzliche Verteidigungskraft +3%[n]
zts17971e	Roter Detektivanzug (30 Tage)
zts17972e	Mit diesem roten Detektivanzug löst du jeden Fall.[n]Die Anwendungszeit beginnt, sobald du ihn anziehst.[n][Effekt][n]Zusätzlicher Schaden +3%[n]Max. MP +200[n][n]
zts17973e	Goldener Detektivanzug (30 Tage)
zts17974e	Mit diesem goldenen Detektivanzug löst du jeden Fall.[n]Die Anwendungszeit beginnt, sobald du ihn anziehst.[n][Effekt][n]Zusätzliche Verteidigungskraft +3%[n]Max. HP +200[n][n]
zts17975e	Brauner Detektivanzug (30 Tage)
zts17976e	Mit diesem braunen Detektivanzug löst du jeden Fall.[n]Die Anwendungszeit beginnt, sobald du ihn anziehst.[n][Effekt][n]Max. HP +500[n]Max. MP +500[n][n]
zts17977e	Roter Detektivanzug (unbegrenzt)
zts17978e	Mit diesem roten Detektivanzug löst du jeden Fall.[n][Effekt][n]Zusätzlicher Schaden +3%[n]Max. MP +200[n][n]
zts17979e	Goldener Detektivanzug (unbegrenzt)
zts17980e	Mit diesem goldenen Detektivanzug löst du jeden Fall.[n][Effekt][n]Zusätzliche Verteidigungskraft +3%[n]Max. HP +200[n][n]
zts17981e	Brauner Detektivanzug (unbegrenzt)
zts17982e	Mit diesem braunen Detektivanzug löst du jeden Fall.[n][Effekt][n]Max. HP +500[n]Max. MP +500[n][n]
zts17983e	Rosarotes Partyset (unbegrenzt)
zts17984e	Dieses Set enthält das rosarote Partyoutfit, bestehend aus:[n]1x Rosarotes Partydiadem (unbegrenzt)[n]1x Rosarotes Partykleid (unbegrenzt)[n]
zts17985e	Gelbes Partyset (unbegrenzt)
zts17986e	Dieses Set enthält das gelbe Partyoutfit, bestehend aus:[n]1x Gelbes Partydiadem (unbegrenzt)[n]1x Gelbes Partykleid (unbegrenzt)[n]
zts17987e	Blaues Partyset (unbegrenzt)
zts17988e	Dieses Set enthält das blaue Partyoutfit, bestehend aus:[n]1x Blaues Partydiadem (unbegrenzt)[n]1x Blaues Partykleid (unbegrenzt)[n]
zts17989e	Rotes Detektivset (unbegrenzt)
zts17990e	Dieses Set enthält das rote Detektivoutfit, bestehend aus:[n]1x Rote Schirmmütze (unbegrenzt)[n]1x Roter Detektivanzug (unbegrenzt)[n]
zts17991e	Goldenes Detektivset (unbegrenzt)
zts17992e	Dieses Set enthält das goldene Detektivoutfit, bestehend aus:[n]1x Goldene Schirmmütze (unbegrenzt)[n]1x Goldener Detektivanzug (unbegrenzt)[n]
zts17993e	Braunes Detektivset (unbegrenzt)
zts17994e	Dieses Set enthält das braune Detektivoutfit, bestehend aus:[n]1x Braune Schirmmütze (unbegrenzt)[n]1x Brauner Detektivanzug (unbegrenzt)[n]
zts17995e	Jackpot-Box des Meisterdetektivs
zts17996e	Hol dir den Jackpot![n]Du kannst eines dieser tollen Items abstauben:[n]5x Feuerkristall (entspricht insgesamt 25.000.000 Gold)[n]1x Rotes Detektivset (unbegrenzt)[n]1x Goldenes Detektivset (unbegrenzt)[n]1x Braunes Detektivset (unbegrenzt)[n]1x Titanflügel[n]1x Feuerflügel[n]1x Eisflügel[n]25x Engelsfeder[n]25x Vollmondkristall[n]
zts17997e	Jackpot-Box der Partykönigin
zts17998e	Hol dir den Jackpot![n]Du kannst eines dieser tollen Items abstauben:[n]5x Feuerkristall (entspricht insgesamt 25.000.000 Gold)[n]1x Rosarotes Partyset (unbegrenzt)[n]1x Gelbes Partyset (unbegrenzt)[n]1x Blaues Partyset (unbegrenzt)[n]1x Titanflügel[n]1x Feuerflügel[n]1x Eisflügel[n]25x Engelsfeder[n]25x Vollmondkristall[n]
zts18003e	Winziger Goldbrocken
zts18004e	Ein Brocken aus purem Gold.[n]Die Händler in NosVille zahlen dir einen guten Preis dafür.[n]
zts18005e	Kleiner Goldbrocken
zts18006e	Großer Goldbrocken
zts18007e	Riesiger Goldbrocken
zts18011e	Du hast diesen Coupon aufgrund deiner Leistungen[n]beim aktuellen Event als Belohnung erhalten.[n]Bewahre ihn gut auf.[n]Nähere Informationen zum Event findest du unter:[n]http://nostale.de[n]
zts18012e	Diese Truhe ist eine Event-Belohnung.[n]Der Inhalt ist von außen nicht zu erkennen.[n]Öffne sie und schau nach, was sich darin verbirgt![n]
zts18013e	Jackpot-Box à la Cowboy Buschi
zts18014e	Hol dir das nagelneue Cowboy Buschi und den Jackpot![n]Du kannst eines dieser tollen Items abstauben:[n]5x Feuerkristall (entspricht insgesamt 25.000.000 Gold)[n]1x Cowboy Buschi[n]1x Titanflügel[n]1x Feuerflügel[n]1x Eisflügel[n]25x Engelsfeder[n]25x Vollmondkristall[n]
zts18015e	Jackpot-Box à la Ninja Buschi
zts18016e	Hol dir das nagelneue Ninja Buschi und den Jackpot![n]Du kannst eines dieser tollen Items abstauben:[n]5x Feuerkristall (entspricht insgesamt 25.000.000 Gold)[n]1x Ninja Buschi[n]1x Titanflügel[n]1x Feuerflügel[n]1x Eisflügel[n]25x Engelsfeder[n]25x Vollmondkristall[n]
zts18029e	Erzengelflügel
zts18030e	Ändert die Flügel deines Spezialisten in Erzengelflügel.[n][Anleitung][n]1. Verwandle dich in einen Spezialisten.[n]2. Benutze diesen Gegenstand, um deine Flügel zu ändern.[n][Effekt][n]Erhöht dein Lichtelement um 10.[n]Bewegungsgeschwindigkeit +1[n][Achtung][n]1. Du kannst Spezialistenflügel nur mit einer verbesserten Spezialistenkarte +1 oder höher ändern.[n]2. Die Flügel verschwinden, wenn du deine Spezialistenkarte in einen Kartenhalter legst.[n]
zts18031e	Erzdämonenflügel
zts18032e	Ändert die Flügel deines Spezialisten in Erzdämonenflügel.[n][Anleitung][n]1. Verwandle dich in einen Spezialisten.[n]2. Benutze diesen Gegenstand, um deine Flügel zu ändern.[n][Effekt][n]Erhöht dein Schattenelement um 10.[n]Bewegungsgeschwindigkeit +1[n][Achtung][n]1. Du kannst Spezialistenflügel nur mit einer verbesserten Spezialistenkarte +1 oder höher ändern.[n]2. Die Flügel verschwinden, wenn du deine Spezialistenkarte in einen Kartenhalter legst.[n]
zts18033e	Flügel & mehr
zts18034e	Flügel & mehr enthält die großartigen Erzengel- oder Erzdämonenflügel und mehr.[n]Du erhältst eines der folgenden Items:[n]1x Erzdämonenflügel[n]1x Erzengelflügel[n]1x Titanflügel[n]1x Feuerflügel[n]1x Eisflügel[n]25x Engelsfeder[n]25x Vollmondkristall[n]
zts18046e	Gewiefte Buschis & mehr
zts18047e	Gewiefte Buschis & mehr enthält das lautlose Ninja Buschi oder das schießgewaltige Cowboy Buschi und noch vieles mehr.[n]Du erhältst eines der folgenden Items:[n]1x Ninja Buschi[n]1x Cowboy Buschi[n]25x Engelsfeder[n]25x Vollmondkristall[n]
zts18048e	Fußballcap (unbegrenzt)
zts18049e	Setze die Fußballcap auf und bekenne dich als Kickerfan![n][Effekt][n]Erhöht die Feuerresistenz um 10.[n]
zts18050e	Fußballtrikot (unbegrenzt)
zts18051e	Schlüpfe in das Fußballtrikot und bekenne dich als Kickerfan![n][Effekt][n]Erhöht die maximalen HP um 600.[n]
zts18052e	Die Truhe der Ballkünstler
zts18053e	Stimme dich mit dieser Truhe auf das nächste Fußball-Highlight ein![n]Du erhältst eines der folgenden Items:[n]1x Fußballfanset[n]1x Deutsches Fußball Buschi[n]1x Französisches Fußball Buschi[n]1x Englisches Fußball Buschi[n]1x Italienisches Fußball Buschi[n]1x Spanisches Fußball Buschi[n]1x Polnisches Fußball Buschi[n]1x Russisches Fußball Buschi[n]1x Tschechisches Fußball Buschi[n]1x Türkisches Fußball Buschi[n]1x Fußball Buschi[n]1x Schiri Buschi[n]25x Engelsfeder[n]25x Vollmondkristall[n]
zts18054e	Fußballfanset
zts18055e	Dieses tolle Set für Fußballfans besteht aus:[n]1x Fußballcap (unbegrenzt)[n]1x Fußballtrikot (unbegrenzt)[n]
zts18063e	Seher-Spezialistenkarte
zts18064e	Erforscher der dunklen Magie[n]"Jedes Wesen wird mir auf meinen Wegen folgen … egal wohin."[n]
zts18065e	Dämonenjäger-Spezialistenkarte
zts18066e	Ein Jäger, der einen Vertrag mit dem Teufel höchstpersönlich abgeschlossen hat.[n]"Selbst ich habe meine Seele verkauft … ich werde alle Teufel zerstören."[n]
zts18067e	Todesbringer-Spezialistenkarte
zts18068e	Die rechte Hand des Todes[n]"Alles läuft - so oder so …"[n]
zts18069e	Caligors Schatztruhe
zts18070e	Eine Schatztruhe von Caligor, dem goldenen Titan.[n]Verschafft dir die Möglichkeit, mehrere Items abzustauben.[n]
zts18071e	Lässige Kostümkiste (w)
zts18072e	In dieser tollen Kiste findest du eines der folgenden Outfits:[n]Hawaii-Kostüm für Frauen[n]Starlight-Schuluniform[n]Blauer Matrosenanzug[n]Kunoichikimono[n]Feenkostüm[n]Gelbe Schuluniform[n]Lila Schuluniform[n]Grüne Schuluniform[n]Hotpink Sportoutfit[n]Bluesky Sportoutfit[n]Coralpink Sportoutfit[n]Noirblack Sportoutfit[n]Feuerrosenkostüm[n]Pfefferminzkostüm[n]Schokoladenkostüm[n]Azaleenhanbok[n]Kragenbärenkostüm[n]Pandakostüm[n]
zts18073e	Tierische Kostümkiste (w)
zts18074e	In dieser tollen Kiste findest du eines der folgenden Outfits:[n]Krokushanbok[n]Rosenhanbok[n]Lavendelchipao[n]Phoenixchipao[n]Schwarzer Chipao[n]Kirschblütenkimono[n]Lilienkimono[n]Dalmatinerkostüm[n]Rottweilerkostüm[n]Katzenkostüm "Siam"[n]Katzenkostüm "Russisch Blau"[n]Verspieltes Häschenkostüm[n]Bezauberndes Häschenkostüm[n]Helles Löwenkostüm[n]Dunkles Löwenkostüm[n]Eisbärenkostüm[n]Teddybärenkostüm[n]
zts18075e	Lockere Kostümkiste (m)
zts18076e	In dieser tollen Kiste findest du eines der folgenden Outfits:[n]Hawaii-Kostüm für Männer[n]Schicker Männeranzug[n]Blauer Marineanzug[n]Dämonenkostüm[n]Entdeckeroutfit[n]Heavy Metal-Outfit[n]Feueroutfit[n]Försteroutfit[n]Militäroutfit[n]Jeansoutfit[n]Fashion-Sportoutfit[n]Flammen-Sportoutfit[n]Sunny-Sportoutfit[n]Hiphop-Outfit[n]Frühlingshanbok[n]Regenbogenhanbok[n]Kragenbärenkostüm[n]Pandakostüm[n]
zts18077e	Animalische Kostümkiste (m)
zts18078e	In dieser tollen Kiste findest du eines der folgenden Outfits:[n]Sommerhanbok[n]Kung-Fu-Chipao[n]Kaiserchipao[n]Drachenchipao[n]Mondlichtkimono[n]Sonnenlichtkimono[n]Tatamikimono[n]Bulldoggenkostüm[n]Katzenkostüm "Birmakater"[n]Katzenkostüm "Koratkater"[n]Märzhasenkostüm[n]Weißes Hasenkostüm[n]Bernhardinerkostüm[n]Goldenes Löwenkostüm[n]Schwarzes Löwenkostüm[n]Eisbärenkostüm[n]Teddybärenkostüm[n]
zts18079e	Hutschachtel für Frauen
zts18080e	In dieser tollen Schachtel findest du eines der folgenden Highlights für deinen Kopf:[n]Hawaii-Kopfschmuck für Frauen[n]Starlight-Haarband[n]Blaue Matrosenmütze[n]Feenhaarreif[n]Ayam[n]Kaiserinnenkrone[n]Blütenhaarnadel[n]Dalmatinerhut[n]Rottweilerhut[n]Katzenhut "Siam"[n]Katzenhut "Russisch Blau"[n]Verspielte Häschenohren[n]HellerLöwenhut[n]Dunkler Löwenhut[n]Bezaubernde Häschenohren[n]Kragenbärenhut[n]Pandahut[n]Eisbärenhut[n]Teddybärenhut[n]
zts18081e	Hutschachtel für Männer
zts18082e	In dieser tollen Schachtel findest du eines der folgenden Highlights für deinen Kopf:[n]Hawaii-Kopfschmuck für Männer[n]Schicker Männerhut[n]Blaue Marinemütze[n]Dämonenhut[n]Hogeon[n]Asiatischer Hut[n]Ebosi[n]Bulldoggenhut[n]Bernhardinerhut[n]Katzenhut "Birmakater"[n]Katzenhut "Koratkater"[n]Märzhasenhut[n]Weißer Hasenhut[n]Schwarzer Löwenhut[n]Goldener Löwenhut[n]Kragenbärenhut[n]Pandahut[n]Eisbärenhut[n]Teddybärenhut[n]
