zts1e	Nowy przedmiot
zts17228e	Do rajdu Lorda Draco mo¿esz wkroczyæ przez Smocz¹ Œcie¿kê przy Bramie Wulkanu.[n]Zalecany poziom: 75-99[n]Wszyscy gracze powy¿ej poziomu 75 mog¹ u¿yæ pieczêci rajdu.[n][Instrukcja][n]Gracz zostaje liderem dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy, klikaj¹c na nich.[n]Udaj siê do wejœcia do rajdu. Gdy lider dru¿yny wejdzie do rajdu, reszta pod¹¿a automatycznie.[n][Uwaga][n]Postacie o wy¿szym poziomie od zalecanego, mog¹ wzi¹æ udzia³ w rajdzie, jednak¿e otrzymuj¹ karê.[n](Brak dodatkowych serc, pude³ek rajdu równie¿ przy sukcesie.)
zts17232e	Losowa Skrzynia Skarbów Leony
zts17233e	W losowej skrzyni skarbów Leony znajduje siê nowa partnerka, Leona, oraz inne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Leona[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n][n]
zts17256e	Czêœæ KS Piratów[n]Jeœli zaniesiesz jedn¹ Czêœæ KS Piratów oraz 1000 z³ota do Kapitana Jacka Panona, mo¿esz graæ o KS Pirata.[Uwaga][n]Przedmiot ten znika po zakoñczeniu eventu.[n]
zts17259e	Wypuszcza wybranego partnera na wolnoœæ.[n]Akcji tej nie mo¿na cofn¹æ.[n][n]
zts17261e	Piekielny Szczeniak Mroczuœ
zts17262e	Piekielna Losowa Skrzynia Mroczusia
zts17263e	Losowa skrzynia zawieraj¹ca Piekielnego Szczeniaka Mroczusia oraz inne przedmioty.[n]Po otworzeniu mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n][Dostêpne przedmioty][n]1x Mroczuœ, Piekielne Szczeniê[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n]
zts17280e	Per³a Wró¿ki
zts17281e	W perle wró¿ki mo¿na przechowywaæ wró¿kê.[n]Per³¹ wró¿ki mo¿esz handlowaæ.[n][Instrukcja][n]Podwójne klikniêcie prawym przyciskiem myszy spowoduje otwarcie odpowiedniego okna.[n]Przeci¹gnij wró¿kê w odpowiedni slot,[n]kliknij "przechowaj", a wró¿ka zostanie zamkniêta w perle.[n]Aby j¹ stamt¹d wyj¹æ, nale¿y podwójnie klikn¹æ na per³ê.
zts17307e	Ksiêga Przywo³ywania NosKumpla
zts17308e	Za pomoc¹ tej ksiêgi mo¿esz przywo³aæ swojego NosKumpla z mini-landu.[n][Instrukcja][n]Jeœli wybierzesz zwierzaka lub partnera, po czym u¿yjesz tego przedmiotu, obok informacji o postaci pojawi siê nowy symbol NosKumpla.[n][Uwaga][n]Nie mo¿esz przywo³aæ NosKumpla, który ci obecnie towarzyszy.[n]
zts17330e	Podczas halloweenowego eventu mo¿esz otrzymaæ woreczek ze s³odyczami.[n][Uwaga][n] Przedmiot ten zniknie po zakoñczeniu eventu.[n]
zts17331e	Fibi Zi¹bek
zts17332e	Roz¿arzony Dynio-Kapelusz (1 dzieñ)
zts17333e	Roz¿arzony dynio-kapelusz.[n]To ostatni krzyk mody podczas eventu halloweenowego.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][Efekt obrony][n]Wywo³uje z prawdopodobieñstwem 3% [Mrok ZAG£ADY] u przeciwnika.[n]Zwiêksza odpornoœæ na mrok o 3.[n]
zts17334e	Roz¿arzony Dynio-Kapelusz (7 dni)
zts17335e	Roz¿arzony Dynio-Kapelusz (30 dni)
zts17336e	Roz¿arzony Dynio-Kapelusz (na sta³e)
zts17337e	Roz¿arzony dynio-kapelusz.[n]To ostatni krzyk mody podczas eventu halloweenowego.[n][Efekt obrony][n]Wywo³uje z prawdopodobieñstwem 3% [Mrok ZAG£ADY] u przeciwnika.[n]Zwiêksza odpornoœæ na mrok o 3.[n]
zts17338e	Upiorna Karta Tarota [Duch]
zts17339e	Za pomoc¹ tej upiornej karty tarota poruszasz siê tak szybko jak duch.[n]Szybkoœæ poruszania siê zwiêkszona jest o 1, a unik ataków o 100.[n]Wymagany poziom: 1[n]Czas u¿ytkowania: 3 godziny[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n]
zts17340e	Upiorna Karta Tarota [Drakula]
zts17341e	Dziêki Upiornej Karcie Tarota Drakuli staniesz siê krwiopijc¹.[n]Tworzy efekt [Drakula Krwiopijca] z prawdopodobieñstwem 3%.[n]Wymagany poziom: 1[n]Czas u¿ytkowania: 3 godziny[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n]
zts17342e	Upiorna Karta Tarota [Straszyd³o]
zts17343e	Za pomoc¹ strasznej karty tarota straszyd³a s¹ wywo³ywane twoje mroczne moce.[n]Twój ¿ywio³ mroku zostaje zwiêkszony o 200.[n]Zwiêksza odpornoœæ na œwiat³o o 5.[n]Wymagany poziom: 1[n]Czas u¿ytkowania: 3 godziny[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.[n]
zts17344e	Losowa Skrzynia Fibiego
zts17345e	Losowa skrzynia Fibi zawiera Per³ê Fibi Zi¹bek jak równie¿ inne przedmioty.[n]Otrzymasz jeden z nastêpuj¹cych przedmiotów:[n]1x Per³a Fibi Zi¹bek[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n]
zts17356e	Losowa Skrzynia z Magicznym Skuterem
zts17357e	W tej losowej skrzyni znajdziesz Magiczny Skuter oraz inne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Skrzynia Magicznego Skutera[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n][n]
zts17358e	Losowa Skrzynia z Magicznym Dywanem
zts17359e	W tej losowej skrzyni znajdziesz Magiczny Dywan oraz inne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Skrzynia Magicznego Dywanu[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n][n]
zts17365e	Kostium Lisa Oto (30 dni)
zts17366e	Elegancki kostium lisa Oto.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts17367e	Kostium Lisa Oto (na sta³e)
zts17368e	Elegancki kostium lisa Oto.[n][n]
zts17369e	Kapelusz Lisa Oto (30 dni)
zts17370e	Kapelusz lisa Oto.[n]Czas u¿ytkowania rozpoczyna siê w momencie za³o¿enia.[n][n]
zts17371e	Kapelusz Lisa Oto (na sta³e)
zts17372e	Kapelusz lisa Oto.[n][n]
zts17373e	Losowa Skrzynia Kostiumu Pluszowego Krzakogona
zts17374e	W tym losowym pude³ku znajduje siê Kupon na Pluszowego Krzakogona, kolorowe kostiumy Krzakogona (na sta³e) oraz inne przedmioty.[n]Zestaw sk³ada siê z kostiumu Krzakogona (na sta³e) oraz kapelusza (na sta³e).[n]Otrzymasz jeden z nastêpuj¹cych przedmiotów: [n]1x Kupon na Pluszowy Krzakogon[n]1x Czarny Zestaw Kostiumowy Krzakogona[n]1x Niebieski Zestaw Kostiumowy Krzakogona[n]1x Zielony Zestaw Kostiumowy Krzakogona[n]1x Czerwony Zestaw Kostiumowy Krzakogona[n]1x Ró¿owy Zestaw Kostiumowy Krzakogona[n]1x Turkusowy Zestaw Kostiumowy Krzakogona[n]1x ¯ó³ty Zestaw Kostiumowy Krzakogona[n]1x Klasyczny Zestaw Kostiumowy Krzakogona[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n][n]Dopilnuj, aby kupon na Pluszowego Krzakogona znalaz³ siê w twoim ekwipunku najpóŸniej 09.01.2013.[n][Uwaga][n]Wysy³ka pluszaka obejmuje wy³¹cznie kraje UE.[n]Wi
zts17375e	Losowe Pude³ko Pluszowego Krzakogona
zts17376e	W tym losowym pude³ku znajduje siê Kupon na Pluszowego Krzakogona, per³y z kolorowymi Krzakogonami oraz inne przedmioty.[n]Otrzymasz losowo jeden z nastêpuj¹cych przedmiotów:[n]1x Kupon na Pluszowego Krzakogona[n]1x Per³a z Czarnym Krzakogonem[n]1x Per³a z Niebieskim Krzakogonem[n]1x Per³a z Zielonym Krzakogonem[n]1x Per³a z Czerwonym Krzakogonem[n]1x Per³a z Ró¿owym Krzakogonem[n]1x Per³a z Turkusowym Krzakogonem[n]1x Per³a z ¯ó³tym Krzakogonem[n]1x Per³a z Br¹zowym Krzakogonem[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]20x Dopalacz Prêdkoœci[n]Pamiêtaj, kupon musi znaleŸæ siê najpóŸniej 09.01.2013 w twoim ekwipunku.[n][Uwaga][n]Przesy³ka pluszowego zwierz¹tka jest mo¿liwa jedynie w obrêbie UE.[n]Szczegó³owe informacje znajdziesz na naszej stronie internetowej.[n]
zts17377e	Kupon na Pluszowego Krzakogona
zts17378e	Dziêki temu kuponowi bêdziesz wkrótce dumnym posiadaczem puszystego Pluszowego Krzakogona.[n][Uwaga][n]Przesy³ka pluszowego zwierz¹tka jest mo¿liwa jedynie w obrêbie UE.[n]
zts17379e	Zestaw Kostiumowy Lisa Oto
zts17381e	Losowa Skrzynia z Kostiumem Lisa Oto
zts17382e	W tej losowej skrzyni znajdziesz elegancki zestaw kostiumowy lisa Oto oraz inne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Zestaw Kostiumowy Lisa Oto[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n]
zts17383e	Losowa Skrzynia z Zestawem Kostiumowym Wodnego Krzakogona
zts17384e	W tej losowej skrzyni znajdziesz wystrza³owy zestaw kostiumowy Krzakogona Wodnego oraz inne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Zestaw Kostiumowy Wodnego Krzakogona[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n]
zts17387e	W tym wystrza³owym kapeluszu wygl¹dasz jak wodny Krzakogon.[n][Efekt][n]Zwiêksza odpornoœæ na wodê o 2.[n]Wywo³uje z prawdopodobieñstwem 2% [Mróz] u przeciwnika.[n]
zts17388e	W tym wystrza³owym kostiumie wygl¹dasz jak wodny Krzakogon.[n][Efekt][n]Zwiêksza odpornoœæ na wodê o 2.[n]Z prawdopodobieñstwem 5% zmniejsza obra¿enia od wszystkich ataków o 80%.[n]
zts17389e	Ten zestaw kostiumowy sk³ada siê z:[n]1x Kapelusz Lisa Oto (na sta³e)[n]1x Kostium Lisa Oto (na sta³e)[n]
zts17403e	Losowa Skrzynia Magicznego Bia³ego Tygrysa
zts17404e	W tej losowej skrzyni znajdziesz Magicznego Bia³ego Tygrysa oraz inne przedmioty.[n]Jeœli otworzysz skrzyniê, otrzymasz jeden z nastêpuj¹cych przedmiotów:[n]1x Skrzynia Magicznego Bia³ego Tygrysa[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n]
zts17405e	Losowa Skrzynia z Kostiumem Œwiêtego Krzakogona
zts17406e	Ta losowa skrzynia zawiera elegancki zestaw kostiumowy Œwiêtego Krzakogona oraz inne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Zestaw Kostiumowy Œwiêtego Krzakogona (na sta³e)[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n][n]
zts17407e	Za pomoc¹ tej pieczêci rajdu mo¿esz zorganizowaæ Rajd Ba³wana.[n]Udaj siê na Œnie¿ny Szlak na zachód od NosVille.[n]Zalecany poziom: 20-99[n][Instrukcja][n]Gracz zostaje liderem dru¿yny.[n]Po tym, jak zostaniesz liderem rajdu, mo¿esz zapraszaæ innych graczy, klikaj¹c na nich.[n]Udaj siê do wejœcia do rajdu. Gdy lider dru¿yny wejdzie do rajdu, reszta pod¹¿a automatycznie.[n][Uwaga][n]Przedmiot ten zniknie po zakoñczeniu eventu.
zts17408e	Róg Sygnalizacyjny
zts17409e	Przedmiot misji[n]Róg sygnalizacyjny wytwarza ton, który przypomina [n]melodiê z pieœni pradawnych Wikingów.[n]
zts17410e	Rudi Opryszek
zts17411e	M³ody Rudi Opryszek
zts17412e	Jeœli bêdzie przynajmniej przez godzinê ci towarzyszyæ, otrzymasz Œwi¹teczne pud³o-niespodziankê.[n][Uwaga][n]Podczas zimowego eventu mo¿esz tylko raz dziennie otrzymaæ Œwi¹teczne pud³o-niespodziankê.[n]
zts17413e	Karta Specjalisty Partnera Aegira
zts17414e	Karta specjalisty partnera ¿ywio³u wody.[n]Mog¹ nosiæ j¹ partnerzy z atakiem krótkodystansowym.[n]Ja nie jestem gruby, jestem tylko grubo ubrany![n]
zts17415e	Pojemnik na Karty Specjalisty Partnera
zts17416e	S³u¿y do przechowywania karty specjalisty partnera, aby mo¿na by³o j¹ wymieniaæ z innymi graczami.[n][Instrukcja][n]Wyposa¿ swojego partnera w kartê specjalisty, któr¹ chcesz przechowaæ.[n]Kliknij dwa razy na pojemnik na karty, aby w³o¿yæ tam kartê specjalisty.[n]Jeœli zechcesz j¹ wyj¹æ, kliknij dwa razy na pojemnik.[n][Uwaga][n]Nie mo¿esz przechowywaæ ¿adnych kart specjalisty, w które twój partner nie mo¿e zostaæ transformowany.[n]Jeœli usuniesz z pojemnika kartê, ten nastêpnie zniknie.[n]
zts17417e	Karta Specjalisty Partnera Barniego
zts17418e	Karta specjalisty partnera ¿ywio³u wody.[n]Mog¹ nosiæ j¹ partnerzy z atakiem d³ugodystansowym.[n]Lubiê siê ni¹ bawiæ. Najchêtniej strzelam z ³uku do... ehm... jab³ek![n]
zts17419e	Karta Specjalisty Partnera Freyi
zts17420e	Karta Specjalisty Partnera ¿ywio³u wody.[n]Sakura mo¿e j¹ nosiæ.[n]ChodŸ do mamy![n]
zts17421e	Œwi¹teczne Pud³o-Niespodzianka
zts17422e	Czasoprzestrzeñ: Zemsta Wikingów
zts17437e	Bilet Umiejêtnoœci Partnera (pojedynczy)
zts17438e	Zresetuj jedn¹ przez siebie wybran¹ umiejêtnoœæ swojego partnera.[n][Instrukcja][n]Kliknij dwukrotnie na ten przedmiot i u¿yj umiejêtnoœci, któr¹ chcesz zresetowaæ.[n][Uwaga][n]Jeœli umiejêtnoœæ posiada poziom S, nie mo¿na jej u¿yæ.[n]
zts17439e	Bilet Umiejêtnoœci Partnera (wszystkie)
zts17440e	Zresetuj wszystkie umiejêtnoœci swojego partnera.[n]Jeœli zrêcznoœæ zwiêkszy siê do 100%, mo¿esz udostêpniæ ponownie jedn¹ umiejêtnoœæ.[n]Do innych umiejêtnoœci twój partner potrzebuje ponownie ca³ej zrêcznoœci.[n][Instrukcja][n]Kliknij dwukrotnie na przedmiot i lewym przyciskiem myszy wybierz umiejêtnoœæ.[n][Uwaga][n]Jeœli umiejêtnoœæ posiada poziom S, nie mo¿na u¿yæ biletu.[n]
zts17441e	Zresetuj wszystkie umiejêtnoœci swojego partnera.[n]Jeœli zrêcznoœæ zwiêkszy siê do 100%, mo¿esz udostêpniæ ponownie jedn¹ umiejêtnoœæ.[n]Do innych umiejêtnoœci twój partner potrzebuje ponownie ca³ej zrêcznoœci.[n][Instrukcja][n] Kliknij dwukrotnie na przedmiot i lewym przyciskiem myszy wybierz umiejêtnoœæ.[n][Uwaga][n]Jeœli umiejêtnoœæ posiada poziom S, mo¿esz u¿yæ biletu, ale po zresetowaniu prawdopodobnie nie bêdziesz posiada³ umiejêtnoœci S.[n]
zts17442e	Zresetuj jedn¹ umiejêtnoœæ twojego partnera.[n]Jeœli zrêcznoœæ zwiêkszy siê do 100%, mo¿esz ponownie udostêpniæ jedn¹ umiejêtnoœæ.[n][Instrukcja][n]Kliknij podwójnie na przedmiot i wybierz umiejêtnoœæ, któr¹ chcesz zresetowaæ.[n][Uwaga][n]Jeœli umiejêtnoœæ posiada poziom S, nie mo¿na u¿yæ biletu.[n]
zts17451e	Losowa Skrzynia Rudiego
zts17452e	W tej losowej skrzyni znajdziesz Rudiego Opryszka oraz inne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Rudi Opryszek[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n][n]
zts17473e	Osobliwy Posi³ek dla Partnera
zts17474e	Dziêki pokarmowi twój partner przejdzie na dietê.[n]Jeœli dasz swojemu partnerowi trochê tego pokarmu, jego poziom zmniejszy siê o 1.[n]Przydatne, jeœli twój partner posiada wy¿szy poziom ni¿ twoja postaæ.[n][Uwaga][n]Nie mo¿esz u¿yæ na partnera z poziomem 1.[n]
zts17475e	Puszek K³êbuszek
zts17476e	Losowa Skrzynia Puszka K³êbuszka
zts17477e	W skrzyni tej skrywa siê Puszek K³êbuszek i inne przedmioty.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Puszek K³êbuszek[n]1x Koszyk Zwierzaka (30 dni)[n]40x Skrzyd³a PrzyjaŸni[n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n][n]
zts17490e	Bia³y Jednoro¿ec
zts17491e	Na bia³ym jednoro¿cu podró¿ujesz w kierunku têczy.[n]Twoja szybkoœæ poruszania siê wzrasta.[n]Aby zsi¹œæ, u¿yj ponownie tego przedmiotu.[n]Brak ograniczenia poziomu.[n][W³aœciwoœci][n]Szybkoœæ poruszania siê: 22[n]Szybkoœæ poruszania siê w Glacernon +1[n][Z dopalaczem prêdkoœci][n]Teleportuje ciê do losowego miejsca na mapie.[n]
zts17492e	Bia³y Jednoro¿ec
zts17493e	W tej losowej skrzyni ukrywa siê bia³y jednoro¿ec. [n][Uwaga:][n]Jeœli wypuœcisz bia³ego jednoro¿ca ze skrzyni, nie bêdzie mo¿na ni¹ ju¿ handlowaæ.[n]
zts17494e	Ró¿owy Jednoro¿ec
zts17495e	Na ró¿owym jednoro¿cu podró¿ujesz w kierunku têczy.[n]Twoja szybkoœæ poruszania siê wzrasta.[n]Aby zsi¹œæ, u¿yj ponownie tego przedmiotu.[n]Brak ograniczenia poziomu.[n][W³aœciwoœci][n]Szybkoœæ poruszania siê: 22[n]Szybkoœæ poruszania siê w NosVille i Porcie Alveus +3[n][Z dopalaczem prêdkoœci][n]Teleportuje ciê do losowego miejsca na mapie.[n]
zts17496e	Ró¿owy Jednoro¿ec
zts17497e	W tej losowej skrzyni ukrywa siê ró¿owy jednoro¿ec. [n][Uwaga:][n]Jeœli wypuœcisz ró¿owego jednoro¿ca ze skrzyni, nie bêdzie mo¿na ni¹ ju¿ handlowaæ.[n]
zts17498e	Czarny Jednoro¿ec
zts17499e	Na czarnym jednoro¿cu podró¿ujesz w kierunku têczy.[n]Twoja szybkoœæ poruszania siê wzrasta.[n]Aby zsi¹œæ, u¿yj ponownie tego przedmiotu.[n]Brak ograniczenia poziomu.[n][W³aœciwoœci][n]Szybkoœæ poruszania siê: 22[n]Szybkoœæ poruszania siê na Pustyni i w rejonie P³on¹cego Miecza +2[n][Z dopalaczem prêdkoœci][n]Teleportuje ciê do losowego miejsca na mapie.[n]
zts17500e	Czarny Jednoro¿ec
zts17501e	W tej losowej skrzyni ukrywa siê czarny jednoro¿ec. [n][Uwaga:][n]Jeœli wypuœcisz ró¿owego jednoro¿ca ze skrzyni, nie bêdzie mo¿na ni¹ ju¿ handlowaæ.[n]
zts17502e	Magiczna Losowa Skrzynia Jednoro¿ca
zts17503e	W magicznej losowej skrzyni ukrywa siê bia³y, ró¿owy lub czarny jednoro¿ec oraz inne przedmioty. [n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Skrzynia Bia³ego Jednoro¿ca[n]1x Skrzynia Ró¿owego Jednoro¿ca[n]1x Skrzynia Czarnego Jednoro¿ca[n]1x Koszyk Zwierzaka (30 dni) [n]40x Skrzyd³a PrzyjaŸni [n]1x Œredni Specjalny Eliksir[n]1x Amulet Wzmocnienia[n]16x B³ogos³awieñstwo Anio³a Stró¿a[n]1x Karty Tarota[n]10x Wzmacniacz Wró¿ki[n]14x Zapieczêtowany Pojemnik[n]
zts17514e	Smocza skóra jest cennym materia³em u¿ywanym do ulepszania niskiej rangi kart specjalisty.[n]Przedmiot ten u¿ywany jest do ulepszenia od poziomu 0-4.[n][n]
zts17515e	Smocza krew jest cennym materia³em u¿ywanym do ulepszania wysokiej rangi kart specjalisty.[n]Przedmiot ten u¿ywany jest do ulepszenia poziomów 5-9.[n][n]
zts17516e	Smocze serce jest cennym materia³em u¿ywanym do ulepszania najwy¿szej rangi kart specjalisty.[n]Przedmiot ten u¿ywany jest do ulepszenia poziomów 10-14.[n][n]
zts17517e	Karta Specjalisty Bojowego Mnicha (czasoprzestrzeñ)
zts17518e	Bojowy mnich jest mistrzem w pos³ugiwaniu siê w³óczni¹.[n]"Oczyszczê ten œwiat za pomoc¹ mojej w³óczni."[n]Otrzymasz 10% odpornoœci na [Dreszcze] oraz stan ma³ego zamro¿enia.[n]
zts17519e	Karta Specjalisty Zwiadowcy (czasoprzestrzeñ)
zts17520e	Zwiadowca znakomicie pos³uguje siê kusz¹ i jest rewelacyjnym ekspertem w szpiegowaniu.[n]"Jeœli znasz dobrze samego siebie, a swojego wroga jeszcze lepiej, to wygrasz ka¿d¹ bitwê."[n]Otrzymasz 10% odpornoœci na [Dreszcze] oraz stan ma³ego zamro¿enia.[n]
zts17521e	Karta Specjalisty W³adcy Fal (czasoprzestrzeñ)
zts17522e	W³adca fal panuje nad si³ami oceanu.[n]"Popatrz na moj¹ moc z morskiej g³êbiny".[n]Otrzymasz 10% odpornoœci na [Dreszcze] oraz stan ma³ego [Zamro¿enia].[n]
zts17523e	Karta Specjalisty Bojowego Mnicha
zts17524e	Karta Specjalisty Zwiadowcy
zts17525e	Karta Specjalisty W³adcy Fal
zts17526e	Mistyczny Kamieñ Lodowcowy
zts17528e	Bilet Elementarnej Podró¿y w Czasie
zts17529e	Bilet Podró¿y w Czasie umo¿liwia Ci reset limitu dziennego rajdów Lorda Draco oraz Glacerusa Lodowatego.[n]Kliknij dwa razy w celu u¿ycia.[n]
zts17530e	Pieczêæ Rajdu Glacerusa
zts17532e	Czasoprzestrzeñ: Zniszcz Lodow¹ Pieczêæ Glacerusa!
zts17533e	Przedmiot misji.[n]Kliknij dwa razy na kamieñ w ekwipunku, a bêdziesz móg³ natychmiast wejœæ do Czasoprzestrzeni.[n][n]
zts17534e	Buddyjski Sznur Modlitewny Zangpo
zts17535e	Rêkawice Treningowe Falkona
zts17536e	Opaska na W³osy Elisi
zts17537e	Rozkaz Ataku na Strefê Chaosu
zts17538e	Zwój Lodowatego Ch³odu
zts17540e	Magiczna Skrzynia Jednoro¿ca
zts17541e	W magicznej skrzyni ukrywa siê bia³y, ró¿owy lub czarny jednoro¿ec.[n]Mo¿esz otrzymaæ jeden z nastêpuj¹cych przedmiotów:[n]1x Skrzynia Bia³ego Jednoro¿ca[n]1x Skrzynia Ró¿owego Jednoro¿ca[n]1x Skrzynia Czarnego Jednoro¿ca[n]
zts17544e	Tajemnicze Jajo
zts17545e	Inferno
zts17546e	Wielkanocne Pude³ko
zts17547e	Dziwny Statek UFO
zts17548e	W dziwnym statku UFO lecisz w kierunku kosmosu![n]Twoja prêdkoœæ wzrasta.[n]Aby zsi¹œæ, u¿yj ponownie tego przedmiotu.[n]Brak ograniczenia poziomu.[n][W³aœciwoœci][n]Tempo: 22[n]Tempo w Glacernon +1[n][Z dopalaczem prêdkoœci][n]Teleportuje ciê do losowego miejsca na mapie.[n]
zts17549e	Dziwny Statek UFO
zts17550e	Skrzynia zawiera dziwny statek UFO.[n][Uwaga][n]Jeœli wyjmiesz lataj¹cy spodek ze skrzyni, to nie bêdziesz móg³ ju¿ nim handlowaæ.[n]
zts17551e	Marco Pollo
zts17564e	Oto hiszpañski kogut wierzchowy o imieniu Marco Pollo.[n]Twoja szybkoœæ poruszania siê zwiêksza siê, gdy go dosiadasz.[n]Aby zsi¹œæ, u¿yj ponownie tego przedmiotu.[n]Brak ograniczenia poziomu.[n][W³aœciwoœci][n]Szybkoœæ poruszania siê: 14[n]Szybkoœæ poruszania siê w rejonie Aktu1 +6[n][Z dopalaczem prêdkoœci][n]Szybkoœæ poruszania siê +2[n]Czas trwania +3[n]
