zts1e	Yeni nesne
zts18089e	Büyüleyici periler & daha fazlasý
zts18090e	Bu þahane sandýkta þu eþyalardan birini bulabilirsin:[n]1x Elkaim[n]1x Ladine[n]1x Rumial[n]1x Varik[n]1x Büyük Sellaim[n]1x Büyük Woondine[n]1x Büyük Eperial[n]1x Büyük Turik[n]1x Sellaim[n]1x Woondine[n]1x Eperial[n]1x Turik[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18091e	Seri taþýtlar & daha fazlasý
zts18092e	Bu þahane sandýkta þu eþyalardan birini bulabilirsin:[n]1x Büyülü Beyaz Kaplan[n]1x Büyülü Halý[n]1x Ejderha Nossi[n]1x Siyah Tekboynuz[n]1x Beyaz Tekboynuz[n]1x Tozpembe Tekboynuz[n]1x Büyülü Scooter[n]1x Borazan Süpürge[n]1x Fluffy McFly[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18093e	Sadýk evcil hayvanlar & daha fazlasý
zts18094e	Bu harika sandýkta þu eþyalardan birini bulacaksýn:[n]1x Fluffy Bally[n]1x Fibi Buzbuz[n]1x Ýnferno[n]1x Cehennem Eniði Darko[n]1x Pegasus[n]1x Rudi Rabauke[n]1x Rusty Robby[n]1x Tatlý Tavþan[n]1x Piliç Norris Yumurtasý[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18095e	Unisex kostüm seti & daha fazlasý
zts18096e	Bu þahane sandýkta þu unisex eþyalardan birini bulabilirsin:[n]1x Ototilki kostüm seti[n]1x Akua Çalýkuyruk Kostüm Seti[n]1x Siyah Çalýkuyruk Kostüm Seti[n]1x Mavi Çalýkuyruk Kostüm Seti[n]1x Yeþil Çalýkuyruk Kostüm Seti[n]1x Kýrmýzý Çalýkuyruk Kostüm Seti[n]1x Tozpembe Çalýkuyruk Kostüm Seti[n]1x Turkuaz Çalýkuyruk Kostüm Seti[n]1x Sarý Çalýkuyruk Kostüm Seti[n]1x Klasik Çalýkuyruk Kostüm Seti[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18097e	Caligor'un ruhu
zts18098e	Altýn Titan Caligor'un ruhu.[n]Hakkýnda hiçbir þey bilinmiyor.[n]
zts18099e	Caligoru'un altýn boynuzu
zts18100e	Ýradesini içinde barýndýran Caligor'un miðferindeki altýn boynuz.[n]
zts18103e	Bu þahane sandýkta þu eþyalardan birini bulabilirsin:[n]1x Shogun Çalýkuyruðu[n]1x Centurio Çalýkuyruðu[n]1x Özel Çalýkuyruk Timi[n]1x Boksör Çalýkuyruðu[n]1x Siyah Çalýkuyruk[n]1x Mavi Çalýkuyruk[n]1x Yeþil Çalýkuyruk[n]1x Kýrmýzý Çalýkuyruk[n]1x Sarý Çalýkuyruk[n]1x Tozpembe Çalýkuyruk[n]1x Turkuaz Çalýkuyruk[n]1x Kahverengi Çalýkuyruk[n]1x Samuray Çalýkuyruk[n]1x Boða Çalýkuyruk[n]1x Haþere Uzmaný Çalýkuyruðu[n]1x Gladyatör Çalýkuyruk[n]1x Hasta Çalýkuyruk[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18104e	Bu þahane sandýkta þu unisex eþyalardan birini bulabilirsin:[n]1x Ototilki kostüm seti[n]1x Akua Çalýkuyruk Kostüm Seti[n]1x Siyah Çalýkuyruk Kostüm Seti[n]1x Mavi Çalýkuyruk Kostüm Seti[n]1x Yeþil Çalýkuyruk Kostüm Seti[n]1x Kýrmýzý Çalýkuyruk Kostüm Seti[n]1x Tozpembe Çalýkuyruk Kostüm Seti[n]1x Turkuaz Çalýkuyruk Kostüm Seti[n]1x Sarý Çalýkuyruk Kostüm Seti[n]1x Klasik Çalýkuyruk Kostüm Seti[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18105e	Caligor'un ýþýldayan hazine sandýðý
zts18106e	Altýn titan Caligor'un ýþýldayan hazine sandýðý.[n]Bu sandýktan, Caligor'un sade hazine sandýðýna kýyasla daha iyi eþyalar elde edersin.[n]
zts18107e	Caligor'un sade hazine sandýðý
zts18108e	Altýn titan Caligor'un sade hazine sandýðý.[n]Bir ihtimal iyi eþyalar elde etmeni saðlar.[n]
zts18109e	Usta Morcos'un en sevdiði baþ süsü.[n]
zts18120e	Müthiþ kanatlar & daha fazlasý
zts18121e	Müthiþ kanatlar & daha fazlasý, uzmanýn için müthiþ kanatlar ve daha fazlasýný içerir.[n]Þu eþyalardan birini elde edersin:[n]1x Alevli Ateþ Kanatlar[n]1x Donmuþ Buz Kanatlar[n]1x Baþþeytan Kanatlarý[n]1x Baþmelek Kanatlarý[n]1x Titan Kanatlar[n]1x Ateþ Kanatlar[n]1x Buz Kanatlar[n]25x Melek Kanatlar[n]25x Dolunay Kristali[n]
zts18122e	Alevli ateþ kanatlar
zts18123e	Uzmanýnýn kanatlarýný alevli ateþ kanadýna dönüþtürür.[n][Kullanýmý][n]1. Bir uzmana dönüþ.[n]2. Bu nesneyi, kanatlarýný deðiþtirmek için kullan.[n][Efekt][n]Ateþ elementini 10 artýrýr.[n]Hareket hýzý +1[n][Dikkat][n]1. Uzman kanatlarý sadece +1 veya üzeri olan geliþtirilmiþ uzman kartýyla deðiþtirebilirsin.[n]2. Uzman kartýný bir kart tutacaðýna yerleþtirdiðinde kanatlar kaybolur.[n]
zts18124e	Donmuþ buz kanatlar
zts18125e	Uzmanýnýn kanatlarýný dondurucu buz kanatlara dönüþtürür.[n][Kullanýmý][n]1. Bir uzmana dönüþ.[n]2. Bu nesneyi, kanatlarýný deðiþtirmek için kullan.[n][Efekt][n]Su elementini 10 artýrýr.[n]Hareket hýzý +1[n][Dikkat][n]1. Uzman kanatlarý sadece +1 veya üzeri olan geliþtirilmiþ uzman kartýyla deðiþtirebilirsin.[n]2. Uzman kartýný bir kart tutacaðýna yerleþtirdiðinde kanatlar kaybolur.[n]
zts18128e	Altýn uzman kartý tutacaðý
zts18129e	Bir uzman kartýný depolamak amacý ile kullanýlabilir.[n]Oyuncular arasýnda deðiþ tokuþ yapýlabilir.[n][Kullanýmý][n]Kart tutacaðýna çift týkla ve içinde korumak istediðin uzman kartýný seç.[n]Kartý tutacaktan geri almak istersen tutacaða tekrar çift týkla, böylece kartý alýrsýn ve tutacak kaybolur.[n]
zts18130e	Kýzýlderili Çalýkuyruk
zts18131e	Kýzýlderili Çalýkuyruk & daha fazlasý
zts18132e	Kýzýlderili Çalýkuyruk & daha fazlasý, Kýzýlderili Çalýkuyruk, sessiz Ninja Çalýkuyruk, vuruþlarý güçlü Kovboy Çalýkuyruk ve daha fazlasýný içerir.[n]Þu eþyalardan birini elde edersin:[n]1x Kýzýlderili Çalýkuyruk[n]1x Ninja Çalýkuyruk[n]1x Kovboy Çalýkuyruk[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18142e	Fasulye pirinç keki
zts18143e	Yavaþ yavaþ hem YP hem BP deðerini 5000 yeniler.[n]Bu NosMate arkadaþlarýn için de geçerli.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18144e	Bu deðerli taþ, gölge elementi olan uzman kartýný geliþtirir.[n]Ölüm Habercisi, Ýblis Avcýsý ve Kahin için uygundur.[n]
zts18145e	Tilkicik akýn mührü
zts18146e	Cadýlar Bayramý akýnýna NosVille'deki Korku Köyü'nde girebilirsin.[n]Önerilen Seviye: 20-99[n]Önerilen oyuncu sayýsý: 10'dan fazla[n][Kullanýmý][n]Oyuncu takým lideri olur.[n]Takým lideri olduktan sonra diðer oyuncularý üzerilerine týklayarak davet edebilirsin.[n]Akýn giriþine git. Lider giriþ yaptýktan sonra diðer üyeler onu otomatik olarak takip eder.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18147e	Tilkicik'in sürpriz sandýðý
zts18148e	Tilkicik'in sürpriz sandýðýnda birçok etkinlik eþyasý saklý. Bunlarý sandýðý açarak elde edebilirsin.[n][Uyarý][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18149e	Taze karaciðer
zts18150e	Mister Park'ýn ilk oðlunun gözü bunda.[n]5 karaciðer topla ve ona götür.[n][Uyarý][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18151e	Mavi küçük þiþe
zts18152e	Tilkicik'in en sevdiði eþyalardan[n]Hareketi yavaþlatan efekti ortadan kaldýrýr.[n][Uyarý][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18153e	Sarý küçük þiþe
zts18154e	Tilkicik'in en sevdiði eþyalardan[n]YP deðerini %100'e kadar yeniler.[n][Uyarý][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18155e	Kýrmýzý küçük þiþe
zts18156e	Tilkicik'in en sevdiði eþyalardan[n]Ateþ elementiyle rakibine belli bir süreliðine hasar verir.[n][Uyarý][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18157e	Cadýlar Bayramý Hazine Sandýðý
zts18158e	Bu Cadýlar Bayramý hazine sandýðýnda birçok etkinlik eþyasý saklý. Bunlarý sandýðý açtýktan sonra alabilirsin.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18159e	Dev pirinç keki
zts18160e	Hemen her iki YP ve BP deðerini 3000 yeniler.[n]Bu NosMate arkadaþlarýn için de geçerli.[n][Uyarý][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18161e	Tilkicik'in partner uzman kartý
zts18162e	Gölge elementinin partner uzman kartý.[n]Yakýn saldýrý partnerleri tarafýndan taþýnabilir.[n]Aslýnda insan olmak isteyen bir tilki...[n]
zts18169e	Cadýlar Bayramý & daha fazlasý
zts18170e	[n] Biraz þansla Tilkicik'in partner uzman sandýðý senin olabilir.[n]Þu eþyalardan birini kap:[n]1x Tilkicik'in Partner Uzman Kartý[n]1x Süper Balkabaðý Çalýkuyruðu[n]1x Akkor Balkabaðý Þapkasý (sýnýrsýz)[n]1x Partner Beceri Bileti (tekli)[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18173e	Viking Çalýkuyruk
zts18174e	Viking Çalýkuyruk & daha fazlasý
zts18175e	Viking Çalýkuyruk & daha fazlasý, açýkgözlü Viking Çalýkuyruk ve daha fazlasýný içeriyor.[n]Þu eþyalardan birini kazanabilirsin:[n]1x Viking Çalýkuyruk[n]1x Kýzýlderili Çalýkuyruk[n]1x Ninja Çalýkuyruk[n]1x Kovboy Çalýkuyruk[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18188e	Maru'nun partner uzman kartý
zts18189e	Bana pirinç pastasý ver! Yoksa seni yerim![n]Partner uzman kartý[n]Yakýn saldýrý partnerleri tarafýndan taþýnabilir.[n]Partnerini Bin Yýlýn Kaplaný'na dönüþtür.[n]
zts18190e	Maru anne postunda (PUK)
zts18191e	Bana pirinç pastasý ver! Yoksa seni yerim![n]Partner uzman kartý[n]Yakýn saldýrý partnerleri tarafýndan taþýnabilir.[n]Partnerini kardeþlerine bakan cesur anne kýlýðýndaki bir kaplana dönüþtür.[n]
zts18192e	Vikingli Ailesi & daha fazlasý
zts18193e	Bu sandýk kurnaz Vikingli partner uzmanlarý ve daha fazlasýný içerir.[n]Þu eþyalardan birini elde edebilirsin:[n]1x Aegir'in Partner Uzman Kartý[n]1x Freya'nýn Partner Uzman Kartý[n]1x Barni'nin Partner Uzman Kartý[n]1x Partner Becerisi Bileti (tekli)[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18194e	Ninja Birliði & daha fazlasý
zts18195e	Bu sandýk sessiz Ninja partner uzmanlarý ve daha fazlasýný içerir.[n]Þu eþyalardan birini elde edebilirsin:[n]1x Lotus'un Partner Uzman Kartý[n]1x Orkani'nin Partner Uzman Kartý[n]1x Þinobi'nin Partner Uzman Kartý[n]1x Partner Becerisi Bileti (tekli)[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18196e	Bin Yýlýn Kaplaný Maru & daha fazlasý
zts18197e	Bu sandýða kaplanýn iþareti iþlenmiþtir.[n]Az bir þansla Maru'nun partner uzman kartýný kapabilirsin.[n]Þu eþyalardan birini kazan:[n]1x Maru'nun Partner Uzman Kartý[n]1x Maru Anne Postunda (PUK)[n]1x Partner Becerisi Bileti (tekli)[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18200e	Maru'nun akýn mührü
zts18201e	Akýna NosVille'deki Karlý Yol'dan girebilirsin.[n]Önerilen seviye: 20-99[n]Önerilen oyuncu sayýsý: 10'dan fazla[n][Kullanýmý][n]Oyuncu takým lideri olur.[n]Takým lideri olduktan sonra diðer oyuncularý üzerilerine týklayarak davet edebilirsin.[n]Akýn giriþine git. Lider giriþ yaptýktan sonra diðer üyeler onu otomatik olarak takip eder.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18202e	Maru'nun kaplan sandýðý
zts18203e	Maru'nun kaplan sandýðýný açarak içinde gizli olan birçok eþyayý kapabilirsin.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18204e	Susam yaðý
zts18205e	Bin yýlýn Kaplaný Maru'ya karþý düelloda yararlý bir eþya.[n]Rakibin isabet oranýný 10 saniye boyunca %30 azaltýr.[n][Dikkat][n]Sadece Kardeþlerin Evi'nde kullanýlabilir.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18206e	Fasulye unu pastasý
zts18207e	Bu tatlý bin yýlýn kaplanýnýn dikkatini daðýtýr.[n]Yolu kapattðýnda kaplana pastayý ver.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18208e	Gezgin'in sandýðý
zts18209e	Bu sandýk küçük deðeri eþyalar bulundurur.[n]Þu eþyalardan birini kap:[n]1x Esrarengiz Saç Rengi[n]1x Tarot Oyun Kaðýdý[n]1x Ancelloan'dan Kutsama[n]1x Büyük Özel Ýksir[n]1x Mühürlü Mahfaza[n]1x Cylloan Kaynak Suyu[n]1x Arkadaþlik Kanatlarý[n]1x Hoparlör[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18210e	Kýrmýzý fasulyeli pirinç pastasý
zts18211e	Bin yýlýn Kaplaný Maru'ya karþý düelloda yararlý bir eþya.[n]Kaplandan [kaplanýn egemenliði] efektini kaldýrýr.[n][Dikkat][n]Sadece Kardeþlerin Evi'nde geçerli.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18212e	Pirinç alaþýmlý para
zts18213e	Deðiþtirilebilir deðerli pirinç alaþýmlý para.[n]Onu Gezgin'in sandýðýyla deðiþtir.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18214e	Sevimli kaplan kostümü (1 gün)
zts18215e	Bununla sevimli bir kaplana dönüþürsün.[n]Kullaným süresi giyer giymez baþlar.[n][Efekti][n]Tüm saldýrýlardan alýnan hasar %5'lik bir olasýlýkla %80 azalýr.[n]
zts18216e	Sevimli kaplan kostümü (7 gün)
zts18217e	Sevimli kaplan kostümü (30 gün)
zts18218e	Sevimli kaplan kostümü (sýnýrsýz)
zts18219e	Böylece sevimli bir kaplana dönüþürsün.[n][Etki][n]Tüm elementlere karþý direnci 2 artýrýr.[n][Savunma etkisi][n]Bütün saldýrýlarýn verdiði hasarý %5 olasýlýkla %80 azaltýr.[n]
zts18220e	Karbeyaz kaplan kostümü (1 gün)
zts18221e	Bununla büyülü beyaz bir kaplana dönüþürsün.[n]Kullaným süresi, giydiðin anda baþlar.[n][Efekti][n]Hareket hýzýný 2 yükseltir.[n]
zts18222e	Karbeyaz kaplan kostümü (7 gün)
zts18223e	Karbeyaz kaplan kostümü (30 gün)
zts18224e	Karbeyaz kaplan kostümü (sýnýrsýz)
zts18225e	Bununla büyülü beyaz bir kaplana dönüþürsün.[n][Efekti][n]Hareket hýzýný 2 yükseltir.[n]
zts18226e	Sevimli kaplan þapkasý (1 gün)
zts18227e	Böylece sevimli bir kaplana dönüþürsün.[n]Kullaným süresi, onu giydiðin anda baþlar.[n][Etki][n]Tüm elementlere karþý direnci 3 artýrýr.[n]
zts18228e	Sevimli kaplan þapkasý (7 gün)
zts18229e	Sevimli kaplan þapkasý (30 gün)
zts18230e	Sevimli kaplan þapkasý (sýnýrsýz)
zts18231e	Böylece sevimli bir kaplana dönüþürsün.[n][Etki][n]Tüm elementlere karþý direnci 3 artýrýr.[n]
zts18232e	Karbeyazý kaplan þapkasý (1 gün)
zts18233e	Bununla karbeyaz bir kaplana dönüþürsün.[n]Kullaným süresi onu taktýðýnda baþlar.[n][Efekti][n]Bütün elementlerin gücü %3 yükselir.[n]
zts18234e	Karbeyazý kaplan þapkasý (7 gün)
zts18235e	Karbeyazý kaplan þapkasý (30 gün)
zts18236e	Karbeyazý kaplan þapkasý (sýnýrsýz)
zts18237e	Bununla karbeyaz bir kaplana dönüþürsün.[n][Efekti][n]Bütün elementlerin gücü %3 yükselir.[n]
zts18242e	Harika kaplan kostümleri & daha fazlasý
zts18243e	Bu müthiþ uzman sandýðýnda harika kaplan kostümü setlerinden birini ve daha fazlasýný bulursun:[n]1x Sevimli Kaplan Kostümü Seti[n]1x Karbeyaz Kaplan Kostümü Seti[n]1x Ototilki Kostümü Seti[n]1x Akua Çalýkuyruðu Kostümü Seti[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18244e	Rengarenk çalýkuyruk kostümleri & daha fazlasý
zts18245e	Bu þahane sandýkta þu harika çalýkuyruk kostümlerinden birini ve daha fazlasýný bulabilirsin.[n]1x Siyah Çalýkuyruk Kostüm Seti[n]1x Mavi Çalýkuyruk Kostüm Seti[n]1x Yeþil Çalýkuyruk Kostüm Seti[n]1x Kýrmýzý Çalýkuyruk Kostüm Seti[n]1x Tozpembe Çalýkuyruk Kostüm Seti[n]1x Turkuaz Çalýkuyruk Kostüm Seti[n]1x Sarý Çalýkuyruk Kostüm Seti[n]1x Klasik Çalýkuyruk Kostüm Seti[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18248e	Sevimli kaplan kostüm seti
zts18249e	Bu kostüm seti, seni sevimli bir kaplana dönüþtürür.[n]Kostüm seti þunlardan oluþur:[n]1x Sevimli Kaplan Kostümü (sýnýrsýz)[n]1x Sevimli Kaplan Þapkasý (sýnýrsýz)[n]
zts18250e	Karbeyaz Kaplan kostüm seti
zts18251e	Bu kostüm seti, seni karbeyaz bir kaplana dönüþtürür.[n]Kostüm seti þunlardan oluþur:[n]1x Karbeyaz Kaplan Kostümü (sýnýrsýz)[n]1x Karbeyaz Kaplan Þapkasý (sýnýrsýz)[n]
zts18274e	Sammy Kadifepati
zts18281e	Sammy Kadifepati & fazlasý
zts18282e	Bu harika sandýkta þu eþyalardan birini bulacaksýn:[n]1x Sammy Kadifepati[n]1x Fluffy Bally[n]1x Fibi Buzbuz[n]1x Ýnferno[n]1x Cehennem Eniði Darko[n]1x Pegasus[n]1x Rudi Rabauke[n]1x Rusty Robby[n]1x Tatlý Tavþan[n]1x Piliç Norris Yumurtasý[n]25x Melek Kanadý[n]25x Dolunay Kristali[n]
zts18289e	Kur
zts18290e	Baþ Büyücü uzman kartý
zts18291e	Ýntikam Meleði uzman kartý
zts18292e	Asi uzman kartý
zts18293e	Cadý Laurena'nýn akýn mührü
zts18294e	Cadý Laurena'ya karþý akýn baþlatýr.[n]Önerilen seviye: 70-99[n]Önerilen oyuncu sayýsý: 20'den fazla, maksimum 40 oyuncu[n][Kullanýmý][n]Oyuncu takým lideri olur[n]Takým lideri olduktan sonra diðer oyuncularý üzerilerine týklayarak davet edebilirsin[n]Akýn giriþine git. Lider giriþ yaptýktan sonra diðer üyeler onu otomatik olarak takip eder.
zts18295e	Kýrmýzý fasulye çorbasý
zts18296e	Þeytancýðýn akýn eþyasý[n]Þeytancýklarýn hiç sevmedikleri bir yemek türü.[n]Hedefi 5 saniyeliðine uyuþturur.[n][Dikkat][n]Sadece Nolbu'nun evinde kullanýlabilir.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18297e	Hongbi Cheongbi akýn mührü
zts18298e	Bu akýn mührüyle Hongbi ve Cheongbi akýnýný baþlatabilirsin.[n]Önerilen seviye: 20-99[n]Önerilen oyuncu sayýsý: 10'dan fazla[n][Kullanýmý][n]Oyuncu takým lideri olur.[n]Takým lideri olduktan sonra diðer oyuncularý üzerilerine týklayarak davet edebilirsin.[n]Akýn giriþine git. Lider giriþ yaptýktan sonra diðer üyeler onu otomatik olarak takip eder.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18299e	Hungbu'nun tohumu
zts18300e	Kýrlangýç'ýn Hungbu'ya hediye ettiði tohum.[n][Kullanýmý][n]Tohumu Mini Ülke'ne ekebilirsin.[n][Dikkat][n]Beliren canavar[n]oturumunu kapatýnca kaybolur.[n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18301e	Nolbu'nun tohumu
zts18302e	Kýrlangýç'ýn Nolbu'ya hediye ettiði tohum.[n][Kullanýmý][n]Tohumu Mini Ülke'ne ekebilirsin.[n][Dikkat][n]Beliren canavar[n]oturumunu kapatýnca kaybolur.[n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18303e	Hongbi'nin partner uzman kartý
zts18304e	Þeytancýk Hongbi'nin partner uzman kartý[n]Prines Sakura kullanabilir.[n]Ver bakalým gümüþü![n]
zts18305e	Cheongbi'nin partner uzman kartý
zts18306e	Þeytancýk Cheongbi'nin partner uzman kartý[n]Prines Sakura kullanabilir.[n]Ver bakalým altýný![n]
zts18307e	Þeytancýðýn akýn kutusu
zts18308e	Akýn kutusunda çeþit çeþit yararlý eþyalar bulabilirsin.[n]Bunlardan birini kap.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18309e	Þeytancýðýn cehennem kutusu
zts18310e	Bu cehennem kutusunda þeytancýklarýn partner uzman kartlarý saklý.[n]Þu eþyalardan birini kap:[n]1x Hongbi'nýn Partner Uzman Kartý[n]1x Cheongbi'nýn Partner Uzman Kartý[n]1x Partner Beceri Bileti (tek olarak)[n]25x Dolunay Kristali[n]25x Melek Kanadý[n]
zts18325e	Þeytancýðýn akýn kutusu
zts18328e	Baþmelek Lucifer Partner Uzman Kartý
zts18329e	Iþýk elementinin partner uzman kartý.[n]Uzak saldýrý partnerleri tarafýndan taþýnabilir.[n]Iþýðýn koruyucusu.[n]
zts18330e	Lucifer'in Iþýk Getiren Sandýðý
zts18331e	Bu ýþýklý sandýk Baþmelek Lucifer'in partner uzman kutusunu ve baþka eþyalar içerir.[n]Þu eþyalardan birini kazan:[n]1x Baþmelek Lucifer partner uzman kartý[n]1x Partner beceri bileti (tekli)[n]25x Dolunay kristali[n]25x Melek kanadý[n]
zts18338e	Bu deðerli mücevher uzman kartýný geliþtirir.[n]Bununla Baþbüyücü, Asi ve Ýntikam Meleði'ni mükemmeliðe yaklaþtýrýrsýn.[n]
zts18339e	Tanrýnýn büyük gücüne eriþti.[n]"Tanrý ýþýk ol diyor."[n]
zts18340e	Tanrýnýn savaþ birliði üyesi ve azur mavisi gökyüzünün bekçisidir. [n]"Kýlýcým tanrýnýn emridir."[n]
zts18341e	Tanrýnýn kalkaný ve ýþýðýn bekçisidir. [n]"Kýlýcým kanla lekelenecek."[n]
zts18342e	Laurena'nýn partner uzman kartý
zts18343e	Beyaz Cadý Laurena'nýn partner uzman kartý[n]Bunu Prenses Sakura kullanabilir.[n]Oho, gözünü açýk tut![n]
zts18344e	Laurena'nýn deðerli taþý
zts18346e	Temizlik tozu
zts18348e	Laurena'nýn antik cadý sandýðý
zts18349e	Laurena'nýn antik cadý sandýðýnda envai çeþit deðerli eþya bulunur.[n]
zts18350e	Ruh parçasý
zts18352e	Azap tohumu
zts18354e	Laurena'nýn gizemli cadý sandýðý
zts18355e	Laurena'nýn esrarengiz cadý sandýðý
zts18356e	Laurena'nýn cadý sandýðýnda envai çeþit deðerli eþya bulunur.[n]Bunda daha iyi eþyalar saklý sanki.[n]
zts18357e	Bu deðerli taþ Cadý Laurena'ya ait.[n]Oldukça deðerli bir taþa benziyor.[n]Sarakael'de deðiþ tokuþ edilebilir.[n]
zts18358e	Sarakael bu tozu ruh parçasý kullanarak üretti.[n][Moralsizliði] kaldýrýr.[n][Dikkat][n]Efekti akýnýn sonuna kadar devam eder.[n]Sadece Cadý Laurena'ya karþý akýnda kullanýlabilir.[n]
zts18359e	Sarakael bundan temizlik tozu üretiyor.
zts18360e	Sarakael bundan Cadý Laurena'nýn akýn mührünü üretiyor.
zts18363e	Altýn arena sandýðýndan bu deðerli eþyalardan birini alýrsýn:[n][Eþyalar][n]1x Kusursuzluðun Küçük Yakutu[n]1x Kusursuzluðun Küçük Safiri[n]1x Kusursuzluðun Küçük Obsidiyeni[n]1x Kusursuzluðun Küçük Topazý[n]1x Kusursuzluðun Yakutu[n]1x Kusursuzluðun Safiri[n]1x Kusursuzluðun Obsidiyeni[n]1x Kusursuzluðun Topazý[n]50x Devasa Ýyileþtirici Ýksir[n]2x Iþýldayan Mavi Ruh[n]1x Ejderha Kalbi[n]1x Yýldýrým Runiði[n]1x Dalga Runiði[n]1x Bulut Runiði[n]1x Rüzgar Runiði[n]1x Ateþ Runiði[n]
zts18364e	Laurena'nýn cadý þapkasý
zts18365e	Çok özel tasarýmlý bu þapka Laurena'nýn en sevdiði þapkasý.[n]
zts18366e	Laurena'nýn sihirli sandýðý
zts18367e	Bu þahane sandýk Laurena'nýn partner uzman kartýný ve baþka eþyalar içerir.[n]Þu eþyalardan birini kap:[n]1x Laurena'nýn Partner Uzman Kartý[n]1x Partner Beceri Bileti (tek olarak)[n]25x Dolunay Kristali[n]25x Melek Kanadý[n]
zts18378e	Amon'un partner uzman kartý
zts18379e	Gölge elementinin partner uzman kartý.[n]Yakýn saldýrý partnerleri tarafýndan taþýnabilir.[n]Býrak seni dize getireyim!
zts18390e	Tavþan þeklinde çikolata.[n]Gerçekten çok lezzetli görünüyor![n]YP ve BP yavaþça yenilenir.[n]NosMate'in de bundan yararlanýr.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n][n]
zts18391e	Ginseng yapraðý
zts18392e	Dayanýklýlýðýný artýrýr.[n]Ejderha Kralý bunu arýyor.[n]YP: 5000, BP: 5000[n]NosMate'in de bundan yararlanýr.[n][Dikkat][n]Bu eþya etkinlik bittiðinde yok olur.[n]
zts18393e	Havuç
zts18394e	Tavþancýklar havucu çok sever.[n]Bunlar çok saðlýklýdýr...[n]hele de çocuklar için![n]YP: 500, BP: 500[n]NosMate'in de bundan yararlanýr.[n]
