zts1e	Efekt ogólny
zts21497e	Energia grawitacji i antygrawitacji w twojej sferze grawitacji s¹ w równowadze.
zts21498e	Przewiercona zbroja
zts21499e	Twoja zbroja zosta³a przewiercona.
zts21500e	Zbroja przewiercona na wylot
zts21501e	Twoja zbroja zosta³a przewiercona na wylot.
zts21502e	Powa¿na rana
zts21503e	Dosiêg³o ciê trafienie lanc¹.
zts21504e	Tarcza Drakonium
zts21505e	Chroni twoje cia³o masywn¹ tarcz¹.
zts21506e	Œwiat³o Ochronne
zts21507e	Chroni ciê moc œwiat³a.
zts21508e	Oczyszczaj¹ce œwiat³o
zts21509e	Uzdrowi ciê œwiête œwiat³o.
zts21510e	Do³adowanie
zts21511e	Do³adowujesz mocniejsze granaty.
zts21512e	Tarcza energii Drakonium
zts21513e	Chroni ciê tarcza energii smoczej magii.
zts21514e	Wy¿sze ciœnienie
zts21515e	Ledwo mo¿esz siê poruszaæ z powodu przyt³aczaj¹cej si³y ci¹¿enia.
zts21516e	Przemiana energii
zts21517e	Wzmacnia twoje cia³o przez przemianê upa³u w twojej broni.
zts21518e	Spalony oddechem smoka
zts21519e	Trafi³ ciê ogieñ zawieraj¹cy smocz¹ magiê.
zts21520e	Zwiêkszona si³a ognia
zts21521e	Twoja moc ognia jest wzmacniana przez upa³.
zts21522e	Pole grawitacyjne
zts21523e	Aktywuje silne pole grawitacyjne.
zts21524e	Skutki grawitacji
zts21525e	Znajdujesz siê wewn¹trz pola grawitacji.
zts21526e	Hipergrawitacja
zts21527e	Zwiêksza moc sfery grawitacji. Mo¿e doprowadziæ do prze³adowania.
zts21528e	Pole antygrawitacyjne
zts21529e	Pole antygrawitacyjne zastêpuj¹ce PM czêœæ odniesionych przez cienie obra¿eñ P¯.
zts21530e	Odbicie przez antygrawitacjê
zts21531e	Antygrawitacja odbija wszystkie ataki.
zts21532e	Reaktywne pole antygrawitacyjne
zts21533e	Pole antygrawitacyjne reaguje automatycznie na nieprzyjacielskie ataki.
zts21534e	Niewa¿koœæ
zts21535e	Znasz siê na skutkach oddzia³ywania niewa¿koœci.
zts21536e	Niezdarnoœæ
zts21537e	Poruszasz siê niezdarnie, bo nie znasz siê na skutkach oddzia³ywania niewa¿koœci.
zts21538e	Skutki silnej grawitacji
zts21539e	Znajdujesz siê wewn¹trz pola silnej grawitacji.
zts21540e	Tankowanie
zts21541e	Przemienia magiczn¹ moc w paliwo ramion robota.
zts21542e	Do³adowanie magii
zts21543e	Koñczy tankowanie i przez pewien czas do³adowuje smocz¹ magiê.
zts21544e	Trzêsienie ziemi
zts21545e	Blokada frontalna
zts21546e	Nieprzyjacielskie ataki s¹ blokowane potê¿nymi ramionami Drakonium.
zts21547e	Magiczna bariera
zts21548e	Magiczna energia ramion robota chroni przed nieprzyjacielskimi atakami.
zts21549e	Zgruchotane cia³o
zts21550e	Twoje koœci zosta³y pogruchotane przez silny cios.
zts21551e	Wœciek³y atak
zts21552e	Cel jest bezustannie atakowany.
zts21553e	Magiczny szok
zts21554e	Silna smocza magia sieje spustoszenie w twoim ciele.
zts21555e	Udoskonalona magiczna bariera
zts21556e	Nadwy¿ka paliwa
zts21557e	Jest wystarczaj¹co du¿o paliwa, aby ulepszyæ wydajnoœæ.
zts21558e	Udoskonalona nadwy¿ka paliwa
zts21559e	Prze³adowane pole grawitacyjne
zts21560e	Masz zbyt du¿o energii grawitacji.
zts21561e	Prze³adowane pole antygrawitacyjne
zts21562e	Masz zbyt du¿o energii antygrawitacji.
zts21563e	Jest wystarczaj¹co du¿o paliwa, aby ulepszyæ wydajnoœæ. Gdy paliwo zostanie zu¿yte, ten efekt zostanie zast¹piony przez [Nadwy¿kê paliwa].
zts21564e	Ochrona Pradawnego Lodowego Smoka
zts21565e	Udaj siê do niebieskiej strefy.
zts21566e	Ochrona Pradawnego Ognistego Smoka
zts21567e	Udaj siê do czerwonej strefy.
zts21568e	Ochrona Pradawnego S³onecznego Smoka
zts21569e	Udaj siê do ¿ó³tej strefy.
zts21570e	Ochrona Pradawnego Ksiê¿ycowego Smoka
zts21571e	Udaj siê do czarnej strefy.
zts21572e	Lustrzana Tarcza Drakonium
zts21573e	Dodatkowa, bardzo silna tarcza drakonium, która utrzymuje siê tylko przez krótki czas.
zts21574e	Tajemnicza Moc Ancelloan
zts21575e	Przepe³nia ciê tajemnicza moc Ancelloan.
zts21576e	Prawie nie mo¿esz siê poruszaæ, bo ziemia siê trzêsie.
zts21577e	Obsypany prezentami
zts21578e	Iloœæ prezentów spowalnia ciê.
zts21579e	Styl walki piernikowego ludzika
zts21580e	Przyjmujesz pozycjê bojow¹ piernikowego ludzika.
zts21581e	Celnoœæ piernikowego ludzika
zts21582e	Posiadasz celnoœæ piernikowego ludzika.
zts21583e	Czarodziejska moc piernikowego ludzika
zts21584e	Posiadasz magiczn¹ moc piernikowego ludzika.
zts21585e	Noworoczne B³ogos³awieñstwo Zaj¹ca
zts21586e	Atramentowa Zbroja
zts21587e	Magiczna zbroja z czarnego atramentu zapewnia ci ochronê.
zts21588e	Mroczna Rana
zts21589e	Energia mrocznych cieni powoduje g³êbok¹ ranê.
zts21590e	B³ogos³awieñstwo Zaj¹ca Czarnowidza
zts21591e	Energia Mroku
zts21592e	Przepe³nia ciê energia mroku.
zts21593e	S³odka Czekolada
zts21594e	S³odka czekolada daje ci zastrzyk energii.
zts21595e	Nieznana Choroba Grzybicza
zts21596e	B³ogos³awieñstwo Z³otego Grzybka
zts21597e	Celnoœæ i P¯ s¹ zredukowane.
zts21598e	Œwiêta energia wzmacnia twoje cia³o.
zts21599e	Œmieræ ju¿ czyha.
zts21600e	Wyœcig ze Œmierci¹
zts21601e	Nikt nie mo¿e uciec przed œmierci¹.
zts21602e	Œwiête Wzmocnienie
zts21603e	Œwiêta moc przep³ywa przez twoje cia³o.
zts21604e	Moc Œwiêtego Totemu
zts21605e	Œwiat³o œwiêtego totemu wzmacnia twoj¹ broñ.
zts21606e	Migocz¹ce Œwiat³o
zts21607e	Œwiat³o zadaje obra¿enia z³u.
zts21608e	S³aba Œwiêta Moc
zts21609e	Moc œwiêtego œwiat³a przybiera na sile.
zts21610e	Przebudzona Œwiêta Moc
zts21611e	Uwolniona Œwiêta Moc
zts21612e	Œpi¹cy
zts21613e	Dopada ciê zmêczenie, dlatego nie mo¿esz siê broniæ.
zts21614e	Œwiêty Totem
zts21615e	Totem w kszta³cie krzy¿a.
zts21616e	Œwiêta Zbroja
zts21617e	Œwiêta tarcza zapewnia ci ochronê.
zts21618e	Nieznana choroba grzybicza.
zts21619e	Ulepszony Oddech Smoka
zts21620e	Potê¿ny smoczy ogieñ ulepsza twoj¹ broñ.
zts21621e	S³abe Oœwiecenie
zts21622e	S³abe B³ogos³awieñstwo Boga
zts21623e	Iluzja (PvP)
zts21624e	S³aby Mroczny Rozk³ad
zts21625e	Mroczna energia powoduje rozk³ad duszy.
zts21626e	Mroczny Rozk³ad
zts21627e	GroŸby
zts21628e	Zwierzak szykuje siê do walki.
zts21629e	GroŸby 1
zts21630e	GroŸby 2
zts21631e	GroŸby 3
zts21632e	Doznajesz zamroczenia i nie mo¿esz nic zrobiæ.
zts21633e	Zamroczenie 1
zts21634e	Zamroczenie 3
zts21635e	Zamroczenie 5
zts21636e	Postawa obronna
zts21637e	Zwierzak przyjmuje postawê defensywn¹.
zts21638e	Postawa obronna 1
zts21639e	Postawa obronna 2
zts21640e	Postawa obronna 3
zts21641e	Pierwsza pomoc
zts21642e	Twoje cia³o regeneruje siê.
zts21643e	GroŸby 4
zts21644e	GroŸby 5
zts21645e	GroŸby 6
zts21646e	Postawa obronna 4
zts21647e	Postawa obronna 5
zts21648e	Postawa obronna 6
zts21649e	Pierwsza pomoc 1
zts21650e	Pierwsza pomoc 2
zts21651e	Pierwsza pomoc 3
zts21652e	Pierwsza pomoc 4
zts21653e	Pierwsza pomoc 5
zts21654e	Pierwsza pomoc 6
zts21655e	Ekstrahuj ulepszon¹ esencjê
zts21656e	Dziêki tej zaawansowanej umiejêtnoœci mo¿esz otrzymaæ wiêcej ni¿ jedn¹ esencjê.
zts21657e	Trzask bicza
zts21658e	Trzaskasz biczem.
zts21659e	Drzewoskrzyd³a
zts21660e	Efekt Drzewoskrzyde³
zts21661e	Ga³¹Ÿ Matki Natury
zts21662e	Przepe³nia ciê moc Matki Natury.
zts21663e	Kl¹twa Matki Natury
zts21664e	Matka Natura ob³o¿y³a ciê kl¹tw¹.
zts21665e	Specjalna Trucizna (F)
zts21666e	Zosta³eœ otruty.
zts21667e	Specjalna Trucizna (E)
zts21668e	Specjalna Trucizna (D)
zts21669e	Specjalna Trucizna (C)
zts21670e	Specjalna Trucizna (B)
zts21671e	Specjalna Trucizna (A)
zts21672e	Specjalna Trucizna (S)
zts21673e	Pêtaj¹ce Pn¹cza (F)
zts21674e	Pn¹cza powoduj¹, ¿e nie mo¿esz siê poruszaæ.
zts21675e	Pêtaj¹ce Pn¹cza (E)
zts21676e	Pêtaj¹ce Pn¹cza (D)
zts21677e	Pêtaj¹ce Pn¹cza (C)
zts21678e	Pêtaj¹ce Pn¹cza (B)
zts21679e	Pêtaj¹ce Pn¹cza (A)
zts21680e	Pêtaj¹ce Pn¹cza (S)
zts21681e	D³awi¹ce Pn¹cza (F)
zts21682e	Pn¹cza pozbawiaj¹ ciê tchu.
zts21683e	D³awi¹ce Pn¹cza (E)
zts21684e	D³awi¹ce Pn¹cza (D)
zts21685e	D³awi¹ce Pn¹cza (C)
zts21686e	D³awi¹ce Pn¹cza (B)
zts21687e	D³awi¹ce Pn¹cza (A)
zts21688e	D³awi¹ce Pn¹cza (S)
zts21689e	Zabójcze Nasiona (F)
zts21690e	Paso¿ytnicze nasiona rozprzestrzeniaj¹ siê w twoim organizmie.
zts21691e	Zabójcze Nasiona (E)
zts21692e	Zabójcze Nasiona (D)
zts21693e	Zabójcze Nasiona (C)
zts21694e	Zabójcze Nasiona (B)
zts21695e	Zabójcze Nasiona (A)
zts21696e	Zabójcze Nasiona (S)
zts21697e	Wzmacniaj¹ce Pn¹cza
zts21698e	Te pn¹cza kradn¹ si³ê przeciwnikom.
zts21699e	W Towarzystwie Strzelczyni Leœnych Elfów Forgi (F)
zts21700e	W Towarzystwie Strzelczyni Leœnych Elfów Forgi (E)
zts21701e	W Towarzystwie Strzelczyni Leœnych Elfów Forgi (D)
zts21702e	W Towarzystwie Strzelczyni Leœnych Elfów Forgi (C)
zts21703e	W Towarzystwie Strzelczyni Leœnych Elfów Forgi (B)
zts21704e	W Towarzystwie Strzelczyni Leœnych Elfów Forgi (A)
zts21705e	W Towarzystwie Strzelczyni Leœnych Elfów Forgi (S)
zts21706e	Powa¿nie Ciê zraniono i krwawisz.
zts21707e	B³ogos³awieñstwo Oceanicznego Przeœladowcy
zts21708e	Pora¿enie pr¹dem wywo³a³o u Ciebie parali¿.
zts21709e	B³ogos³awieñstwo Meduzy
zts21710e	Absorpcja Fotonów
zts21711e	Skutki Rozrostu
zts21712e	Zabrudzona Rana
zts21713e	Ledwo mo¿esz siê poruszaæ z powodu zabrudzonej rany.
zts21714e	Zatruta Woda
zts21715e	Jesteœ zatruty zatrut¹ wod¹.
zts21716e	Owijaj¹ce Pn¹cza
zts21717e	Pn¹cza Pollutusa owijaj¹ siê wokó³ ciebie.
zts21718e	Wiêzienie z Zatrutej Wody
zts21719e	Niepokonane Cia³o
zts21720e	Ulepszenie Broni
zts21721e	Ulepszenie P³yty na Zbrojê
zts21722e	Ulepszenie Generatora
zts21723e	Doskonalszy Modu³ Tarczy
zts21724e	Awaryjna Naprawa
zts21725e	Wzmocnienie Broni
zts21726e	Wzmocnienie Zbroi
zts21727e	Szybki Ruch
zts21728e	Modu³ Tarczy
zts21729e	Awaryjny Odpoczynek
zts21730e	Rozerwana Rana
zts21731e	Szkody od Wybuchu
zts21732e	Cel Namierzony!
zts21733e	Pora¿enie Pr¹dem!
zts21734e	Silne Pora¿enie Pr¹dem!
zts21735e	Bomba z Aktywatorem Ruchowym
zts21738e	Buff 16. Rocznicy
zts21739e	Miêkko i Puszyœcie
zts21740e	B³ogos³awieñstwo Czekoladowego Torcika z Okazji 16. Rocznicy
zts21741e	B³ogos³awieñstwo Têczowego Torcika z Okazji 16. Rocznicy
zts21742e	Torcikowa Impreza
zts21743e	Fan Torcików
zts21744e	B³ogos³awieñstwo G³owy Ba³wanka
zts21745e	B³ogos³awieñstwo g³owy ba³wanka.
zts21746e	Mocny Niszczyciel Chwastów
zts21747e	Wyj¹tkowo skuteczny przeciwko pn¹czom.
zts21748e	Mocny Niszczyciel Chwastów
zts21749e	Pêkniêcie w zbroi
zts21750e	Obracaj¹ce siê ostrze rozrywa zbrojê.
zts21751e	Mocne przeszycie
zts21752e	Szybka strza³a przeszywa cel.
zts21753e	Zaburzenie przemiany materii
zts21754e	Przemiana materii odbywa siê wolno i zachowuje siê dziwnie.
zts21755e	Elektrowstrz¹sy
zts21756e	Pora¿enie silnym pr¹dem.
zts21757e	Trafienie s³abych punktów
zts21758e	Trafienie precyzyjnym strza³em z kuszy.
zts21759e	Szok od Pary
zts21760e	Szok wywo³any Ostrzem Pary.
zts21761e	Szok od Ducha
zts21762e	Przerwanie przep³ywu energii w mózgu.
zts21763e	Hydrauliczny staw
zts21764e	Pracuje z si³¹ maszyny hydraulicznej.
zts21765e	Znoszenie mêki
zts21766e	Bandyci s¹ przyzwyczajeni do bólu.
zts21767e	B³ogos³awieñstwo pary
zts21768e	B³ogos³awieñstwo si³¹ pary.
zts21769e	Obrona mechaniczna
zts21770e	Mechanicznie wygl¹daj¹ca sztuka walki, przypominaj¹ca ruch maszyny.
zts21771e	Skrzyd³a Steampunk
zts21772e	Rdza w Przek³adni
zts21773e	Zardzewia³a przek³adnia dzia³a tylko w ograniczonym zakresie.
zts21774e	Jak w Zegarku!
zts21775e	Idzie jak po Maœle!
zts21776e	Doskona³a Tarcza
zts21777e	Ta mocna tarcza zapobiega wszystkim obra¿eniom od ataków. Znika po usuniêciu wszystkich modu³ów.
