zts1e	Objeto nuevo
zts17620e	Esta valiosa joya sirve para mejorar tu Tarjeta del especialista.[n]Con ella el Cosechador de almas, el Cazademonios o el Vidente estarán más cerca de la perfección.[n]
zts17621e	Topacio de la perfección
zts17622e	Esta valiosa joya sirve para mejorar tu Tarjeta del especialista.[n]Con ella el Archimago, el Renegado y el Ángel vengador estarán más cerca de la perfección.[n]
zts17623e	Garra de Draco
zts17624e	La Garra de Draco la puedes obtener al vencer al Dragón de fuego en el raid.[n]Puedes ir a ver al Gran mago Kan para cambiarle 50 Garras de Draco por una Tarjeta del especialista del gladiador, del servidor del cañón de fuego o del Volcano.[n]Por 5 Garras de Draco recibes el Rubí de la perfección.[n]
zts17625e	Melena de Glacerus
zts17626e	Obtienes partes de la Melena de Glacerus al vencer a la bestia helada en el raid.[n]Felix Fros te puede cambiar 50 partes de la Melena de Glacerus por una Tarjeta del especialista del monje de lucha, del espía o del señor de las mareas.[n]Por 5 Melenas de Glacerus recibes el Zafiro de la perfección.[n]
zts17637e	Paquete de disfraz para mujeres 1
zts17638e	Este paquete es perfecto para mujeres a la última moda.[n]Hazte con uno de los fantásticos disfraces al azar y viste a tu personaje con un nuevo atuendo.[n]Todos los disfraces se pueden llevar indefinidamente.[n][Objetos disponibles][n]Disfraz hawaiano para mujeres[n]Uniforme escolar luz sideral[n]Traje de marinero azul[n]Quimono de Kunoichi[n]Disfraz de hada[n]Uniforme amarillo de colegio[n]Uniforme lila de colegio[n]Uniforme verde de colegio[n]Chándal rosa fosforito[n]Chándal celeste[n]Chándal rosa coral[n]Chándal negro[n]Disfraz rosa fuego[n]Disfraz de menta[n]Disfraz de chocolate[n]Hanbok de azaleas[n]
zts17639e	Paquete de disfraz para mujeres 2
zts17640e	Este paquete es perfecto para mujeres a la última moda.[n]Hazte con uno de los fantásticos disfraces al azar y viste a tu personaje con un nuevo atuendo.[n]Todos los disfraces se pueden llevar indefinidamente.[n][Objetos disponibles][n]Hanbok de crocos[n]Hanbok de rosas[n]Chipao color lavanda[n]Chipao fénix rojo[n]Chipao negro[n]Quimono con flores de cerezo[n]Quimono con azucenas[n]Disfraz de dálmata[n]Disfraz de rottweiler[n]Disfraz de gatos siameses[n]Disfraz de gato azul de Rusia[n]Disfraz de conejito juguetón[n]Disfraz de conejito encantador[n]Disfraz blanco de león[n]Disfraz oscuro de león[n]
zts17641e	Paquete de disfraz para hombres 1
zts17642e	Este paquete es perfecto para el hombre elegante de hoy en día.[n]Hazte con uno de los fantásticos disfraces al azar y viste a tu personaje con un nuevo atuendo.[n]Todos los disfraces se pueden llevar indefinidamente.[n][Objetos disponibles][n]Disfraz hawaiano para hombres[n]Traje guay para hombres[n]Traje azul de oficial naval[n]Disfraz de demonio[n]Vestimenta de descubridor[n]Vestimenta de heavy metal[n]Ropa de fuego[n]Ropa de montaña[n]Ropa militar[n]Ropa elegante[n]Chándal fashion[n]Chándal de llamas[n]Chándal amarillo[n]Chándal de hip-hop[n]Hanbok de primavera[n]Hanbok de arco iris[n]
zts17643e	Paquete de disfraz para hombres 2
zts17644e	Este paquete es perfecto para el hombre elegante de hoy en día.[n]Hazte con uno de los fantásticos disfraces al azar y viste a tu personaje con un nuevo atuendo.[n]Todos los disfraces se pueden llevar indefinidamente.[n][Objetos disponibles][n]Hanbok de verano[n]Chipao de kung fu[n]Chipao de emperador[n]Chipao dragón[n]Quimono de luz de luna[n]Quimono de luz del sol[n]Quimono de dadami[n]Disfraz de bulldog[n]Disfraz de gato birma[n]Disfraz de gato korat[n]Disfraz de conejo de marzo[n]Disfraz blanco de conejo[n]Disfraz de san bernardo[n]Disfraz dorado de león[n]Disfraz negro de león[n]
zts17645e	Sombreros de disfraz para mujeres
zts17646e	Esta colección de sombreros de disfraz es perfecta para mujeres a la última moda.[n]Hazte con uno de los tocados disponibles y ponle a tu personaje algo nuevo en la cabeza.[n]Todos los sombreros se pueden llevar indefinidamente.[n][Objetos disponibles][n]Sombrero hawaiano para mujeres[n]Cinta de pelo estrellita[n]Gorra de marinero azul[n]Cinta de hada[n]Ayam[n]Corona de emperatriz[n]Horquilla de flores[n]Sombrero de dálmata[n]Sombrero de rottweiler[n]Sombrero de gatos siameses[n]Sombrero de gato azul de Rusia[n]Orejas de conejito juguetón[n]Sombrero blanco de león[n]Sombrero oscuro de león[n]Orejas de conejito encantador[n]
zts17647e	Sombreros de disfraz para hombres
zts17648e	Esta colección de sombreros es perfecta para el hombre elegante de hoy en día.[n]Hazte con uno de los tocados disponibles al azar y ponle a tu personaje algo nuevo en la cabeza.[n]Todos los sombreros se pueden llevar indefinidamente.[n][Objetos disponibles][n]Sombrero hawaiano para hombres[n]Sombrero guay para hombres[n]Gorra azul de oficial naval[n]Sombrero de demonio[n]Hogeon[n]Sombrero asiático[n]Ebosi[n]Sombrero de bulldog[n]Sombrero de san bernardo[n]Sombrero de gato "birma"[n]Sombrero de gato "korat"[n]Sombrero de conejo de marzo[n]Sombrero blanco de conejo[n]Sombrero negro de león[n]Sombrero dorado de león[n]
zts17649e	Sombreros unisex para todos
zts17650e	Esta colección de sombreros le dará a tu personaje un aspecto completamente[n]nuevo para la cabeza.[n]Hazte con uno de los tocados disponibles; todos ellos se pueden llevar indefinidamente.[n][Objetos disponibles][n]Sombrero de gato[n]Sombrero de asno[n]Sombrero de vaquero[n]Sombrero de mono[n]Sombrero de antílope[n]Sombrero de embudo[n]Sombrero de pingüino[n]Sombrero antiguo de copa[n]Cinta de oreja grande[n]Sombrero de flores decorativas[n]
zts17651e	Tarro de colorante de pelo
zts17652e	Este tarro contiene una selección de tintes para el pelo.[n]Recibes uno de ellos al azar.[n]¡Dale a tu personaje un nuevo aspecto![n][Objetos disponibles][n]Tinte negro[n]Tinte azul[n]Tinte blanco[n]Tinte verde claro[n]Tinte rojo[n]
zts17653e	Caja de la ardilla desordenada
zts17654e	¡En este baúl se esconde una selección de Ardillas![n]Contiene adorables Ardillas de diversos colores.[n]Podrás recibir una de las siguientes mascotas al azar:[n]1 Ardilla negra[n]1 Ardilla azul[n]1 Ardilla verde[n]1 Ardilla roja[n]1 Ardilla rosa[n]1 Ardilla turquesa[n]1 Ardilla amarilla[n]1 Ardilla marrón[n]
zts17655e	Baúl de disfraz de la ardilla desordenada
zts17656e	En este baúl se encuentran los sets de disfraz de ardillas desordenadas.[n]Cada uno de ellos contiene el disfraz de Ardilla y el sombrero correspondiente.[n]Obtendrás al azar uno de los sets, que se pueden llevar sin límite.[n][Objetos disponibles][n]1 Set de disfraz de la ardilla negra[n]1 Set de disfraz de la ardilla azul[n]1 Set de disfraz de la ardilla verde[n]1 Set de disfraz de la ardilla roja[n]1 Set de disfraz de la ardilla rosa[n]1 Set de disfraz de la ardilla turquesa[n]1 Set de disfraz de la ardilla amarilla[n]1 Set de disfraz de la ardilla clásica[n]
zts17657e	Medalla de oro
zts17658e	Esta valiosa Medalla de oro se entrega a[n]aquellos que han vencido en la arena de equipos.[n]Solamente los más valientes lograrán conseguir una Medalla de oro.[n]
zts17659e	Medalla de plata
zts17660e	La Medalla de plata se entrega a[n]quienes aceptaron el reto de la arena de equipos pero lamentablemente no salieron victoriosos.[n]
zts17661e	Aperitivo de la arena de equipos
zts17662e	El Aperitivo de la arena de equipos rellena los HP y los MP progresivamente hasta en +2000.[n][Atención][n]Solamente se puede comer en la arena de equipos.[n][Cantidad limitada][n]5 Aperitivos[n]
zts17663e	Runa del relámpago
zts17664e	Esta runa alberga el poder del relámpago.[n]Aumenta en +200 el índice de acierto,[n]refuerza la concentración en +100[n]y aumenta el poder elemental en +10.[n]El poder de ataque en PvP aumenta en un 12%.[n]Nivel necesario: 30.[n]Duración de uso: 1 hora[n]El tiempo de utilización comienza al utilizarlo por primera vez.
zts17665e	Runa de las olas
zts17666e	Esta runa alberga el poder de las olas.[n]Incrementa en 1 la velocidad de movimiento y aumenta los HP y MP máximos en 1500.[n]El poder de defensa en modo PvP aumenta en un 12%.[n]Nivel necesario: 30.[n]Duración de uso: 1 hora[n]El tiempo de uso comienza con la primera utilización.[n][n]
zts17667e	Runa de las nubes
zts17668e	Esta runa alberga el poder de las nubes.[n]Incrementa en 1 la velocidad de movimiento y aumenta los HP y MP máximos en 3000.[n]El poder elemental aumenta en 15.[n]Nivel necesario: 30.[n]Duración de uso: 1 hora[n]El tiempo de uso comienza con la primera utilización.[n][n]
zts17669e	Runa del viento
zts17670e	Esta runa alberga el poder del viento.[n]Aumenta en 2 la velocidad de movimiento y los puntos de experiencia obtenidos en un 15%.[n]La ganancia de oro se incrementa en un 15%.[n]Nivel necesario: 30.[n]Duración de uso: 1 hora[n]El tiempo de uso comienza con la primera utilización.[n][n]
zts17671e	Runa del fuego
zts17672e	Esta runa alberga el poder del fuego.[n]Incrementa en 80 el poder de ataque y los poderes de ataque y defensa en PvP aumentan en un 8%.[n]Nivel necesario: 30.[n]Duración de uso: 1 hora[n]El tiempo de uso comienza con la primera utilización.[n][n]
zts17673e	Tique de la arena de los talentos
zts17674e	Esta es la entrada para la arena de los talentos.[n]¡Afronta el reto y conviértete en el héroe de NosTale![n][Atención][n]Solamente se puede conservar el Tique durante 7 días.[n]Tras ese tiempo, desaparece automáticamente de tu inventario.[n]
zts17675e	Tique de la arena de los maestros
zts17677e	Poción de recuperación (AE)
zts17678e	La Poción de recuperación de la arena de equipos[n]rellena inmediatamente 5000 HP y MP.[n][Atención][n]Solamente se puede utilizar en la arena de equipos.[n][Cantidad limitada][n]3 pociones[n]
zts17679e	Poción de ataque (AE)
zts17680e	La Poción de ataque aumenta el poder de ataque en un 15 % durante un minuto.[n][Atención][n]Solamente se puede utilizar en la arena de equipos.[n][Cantidad limitada][n]10 pociones[n]
zts17681e	Poción de defensa (AE)
zts17682e	La Poción de denfesa aumenta el poder de defensa en un 15 % durante un minuto.[n][Atención][n]Solamente se puede utilizar en la arena de equipos.[n][Cantidad limitada][n]10 pociones[n]
zts17683e	Poción de energía (AE)
zts17684e	La Poción de energía aumenta los HP y MP máximos en un 15 % durante un minuto.[n][Atención][n]Solamente se puede utilizar en la arena de equipos.[n][Cantidad limitada][n]10 pociones[n]
zts17685e	Poción de ritmo (AE)
zts17686e	La Poción de ritmo aumenta en 2 la velocidad de movimiento durante un minuto.[n][Atención][n]Solamente se puede utilizar en la arena de equipos.[n][Cantidad limitada][n]10 pociones[n]
zts17687e	Poción de descubrimiento (AE)
zts17689e	Baúl dorado de la arena
zts17690e	Puedes obtener uno de los siguientes objetos del Baúl dorado de la arena:[n][Objetos disponibles][n]1 Rubí pequeño de la perfección[n]1 Zafiro pequeño de la perfección[n]1 Obsidiana pequeña de la perfección[n]1 Topacio pequeño de la perfección[n]1 Rubí de la perfección[n]1 Zafiro de la perfección[n]50 Pociones enormes de recuperación[n]2 Almas azules brillantes[n]1 Corazón de dragón[n]1 Runa del relámpago[n]1 Runa de las olas[n]1 Runa de las nubes[n]1 Runa del viento[n]1 Runa del fuego[n]
zts17697e	Este es el Tique para la arena de los maestros.[n]¡Solamente los héroes más arrojados disfrutan de este privilegio![n]Si no tienes suficientes accesos,[n]utiliza el Tique y obtén 1 acceso adicional.[n][Atención][n]El número de accesos se actualiza mensualmente.[n]
zts17706e	La Poción del descubrimiento hace visibles durante 10 segundos a los jugadores que pretenden esconderse.[n][Efecto adicional][n]La tasa de impacto de todos los ataques aumenta levemente.[n]Al lanzar ataques mágicos, la concentración aumenta levemente.[n][Atención][n]Solamente se puede utilizar en la arena de equipos.[n][Cantidad limitada][n]4 pociones[n]
zts17709e	Set de túnica de mago de la luz
zts17710e	Este set mágico te hará brillar con una nueva luz. [n]Se compone de:[n]1 Túnica de mago de la luz (permanente)[n]1 Gorro de mago de la luz (permanente)[n]
zts17711e	Set de ropaje de mago de las tinieblas
zts17712e	Este set mágico te dará un toque oscuro.[n]Se compone de:[n]1 Ropaje de mago de las tinieblas (permanente)[n]1 Gorro de mago de las tinieblas (permanente)[n]
zts17715e	Sandía deliciosa
zts17716e	La Sandía deliciosa regenera HP y MP.[n]Esto se aplica también al NosMate si se encuentra en un radio de 3 campos.[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts17717e	Gorra de la marina (1 día)
zts17718e	Esta es una Gorra de la marina llena de estilo.[n]El tiempo de utilización empieza en cuanto te pones el objeto.[n]Efecto[n]Aumenta la resistencia al agua en 2.[n]Efecto defensivo[n]Tienes un 2 % de probabilidad de causar Congelación grave al enemigo.[n]
zts17719e	Gorra de la marina (7 días)
zts17720e	Gorra de la marina (30 días)
zts17721e	Gorra de la marina (permanente)
zts17722e	Esta es una Gorra de la marina llena de estilo.[n]Efecto[n]Aumenta la resistencia al agua en 2.[n]Efecto defensivo[n]Tienes un 2 % de probabilidad de causar Congelación grave al enemigo.[n]
zts17723e	Atuendo de la marina (1 día)
zts17724e	Este es un elegante traje de la marina.[n]El tiempo de utilización comienza en cuanto te equipas el objeto.[n]Efecto[n]Aumenta la resistencia al agua en 2.[n]Efecto defensivo[n]Reduce los daños de cualquier ataque en un 80 % con una probabilidad del 5 %.[n]
zts17725e	Atuendo de la marina (7 días)
zts17726e	Atuendo de la marina (30 días)
zts17727e	Atuendo de la marina (permanente)
zts17728e	Este es un elegante traje de la marina.[n]Efecto[n]Aumenta la resistencia al agua en 2.[n]Efecto defensivo[n]Reduce los daños de cualquier ataque en un 80 % con una probabilidad del 5 %.[n]
zts17729e	Gorro de ardilla marinera (7 días)
zts17730e	Gorro de ardilla marinera (30 días)
zts17731e	Disfraz de ardilla marinera (7 días)
zts17732e	Disfraz de ardilla marinera (30 días)
zts17733e	Disfraz de ardilla marinera (permanente)
zts17734e	Ardilla naviera
zts17735e	Tabla a vela
zts17736e	Con esta tabla te convertirás en windsurfista.[n]Tu velocidad de movimiento aumenta.[n]Si vuelves a utilizar el objeto, te bajas de la tabla.[n]Sin límite de nivel.[n][Características][n]Velocidad de movimiento:22[n] Velocidad de movimiento en el desierto y en la región de la Espada Ardiente: +2 [n][Con acelerador][n]Elimina todos los efectos negativos por debajo del nivel 4.[n]Velocidad de movimiento +3[n]Duración +5[n]
zts17737e	Baúl con tabla a vela
zts17738e	Este baúl contiene la tabla que te convierte en windsurfista.[n][Atención][n]Una vez hayas sacado la tabla a vela del baúl dejará de ser comerciable.[n]
zts17739e	Pergamino de mejora de tarjeta del especialista de pirata
zts17740e	En cuanto utilizas el Pergamino, aparece una ventana en la que podrás optimizar tu Tarjeta del especialista de pirata.[n]Si efectúas la optimización, no necesitas usar ningún otro objeto para la mejora.[n]Solo se consumirá un Pergamino de mejora.[n][Atención][n]El objeto desaparece al final del evento.[n][n]
zts17741e	Puedes obtener uno de los siguientes objetos del Baúl dorado de la arena:[n][Objetos][n]1 Rubí pequeño de la perfección[n]1 Zafiro pequeño de la perfección[n]1 Obsidiana pequeña de la perfección[n]1 Topacio pequeño de la perfección[n]1 Rubí de la perfección[n]1 Zafiro de la perfección[n]50 Pociones enormes de recuperación[n]2 Almas azules brillantes[n]1 Corazón de dragón[n]1 Runa del relámpago[n]1 Runa de las olas[n]1 Runa de las nubes[n]1 Runa del viento[n]1 Runa del fuego[n]
zts17742e	La Bendición de Erenia retira todos los efectos negativos.[n]Además, tienes una probabilidad del 50 % de resistir efectos perjudiciales[n]durante 4 segundos.[n][Atención][n]Solamente se puede utilizar en la arena de equipos.[n][Cantidad limitada][n]1[n]
zts17743e	La Bendición de Zenas te impide moverte y atacar durante un breve período de tiempo,[n]pero tienes una probabilidad del 100% de bloquear todos los daños durante 3 segundos.[n][Atención][n]Solamente se puede utilizar en la arena de equipos.[n][Cantidad limitada][n]1[n]
