zts1e	Nuovo item
zts19392e	Set Danzatrici (permanente)
zts19393e	Con questo costume da danzatrice farai invidia a chiunque.[n][Oggetti:][n]1 Fermaglio floreale (permanente)[n]1 Costume da danza del ventre (permanente)[n]
zts19394e	Con questa veste del deserto non suderai così facilmente.[n]La durata si calcola a partire dal momento in cui lo indossi.[n][Effetto][n]Aumenta la velocità di movimento quando si è nascosti.[n]
zts19395e	Con questa veste del deserto non suderai così facilmente.[n]La durata si calcola a partire dal momento in cui lo indossi.[n][Effetto][n]Aumenta la velocità di movimento di 1.[n]
zts19412e	Pergamena brillante
zts19413e	[Item della missione][n]
zts19414e	Pergamena
zts19415e	Perla del Re pirata Lucifelin
zts19416e	Perla dell'Ammiraglio Occhio d'Aquila
zts19417e	Carta speciale compagno del Guerriero d'ossa Ragnar
zts19418e	Carta speciale compagno dell'Elemento ombra.[n]Può essere indossata da Ragnar.[n]Potere del fantasma.[n]
zts19419e	Bastone magico di Yertirand
zts19420e	Il bastone magico per il miglior mago vichingo.
zts19421e	Bastone magico di Yertirand corrotto.
zts19422e	Il bastone magico utilizzato da Yertirand corrotto.[n]Emana una sinistra energia oscura.[n]
zts19423e	Guanti di Jennifer
zts19424e	I guanti utilizzati da Jennifer per il tiro con l'arco.[n]
zts19425e	Chiave di Yertirand
zts19426e	Con questa chiave puoi far diventare Yertirand il tuo compagno![n]
zts19427e	Borsa dell'alchimista
zts19428e	[Item della missione] Una borsa contenente item sconosciuti.[n]
zts19429e	Drago di ossa magico
zts19430e	Con questo item potrai cavalcare il Drago di ossa magico.[n]La tua velocità di movimento aumenterà.[n]Per scendere devi utilizzare l'item un'altra volta.[n]Non esistono limiti di livello.[n][Caratteristiche][n]Velocità di movimento: 21[n]Velocità di movimento a NosVille e Porto Alveus +1[n]Velocità di movimento nel Deserto e nella Regione della Spada Infuocata +2[n][Con lo Speedbooster][n]Ti teletrasporta in un punto casuale della mappa.[n]
zts19431e	Scrigno del Drago di ossa magico
zts19432e	Lo scrigno contiene il Drago di ossa magico.[n][Attenzione][n]Non appena estrai il Drago di ossa, lo scrigno non sarà più commerciabile.[n]
zts19433e	Sigillo del raid dell'Antica Torre Slade
zts19434e	Con questo Sigillo del raid puoi organizzare il Raid dell'Antica Torre Slade.[n]Livello consigliato: 70-99[n][Istruzioni][n]Il giocatore diventa Leader del team.[n]Una volta che sei Leader del team, clicca sugli altri giocatori per invitarli.[n]Vai all'entrata del raid. Quando il Leader del team entra, gli altri membri lo seguono automaticamente.[n]
zts19435e	Scrigno enigmatico del Lich
zts19436e	Questo prezioso scrigno di Yertirand ha cambiato il Lich.[n]Non si sa cosa contenga. Però ha un bell'aspetto...[n]
zts19437e	Guanti del cavalcadraghi
zts19438e	I guanti indossati dal cavalcadraghi quando è in sella al suo drago.[n]
zts19439e	Collana con l'energia del Lich
zts19440e	Uno dei cimeli permeati dall'energia del Lich.[n]Che oggetto grottesco![n]
zts19441e	Anello con l'energia del Lich
zts19442e	Bracciale con l'energia del Lich
zts19443e	Elmo del cavalcadraghi
zts19444e	L'elmo del cavalcadraghi, dall'aspetto bello e orgoglioso.[n]
zts19445e	Scarpe del cavalcadraghi
zts19446e	Le scarpe indossate dal cavalcadraghi quando è in sella al suo drago.[n]Possono essere fissate al drago per una maggiore tenuta.[n]
zts19461e	La Pozione dell'esperienza delle fate aumenta del 100% i punti esperienza della tua fata per un'ora.[n]Può essere usata anche con le fate disponibili in edizione limitata.[n]
zts19462e	Sir Purrpurr
zts19463e	Diventerò un prode cavaliere![n]
zts19464e	Grattino, Aspirante diabolico
zts19465e	Diventerò il miglior mago di tutti i tempi![n]
zts19466e	Ora si comincia![n]
zts19467e	Distruzione! Razzia! Mano ai tesori![n]
zts19482e	Speedbooster magico (1 giorno)
zts19483e	Questo item può essere usato solo in combinazione con un mezzo di trasporto.[n]Durante l'uso, la tua velocità aumenta al massimo per un breve lasso di tempo.[n]Dato che l'item ha un'origine magica, si può utilizzare senza restrizioni solo per un certo periodo di tempo.[n]
zts19484e	Speedbooster magico (3 giorni)
zts19485e	Speedbooster magico (7 giorni)
zts19486e	10 (Evento)
zts19487e	Medaglia del 10° anniversario
zts19494e	Rafforzamento speedbooster
zts19495e	Si usa per la realizzazione degli Speedbooster magici.[n]Potenzia l'effetto degli Speedbooster.[n]
zts19496e	Test del folle Dr. Miaunz
zts19497e	Carta speciale compagno dell'elemento ombra.[n]Può essere utilizzata dai compagni esperti negli attacchi ravvicinati.[n]
zts19498e	Travestimento di Laurena, la strega bianca.
zts19499e	Morbide orecchie di lupo usate da Laurena, la strega bianca, per mascherarsi.[n]
zts19500e	Folle Dr. Miaunz
zts19501e	Il potere degli ipocriti sta per volgere al termine![n]
zts19502e	Skin Coltello da torte 10º anniv. (10 gg)
zts19503e	Si presta perfettamente per tagliare la torta per il 10° compleanno.[n]Attenzione: è tagliente![n]È necessario che sia in uso.[n]Il periodo di utilizzo si calcola dal momento in cui si usa.[n][Effetto] Il tempo di ricarica delle abilità utilizzate verrà resettato con una probabilità del 10%.[n]
zts19504e	Skin Torta 10º anniv. (10 gg)
zts19505e	Una torta fatta in casa per festeggiare il 10º compleanno. Dall'aspetto sembra squisita.[n]È necessario che sia in uso.[n]La durata inizia non appena indossi la skin.[n][Effetto][n]Il tempo di ricarica delle abilità utilizzate verrà resettato con una probabilità del 10%.[n]
zts19506e	Skin Petardo 10º anniv. (10 gg)
zts19507e	Un petardo magico per festeggiare come si deve il 10º compleanno. Un vero petardo![n]È necessario che sia in uso.[n]La durata inizia non appena indossi la skin.[n][Effetto][n]Il tempo di ricarica delle abilità utilizzate verrà resettato con una probabilità del 10%.[n]
zts19508e	Skin Coltello da torte 10º anniv. (permanente)
zts19509e	Si presta perfettamente per tagliare la torta per il 10° compleanno.[n]Attenzione: è tagliente![n]È necessario che sia in uso.[n][Effetto] Al momento, nessun effetto[n][n]
zts19510e	Skin Torta 10º anniv. (permanente)
zts19511e	Una torta fatta in casa per festeggiare il 10º compleanno.[n]Dall'aspetto sembra squisita.[n]È necessario che sia in uso.[n][Effetto] Al momento, nessun effetto[n][n]
zts19512e	Skin Petardo 10º anniv. (permanente)
zts19513e	Un petardo magico per festeggiare come si spetta il 10º compleanno.[n]Un vero petardo![n]È necessario che sia in uso.[n][Effetto] Al momento, nessun effetto[n][n]
zts19514e	Bastone magico di Laurena, la strega bianca (evento)
zts19515e	Il bastone magico della Strega bianca Laurena.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19516e	Sigillo del raid del folle Dr. Miaunz
zts19517e	Entra nel raid del folle Dr. Miaunz tramite le Catacombe Abbandonate di NosVille.[n]Livello consigliato: 20-99[n]Numero minimo di giocatori: 10[n][Istruzioni][n]Il giocatore diventa Leader del team.[n]Una volta che sei Leader del team, clicca sugli altri giocatori per invitarli.[n] Vai all'entrata del raid. Quando il Leader del team entra, gli altri membri lo seguono automaticamente.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19532e	Vite (evento)
zts19533e	Una vite con una filettatura speciale.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19534e	Madrevite (Evento)
zts19535e	Una madrevite che si adatta a una vite speciale.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19536e	Bauletto magico (Evento)
zts19537e	Questo bauletto è stato realizzato dal folle Dr. Miaunz con il Bastone magico di Laurena, la strega bianca.[n]A seguito dell'utilizzo puoi muoverti senza farti notare.[n]Scompare quando abbandoni le Catacombe Abbandonate.[n]
zts19538e	Questo bauletto è stato realizzato dal folle Dr. Miaunz con il Bastone magico di Laurena, la strega bianca.[n]A seguito dell'utilizzo ottieni la resistenza contro gli effetti negativi.[n]Scompare quando esci dalle Catacombe Abbandonate.[n]
zts19539e	Questo bauletto è stato realizzato dal folle Dr. Miaunz con il Bastone magico di Laurena, la strega bianca.[n]A seguito dell'utilizzo incrementa la velocità di movimento.[n]Scompare quando esci dalle Catacombe Abbandonate.[n]
zts19540e	Questo bauletto è stato realizzato dal folle Dr. Miaunz con il Bastone magico di Laurena, la strega bianca.[n]A seguito dell'utilizzo tutti i bersagli tranne il giocatore subiscono un Blackout.[n]Scompare quando esci dalle Catacombe Abbandonate.[n]
zts19541e	Chiave spezzata (Uscita delle Catacombe)
zts19542e	Una chiave che aprirebbe l'uscita delle catacombe...[n]se non fosse spezzata.[n]Scompare quando esci dalle Catacombe Abbandonate.[n]
zts19543e	Morbide orecchie di lupo usate da Laurena, la strega bianca, per mascherarsi.[n][Effetto][n]+5% acquisizione di punti esperienza.[n]
zts19544e	Runa del fulmine [Madre Natura]
zts19545e	Madre Natura ha conferito la forza del fulmine a questa runa.[n]Incrementa la velocità di movimento di 1.[n]Riduce i tempi di ricarica del 10%.[n]Durante gli attacchi, la concentrazione aumenta di un valore pari al doppio del livello del personaggio.[n]L'HitRate aumenta di un valore pari al doppio del livello del personaggio.[n]Livello richiesto: 30[n]Periodo di utilizzo: 2 ore[n]Il periodo di utilizzo inizia non appena si usa l'item.[n]
zts19546e	Runa dell'albero [Madre Natura]
zts19547e	Madre Natura ha conferito la forza degli alberi a questa runa.[n]Incrementa i punti esperienza del 20%.[n]Incrementa il tasso di drop dell'oro del 20%.[n]Ottieni il 20% in più di reputazione.[n]Incrementa l'effetto degli item di guarigione del 20%.[n]Livello richiesto: 30[n]Periodo di utilizzo: 2 ore.[n]Il periodo di utilizzo inizia non appena l'item è in uso.[n]
zts19548e	Runa dei nembi [Madre Natura]
zts19549e	Madre Natura ha conferito la forza dei nembi a questa runa.[n]Incrementa la velocità di movimento di 1.[n]Incrementa le forze elementali di 10.[n]Hai una probabilità del 15% di resistere ai movimenti forzati.[n]Incrementa gli HP massimi di 3.300.[n]Livello richiesto: 30[n]Periodo di utilizzo: 2 ore[n]Il periodo di utilizzo inizia non appena l'item è in uso.[n]
zts19550e	Runa del fuoco [Madre Natura]
zts19551e	Madre Natura ha conferito la forza del fuoco a questa runa.[n]Danno extra: 90[n]Incrementa del 10% sia la forza di attacco sia la forza di difesa nel PvP.[n]Incrementa di 1 la velocità di movimento.[n]Livello richiesto: 30[n]Durata: 2 ore[n]La durata inizia non appena utilizzi l'item.[n]
zts19552e	Runa del fulmine rara [Madre Natura]
zts19553e	Madre Natura ha conferito la forza del fulmine a questa runa.[n]Incrementa la velocità di movimento di 2.[n]Riduce i tempi di ricarica del 20%.[n]Durante gli attacchi, la concentrazione aumenta di un valore pari al quadruplo del livello del personaggio.[n]L'HitRate aumenta di un valore pari al quadruplo del livello del personaggio.[n]Livello richiesto: 30[n]Periodo di utilizzo: 1 ora[n]Il periodo di utilizzo inizia non appena si usa l'item.[n]
zts19554e	Runa dell'albero rara [Madre Natura]
zts19555e	Madre Natura ha conferito la forza degli alberi a questa runa.[n]Incrementa i punti esperienza del 40%.[n]Incrementa il tasso di drop dell'oro del 40%.[n]Ottieni il 40% in più di reputazione.[n]Incrementa l'effetto degli item di guarigione del 40%.[n]Livello richiesto: 30[n]Periodo di utilizzo: 1 ora.[n]Il periodo di utilizzo inizia non appena l'item è in uso.[n]
zts19556e	Runa dei nembi rara [Madre Natura]
zts19557e	Madre Natura ha conferito la forza dei nembi a questa runa.[n]Incrementa la velocità di movimento di 2.[n]Incrementa le forze elementali di 20.[n]Hai una probabilità del 30% di resistere ai movimenti forzati.[n]Incrementa gli HP massimi del 6.600.[n]Livello richiesto: 30[n]Periodo di utilizzo: 1 ora[n]Il periodo di utilizzo inizia non appena l'item è in uso.[n]
zts19558e	Runa del fuoco rara [Madre Natura]
zts19559e	Madre Natura ha conferito la forza del fuoco a questa runa.[n]+180 di danno extra.[n]Incrementa del 20% la forza di attacco e la forza di difesa nel PvP.[n]Incrementa la velocità di movimento di +2.[n]Livello richiesto: 30[n]Periodo di utilizzo: 1 ora[n]Il periodo di utilizzo inizia non appena l'item è in uso.[n]
zts19560e	Ticket per il Raid del folle Dr. Miaunz (evento)
zts19561e	Ti permette di resettare il limite quotidiano delle partecipazioni al raid del folle Dr. Miaunz.[n]Si usa facendo doppio clic.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19562e	Pacchetto Rune di Madre Natura
zts19563e	Queste rune di Madre Natura ti conferiscono dei poteri indescrivibili.[n]Contiene tutte le rune ordinarie di Madre Natura.[n]Potrebbe contenere una runa rara. La probabilità è però molto bassa.[n]
zts19564e	Cassetta della strega graziosa
zts19565e	Baule con la ricompensa di Laurena, la strega bianca.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19566e	Scatola di rottami del folle Dr. Miaunz (evento)
zts19567e	Questo scrigno contiene l'item segreto del folle Dr. Miaunz.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19568e	Scatola di scorte della resistenza (evento)
zts19569e	Scatola di scorte inviata al folle Dr. Miaunz da parte della resistenza.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19570e	Il bastone magico che il folle Dr. Miaunz ha sottratto a Laurena, la strega bianca.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19571e	Entra nel raid del folle Dr. Miaunz tramite le Catacombe Abbandonate di NosVille.[n]Livello consigliato: 30-99[n]Numero minimo di giocatori: 8[n][Istruzioni][n]Il giocatore diventa Leader del team.[n]Una volta che sei Leader del team, clicca sugli altri giocatori per invitarli.[n] Vai all'entrata del raid. Quando il Leader del team entra, gli altri membri lo seguono automaticamente.[n][Attenzione][n]Questo item scompare al termine dell'evento.[n]
zts19587e	Tonalità shocking
zts19588e	Usa la Tonalità shocking per rendere più vivaci le pettinature "Intreccio di riccio" e "Frangia succinta".[n]Attenzione[n]Si può usare per una pettinatura solo una volta.[n]Non si può utilizzare per altre pettinature.[n]Dopo aver usato questa tonalità non si possono applicare altre tinte.[n]
zts19589e	Brillantina "Rockabilly"
zts19590e	Permette di esibire la pettinatura Rockabilly.[n]Attenzione[n]Gli avventurieri non possono utilizzarlo.[n]Solo per personaggi maschili.[n]
zts19591e	Brillantina "Intreccio di riccio"
zts19592e	Permette di esibire la pettinatura Rockabilly.[n]Attenzione[n]Gli avventurieri non possono utilizzarlo.[n]Solo per personaggi maschili.[n]
zts19593e	Brillantina "Treccia a intreccio"
zts19594e	Permette di esibire la pettinatura "Treccia a intreccio".[n]Attenzione[n]Gli avventurieri non possono utilizzarlo.[n]Solo per personaggi femminili.[n]
zts19595e	Brillantina "Frangia succinta"
zts19596e	Permette di esibire la pettinatura "Frangia succinta".[n]Attenzione[n]Gli avventurieri non possono utilizzarlo.[n]Solo per personaggi femminili.[n]
zts19597e	Serve per custodire una Carta speciale compagno. Si può scambiare con altri giocatori. [n][Istruzioni][n]Clicca due volte sul Supporto e scegli la Carta speciale compagno che vuoi custodire.[n]Per rimuovere la carta, clicca due volte sul Supporto. Dopo questa azione, esso sparirà.[n]
zts19598e	Medaglia VIP della Banca Cuarry (10 giorni)
zts19599e	Nella Banca Cuarry ottieni lo status VIP e non devi pagare tasse.[n]Attenzione: è valida solo per 10 giorni.[n]
zts19600e	Medaglia VIP della Banca Cuarry (30 giorni)
zts19601e	Nella Banca Cuarry ottieni lo status VIP e non devi pagare tasse.[n]Attenzione: è valida solo per 30 giorni.[n]
zts19615e	Libretto di risparmio della Banca Cuarry
zts19616e	Ora non dovrai più nascondere il denaro sotto il materasso.[n]Ora potrai avere sotto controllo il tuo bilancio della Banca Cuarry.[n]Attenzione[n]Se perdi il tuo libretto di risparmio, ne riceverai uno nuovo dall'impiegato della Banca Cuarry.[n]
zts19617e	Carta bancomat della Banca Cuarry
zts19618e	La libertà è tutto![n]Ora avrai a disposizione tutti i servizi della Banca Cuarry (quasi) dappertutto.[n]Attenzione[n]In alcune zone non si può utilizzare.[n]Scompare dopo un uso.[n]
zts19619e	Cappello Renna (30 giorni)
zts19620e	Possa il naso rosso di Rudolf illuminare la rotta delle fredde notti d'inverno![n]Il tempo di utilizzo si calcola dal momento in cui si usa.[n]Effetto[n]Incrementa il danno del 2%.[n]Incrementa la forza di difesa del 2%.[n]
