zts1e	Nouvel objet
zts19597e	Cet objet sert à stocker une carte de spécialiste pour partenaire pour qu'elle puisse être échangée entre joueurs.[n][Mode d'emploi][n]Double-clique sur la boîte à carte, puis sélectionne la carte de spécialiste pour partenaire que tu veux y stocker.[n]Pour en extraire la carte, clique une nouvelle fois sur la boîte à carte et celle-ci disparaîtra.[n]
zts19598e	Médaille VIP de la banque Cuarry (10 jours)
zts19599e	Tu obtiens le statut VIP auprès de la banque Cuarry et tu ne dois pas payer de frais.[n][Attention] Cet objet n'est valide que pendant 10 jours.[n]
zts19600e	Médaille VIP de la banque Cuarry (30 jours)
zts19601e	Tu obtiens le statut VIP auprès de la banque Cuarry et tu ne dois pas payer de frais.[n][Attention] Cet objet n'est valide que pendant 30 jours.[n]
zts19615e	Livret d'épargne de la banque Cuarry
zts19616e	Désormais, tu n'as plus besoin de cacher ton or sous ton oreiller.[n]Avec cet objet, tu peux vérifier le solde de ton compte auprès de la banque Cuarry.[n][Attention][n]Si tu perds ton livret d'épargne, tu en recevras un nouveau de la part des employés de la banque Cuarry.[n]
zts19617e	Carte de paiement de la banque Cuarry
zts19618e	Je choisis la liberté ![n]Avec cet objet, tu peux utiliser les services de la banque Cuarry partout (ou presque).[n][Attention][n]Il est impossible de l'utiliser dans certaines zones.[n]Disparaît après usage.[n]
zts19619e	Bonnet de renne (30 jours)
zts19620e	Puisse le nez rouge de Rudolphe illuminer ta route dans les nuits d'hiver ![n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]Les dégâts augmentent de 2 %.[n]La force de défense augmente de 2 %.[n]
zts19621e	Bonnet de renne (permanent)
zts19622e	Puisse le nez rouge de Rudolphe illuminer ta route dans les nuits d'hiver ![n][Effet][n]Les dégâts augmentent de 4 %.[n]La force de défense augmente de 4 %.[n]
zts19623e	Salopette de renne (30 jours)
zts19624e	Il s'agit d'un habit chaud pour les froides soirées d'hiver.[n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]La résistance à l'Eau augmente de 2.[n]Avec une probabilité de 3 %, tous les dégâts d'attaque diminuent de 60 %.[n]
zts19625e	Salopette de renne (permanent)
zts19626e	Il s'agit d'un habit chaud pour les froides soirées d'hiver.[n][Effet][n]La résistance à l'Eau augmente de 3.[n]Avec une probabilité de 3 %, tous les dégâts d'attaque diminuent de 80 %.[n]
zts19627e	Sapin de Noël (30 jours)
zts19628e	Avec cette apparence de sapin de Noël, tu vas mettre de l'ambiance, même en combat.[n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]Les dégâts en PvP augmentent de 2 %.[n]
zts19629e	Arc de sucre d'orge (30 jours)
zts19630e	Avec cette apparence de sucre d'orge, tu vas mettre de l'ambiance, même en combat.[n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]Les dégâts en PvP augmentent de 2 %.[n]
zts19631e	Clochette de Noël (30 jours)
zts19632e	Avec cette apparence de clochette de Noël, tu vas mettre de l'ambiance, même en combat.[n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]Les dégâts en PvP augmentent de 2 %.[n]
zts19633e	Sapin de Noël (permanent)
zts19634e	Avec cette apparence de sapin de Noël, tu vas mettre de l'ambiance, même en combat.[n][Effet][n]Les dégâts en PvP augmentent de 2 %.[n]
zts19635e	Arc de sucre d'orge (permanent)
zts19636e	Avec cette apparence de sucre d'orge, tu vas mettre de l'ambiance, même en combat.[n][Effet][n]Les dégâts en PvP augmentent de 2 %.[n]
zts19637e	Clochette de Noël (permanent)
zts19638e	Avec cette apparence de clochette de Noël, tu vas mettre de l'ambiance, même en combat.[n][Effet][n]Les dégâts en PvP augmentent de 2 %.[n]
zts19639e	Méga-ailes titanesques
zts19640e	Les ailes de ton spécialiste se transforment en mégaailes titanesques.[n][Mode d'emploi][n]1. Change-toi en spécialiste.[n]2. Utilise cet objet pour modifier tes ailes.[n][Effet][n]Les dégâts infligés à tes adversaires en PvP augmentent de 3 %.[n]La vitesse de déplacement augmente de 1.[n][Attention][n]1. Tu ne peux transformer ces ailes en mégaailes titanesques qu'avec une carte de spécialiste améliorée +1 ou supérieure.[n]2. Les ailes disparaissent si tu déposes ta carte de spécialiste dans une boîte à carte.[n]
zts19657e	Mimi Mentor t'a donné ce coffre à cadeaux pour te remercier de ton aide.[n]Tu reçois un objet aléatoire.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement][n][n]
zts19658e	Transforme-toi en l'un des nombreux Ratufus[n]et reçois 10 % de points d'EXP en plus pendant 30 minutes.[n]Avec un peu de chance, tu deviendras un lapin mignon[n]et tu recevras 30 % de points d'EXP en plus.[n]Cet objet fonctionne seulement sous la forme normale.[n][n]
zts19659e	Paquet-cadeau volé (évènement)
zts19660e	Mimi Mentor est à la recherche de ce paquet.[n]Apporte-lui 5 paquet-cadeaux volés et 5 amulettes de la chance volées[n]pour obtenir en échange un coffre à cadeaux du nouvel an.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts19661e	Amulette de la chance volée (évènement)
zts19662e	Mimi Mentor est à la recherche de cette amulette.[n]Apporte-lui 5 paquet-cadeaux volés et 5 amulettes de la chance volées[n]pour obtenir en échange un coffre à cadeaux du nouvel an.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts19663e	Carotte dorée du nouvel an (évènement)
zts19664e	Il s'agit d'un objet évènementiel.[n]C'est une carotte en or.[n]Tu peux le vendre en magasin pour 50 000 pièces d'or.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts19665e	Jus de carotte frais (évènement)
zts19666e	Il s'agit de nourriture évènementielle.[n]Les HP et MP augmentent temporairement.[n]Les NosMates et partenaires sont soignés.[n]Cet objet peut uniquement être utilisé au repos.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts19667e	Encas de carotte délicieux (évènement)
zts19668e	Il s'agit d'un encas évènementiel.[n]Les HP et MP augmentent temporairement.[n]Les NosMates et partenaires sont soignés.[n][Attention][n]Cet objet disparaîtra à la fin de l'évènement.[n][n]
zts19669e	Coffre à cadeaux du nouvel an (évènement)
zts19670e	Parchemin du costume de Ratufu (évènement)
zts19675e	Jaguar magique
zts19676e	Cet objet te permet d'invoquer un jaguar magique comme monture.[n]Ta vitesse augmente.[n]Réutilise l'objet pour en descendre.[n]Il n'y a pas de limite de niveau.[n][Propriétés][n]Vitesse : 20[n]Vitesse dans le désert et dans la région de l'Épée en flammes +2[n]Vitesse à la Couronne de glace : +3[n][Avec boosteur de vitesse][n]Tous les effets négatifs jusqu'au niveau 4 sont levés.[n]Vitesse : +4[n]Durée : +2[n]Il y a une certaine probabilité pour que l'effet du rôdeur de l'ombre s'active au moment où l'effet du boosteur de vitesse s'arrête.[n]
zts19677e	Coffre au jaguar magique
zts19678e	Ce coffre renferme un jaguar magique.[n][Attention][n]Dès que tu auras retiré le jaguar du coffre, le coffre ne sera plus négociable.[n]
zts19690e	Bonnet d'hiver (30 jours)
zts19691e	Avec ce joli bonnet d'ours polaire, tu ne craindras plus les hivers les plus rigoureux.[n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]La résistance à l'Eau augmente de 5.[n]La force de l'élément Feu augmente de 5.[n][Effet défensif][n]Il y a 3 % de chances que l'ennemi subisse une syncope.[n]
zts19692e	Bonnet d'hiver (permanent)
zts19693e	Avec ce joli bonnet d'ours polaire, tu ne craindras plus les hivers les plus rigoureux.[n][Effet][n]La résistance à l'Eau augmente de 5.[n]La force de l'élément Feu augmente de 5.[n][Effet défensif][n]Il y a 3 % de chances que l'ennemi subisse une syncope.[n]
zts19694e	Long manteau d'hiver (30 jours)
zts19695e	Enfile ce manteau d'hiver et tu seras protégé au mieux contre la neige et la glace.[n]La durée d'utilisation commence dès que tu t'en sers.[n][Effet][n]La résistance à l'Eau augmente de 10.[n][Effet défensif][n]Il y a une probabilité de 3 % que l'ennemi subisse un gel.[n]
zts19696e	Long manteau d'hiver (permanent)
zts19697e	Enfile ce manteau d'hiver et tu seras protégé au mieux contre la neige et la glace.[n][Effet][n]La résistance à l'Eau augmente de 10.[n][Effet défensif][n]Il y a une probabilité de 3 % que l'ennemi subisse un gel.[n]
zts19698e	Sac à dos de l'aventurier (permanent)
zts19700e	Sac à dos du partenaire (permanent)
zts19701e	Ton partenaire te fait profiter de manière permanente de 50 emplacements en plus dans ton inventaire.[n][n]
zts19702e	Panier pour familier (permanent)
zts19703e	Grâce à ton NosMate, tu peux ouvrir ton entrepôt de manière permanente, partout et à tout moment.[n]Quand le familier succombe, l'objet ne peut plus être utilisé.[n][Attention] Un entrepôt doit être installé dans ton minipays.[n][n]
zts19708e	Si tu utilises ce sac à dos, tu pourras utiliser pendant 10 jours[n]12 emplacements supplémentaires des catégories équipement, principal et etc.[n]
zts19709e	Si tu utilises ce sac à dos, tu pourras utiliser pendant 30 jours[n]12 emplacements supplémentaires des catégories équipement, principal et etc.[n]
zts19710e	Si tu utilises ce sac à dos, tu pourras utiliser pendant 60 jours[n]12 emplacements supplémentaires des catégories équipement, principal et etc.[n]
zts19711e	Si tu utilises ce sac à dos, tu pourras utiliser [n]12 emplacements supplémentaires permanents des catégories équipement, principal et etc.[n]
zts19726e	Perruque punk
zts19727e	Costume de chevalier dragon (30 jours)
zts19728e	Cette armure se compose d'os de dragon.[n]Elle est légère et confortable.[n]La durée d'utilisation commence dès que tu t'en sers.[n]
zts19729e	Costume de chevalier dragon (permanent)
zts19730e	Cette armure se compose d'os de dragon.[n]Elle est légère et confortable.[n]
zts19731e	Parchemin de monture pour débutant
zts19732e	Sers-toi de cet objet pour conduire une monture aléatoire (le scooteur magique, le tapis magique, le tigre blanc magique, les skis magiques, le snowboard magique ou encore le VTT « Billy Boneshaker »).[n]Réutilise l'objet pour en descendre.[n][Propriétés][n]Vitesse de déplacement : 17[n][Avec boosteur de vitesse][n]Vitesse de déplacement +2[n]Durée +3[n][Attention][n]Niveau requis : moins de 70[n]Cet objet n'est pas négociable.[n]
zts19733e	Caisse de provisions du retour
zts19734e	Bon retour dans NosTale ![n]Avec ce coffre, nous célébrons le retour d'un héros.[n]Nous nous souvenons de toutes tes prouesses, aventurier.[n]
zts19735e	Somptueuse caisse de provisions du retour
zts19736e	Bon retour dans NosTale ![n]Avec ce coffre, nous célébrons le retour d'un héros averti.[n]Nous nous souvenons de toutes tes glorieuses prouesses, aventurier.[n]
zts19747e	Casque du guerrier givré (30 jours)
zts19748e	Ce casque est enveloppé d'une aura de givre[n]qui fera trembler tes ennemis de froid et d'effroi.[n]La durée d'utilisation commence dès que tu t'en sers.[n]
zts19749e	Casque du guerrier givré (permanent)
zts19750e	Ce casque est enveloppé d'une aura de givre[n]qui fera trembler tes ennemis de froid et d'effroi.[n]
zts19751e	Armure du guerrier givré (30 jours)
zts19752e	Cette armure appartenait jadis aux guerriers de la Couronne de glace.[n]Elle offre une excellente protection contre toute attaque.[n]La durée d'utilisation commence dès que tu t'en sers.[n]
zts19753e	Armure du guerrier givré (permanent)
zts19754e	Cette armure appartenait jadis aux guerriers de la Couronne de glace.[n]Elle offre une excellente protection contre toute attaque.[n]
zts19761e	Poing d'acier
zts19762e	C'est un gantelet en acier très simple.[n]
zts19763e	Gant de cavalier court
zts19764e	C'est un gant conçu pour les cavaliers. Avec eux, tu peux effectuer un assaut sauvage.[n]
zts19765e	Gant des arts martiaux
zts19766e	C'est un gant très simple pour les pratiquants d'arts martiaux.[n]
zts19767e	Main noire
zts19768e	Ce gant est complètement noir. Grâce à eux, tes adversaires ne voient pas venir les attaques dans l'ombre.[n]
zts19769e	Gant en cuir renforcé
zts19770e	C'est un gant en cuir durci.[n]
zts19771e	Gant des arts martiaux en cuir
zts19772e	C'est un gant renforcé pour les pratiquants des arts martiaux.[n]
zts19773e	Gant puissant
zts19774e	Ce gant amélioré permet de lancer des attaques puissantes.[n]
zts19775e	Gant de l'apprenti assassin
zts19776e	Les apprentis assassins reçoivent ce gant.[n]On dirait qu'il contient un secret.[n]
zts19777e	Gant de Sicario
zts19778e	C'est un gant qui a été porté autrefois par un assassin tristement célèbre.[n]
zts19779e	Poing noir
zts19780e	C'est un gants qui a été porté autrefois par un assassin légendaire.[n]Il est quasiment invisible la nuit.[n]
zts19781e	Gant en acier froid
zts19782e	Ce gant est fait d'un métal inconnu. Il est extrêmement froid.[n]
zts19783e	Larme de Ladine
zts19784e	Les coups portés avec ce gant font tellement souffrir l'adversaire qu'il en a les larmes aux yeux.[n]Certains l'appelle aussi la bénédiction de Ladine.[n]
zts19785e	Griffe de Fenris
zts19786e	Ce gant a été nommé en l'honneur du monstre légendaire.[n]Il est aussi mortel que les griffes de cette bête.[n]
zts19787e	Gant de golem de feu
zts19788e	Ce gants a été fabriqué à partir des pierres d'un golem de feu.[n]
zts19789e	Gant d'écailles du chaos
zts19790e	Ce gant a été fabriqué à partir des écailles d'un dragon du chaos.[n]
zts19791e	Flamme de l'Ifrit
zts19792e	L'énergie des flammes de l'Ifrit circule dans ce gant.[n]Il donne à son porteur une puissance illimitée.[n]
zts19793e	Poing de la déesse scellée
zts19794e	Ce gant est infusé du courroux de la déesse.[n]
zts19795e	Poing de dieu
zts19796e	C'est un gant qui contient la véritable puissance de dieu.[n]
zts19797e	Uniforme d'apprenti pratiquant des arts martiaux
zts19798e	Une combinaison d'entraînement pour les apprentis des arts martiaux.[n]
zts19799e	Armure de cavalier miteuse
zts19800e	C'est une armure de cavalier démodée.[n]
zts19801e	Armure de cavalier
zts19802e	C'est une simple armure de cavalier.[n]
zts19803e	Costume de Noir
zts19804e	Ce costume appartient à Noir, le chef des cavaliers.[n]
zts19805e	Costume de cuir
zts19806e	Ce costume de cuire offre une protection pour tout le corps.[n]
zts19807e	Costume de cuir renforcé
zts19808e	C'est un costume en cuir renforcé.[n]
zts19809e	Puissante armure
zts19810e	Cette armure dispose d'une grande force de défense.[n]Elle offre une protection pour tout le corps.[n]
zts19811e	Armure de l'apprenti assassin
zts19812e	C'est une tenue d'entraînement pour les apprentis assassins.[n]
zts19813e	Armure de Sicario
zts19814e	C'est une armure qui a été portée autrefois par un assassin tristement célèbre.[n]
zts19815e	Armure du poing noir
zts19816e	C'est une armure qui a été portée autrefois par un assassin légendaire.[n]Elle est quasiment invisible la nuit.[n]
zts19817e	Armure des voleurs du désert
zts19818e	C'est une armure typique des voleurs du désert.[n]
zts19819e	Armure d'Akamur
zts19820e	Les marchands d'Akamur portaient cette armure pour se protéger des voleurs du désert.[n]
zts19821e	Armure du voyageur mystérieux
zts19822e	Le voyageur mystérieux a porté cette armure.[n]
zts19823e	Uniforme de Felice
zts19824e	C'est le costume des membres de Felice.[n]
zts19825e	Armure de Lord Cuarry
zts19826e	Le grand explorateur Lord Cuarry a porté cette armure.[n]
zts19827e	Armure de l'adversaire
zts19828e	C'est une armure pour les pratiquants d'arts martiaux qui veulent défier dieu.[n]
zts19829e	Sainteté de Rumial
zts19830e	Cette armure est l'incarnation de la sainte Lumière de Rumial.[n]
