zts1e	Abenteurerausbildung für Anfänger
zts1994e	Finde die Spur der vermissten Patrouille.
zts1995e	Der Überlebende
zts1996e	Mach die manipulierten Kreuzritter unschädlich.
zts1997e	Autsch ...
zts1998e	Bringe dem verwundeten Kreuzritter das Cyloan Quellwasser.
zts1999e	Bewahrer des Lebens
zts2000e	Sprich mit dem Kreuzritter-Hauptmann.
zts2001e	Was ist denn hier passiert?
zts2002e	Sprich mit dem verwundeten Kreuzritter.
zts2003e	Finde Hinweise zu den verschwundenen Kreuzrittern.
zts2004e	Finde heraus, wie die Kreuzritter in Monster verwandelt werden.
zts2005e	Austreibung des Bösen
zts2006e	Sprich mit dem Felice-Alchemisten.
zts2007e	Austreibung des Bösen (2)
zts2008e	Sammle die Materialien.
zts2009e	Die Wahrheit
zts2010e	Bring dem Kreuzritter-Hauptmann das restaurierte Tagebuch.
zts2011e	Jene, die gegangen sind
zts2012e	Der Tod bringt Frieden
zts2013e	Erlöse die Kreuzritter.
zts2014e	Ruhet in Frieden
zts2015e	Gut und Böse
zts2016e	Sprich mit Eldinen.
zts2017e	Gut und Böse (2)
zts2018e	Hör dir an, was Eldinen zu erzählen hat.
zts2019e	Gut und Böse (3)
zts2020e	Schöpferin Ancelloan und Zerstörerin Fernon
zts2021e	Erkunde den Willen Ancelloans.
zts2022e	Schöpferin Ancelloan und Zerstörerin Fernon (2)
zts2023e	Lies die Erinnerungen der Erde, um zu erfahren, was geschehen ist.
zts2024e	Schöpferin Ancelloan und Zerstörerin Fernon (3)
zts2025e	Prüfe die Erinnerungen der Erde.
zts2026e	Folge dem Licht
zts2027e	Gehe nach Glacernon.
zts2028e	Akashic-Chronik
zts2029e	Sprich mit Aurelius Roshu.
zts2030e	Akashic-Chronik (2)
zts2031e	Sammle die Materialien, mit denen man die Akashic-Chronik entsiegeln kann.
zts2032e	Akashic-Chronik (3)
zts2033e	Sprich mit Aurelius Roshu.
zts2034e	Die Reinigungs-Zeremonie
zts2035e	Sammle die Materialien für die Reinigungs-Zeremonie.
zts2036e	Die Reinigungs-Zeremonie (2)
zts2037e	Das Schicksal der Welt
zts2038e	Vernichte Fernon.
zts2039e	Das Ende der Reise
zts2040e	Sprich mit Eldinen.
zts2041e	Keine Zeit zu verlieren!
zts2042e	Hinweis
zts2043e	Überbringe dem Kreuzritter-Hauptmann die Nachricht des Kreuzritters.
zts2044e	Unbekannter böser Geist
zts2045e	Zeig dem Kreuzritter-Hauptmann, was du bei dem bösen Geist gefunden hast.
zts2046e	Slades Tragödie
zts2047e	Für die Verstorbenen
zts2048e	An Ancelloans Seite
zts2049e	Schicke Kreuzritter zu Ancelloan.
zts2050e	Vergessene Stämme und ein neuer Hinweis
zts2051e	Bring Fernons Energie zu jemandem, der mehr darüber weiß.
zts2052e	Neue Bekanntschaften
zts2053e	Sprich mit Kerzena.
zts2054e	Erkunde den Willen Ancelloans.
zts2055e	Lies die Erinnerungen der Erde.
zts2056e	Lies den Rest der Erinnerungen.
zts2057e	Die Haut einer Frau ist ihr wichtigstes Gut
zts2058e	Bring die Materialien zu Kerzena.
zts2059e	Die Geburtsstunde der Schatten-Slade
zts2060e	Hör dir an, was Kerzena zu erzählen hat.
zts2061e	Eine Tasse Kakao, bitte!
zts2062e	Bring den Kakao zu Kerzena.
zts2063e	Fernon und die Schatten-Slade
zts2064e	Ein unerwarteter Vorschlag
zts2065e	Vorbereitungen
zts2066e	Sammle die Materialien.
zts2067e	Caligor
zts2068e	Ich benötige den Geist Caligors.
zts2069e	Für eine bessere Zukunft
zts2070e	Von einem anderen Teufel erschaffen
zts2071e	Sprich mit Kerzena.
zts2072e	Finde den verwundeten Kreuzritter.
zts2073e	Timespace (täglich)
zts2074e	Besiege 5 Feinde im Timespace.
zts2075e	Erforsche den Timespace (täglich)
zts2076e	Besiege 7 Feinde im Timespace.
zts2077e	Herrscher des Timespace (täglich)
zts2078e	Besiege 10 Feinde im Timespace.
zts2079e	Erkunde den Timespace (1) (täglich)
zts2080e	Sammle Fragmente des Timespace für Forschungszwecke.
zts2081e	Erkunde den Timespace (2) (täglich)
zts2082e	Sammle Timespace-Essenz für Forschungszwecke.
zts2083e	Erkunde den Timespace (3) (täglich)
zts2084e	Sammle Timespace-Essenz für Forschungszwecke.
zts2085e	Sammle Materialien für Medizin (täglich).
zts2086e	Sammle Materialien für Medizin.
zts2087e	Styptikum (täglich)
zts2088e	Sammle Materialien für das Styptikum.
zts2089e	Forschungsziel (täglich)
zts2090e	Sammle die Essenz von Fernon.
zts2091e	Gestohlene Waren (täglich)
zts2092e	Bring Lilith das reine Mithril.
zts2093e	Der härteste Edelstein (täglich)
zts2094e	Bring Lilith das Adamantium.
zts2095e	Sammlung seltener Edelsteine (täglich)
zts2096e	Bring Lilith das Ertel.
zts2097e	Gebet für die Toten (täglich)
zts2098e	Sammle Gebete.
zts2099e	Gedenkt der Toten (täglich)
zts2100e	Sammle Rosenkränze.
zts2101e	Spur der Patrouille (täglich)
zts2102e	Sammle blutverschmierte Testamente.
zts2103e	Gut vorbereitet (täglich)
zts2104e	Sammle Kühlwasser.
zts2105e	Hey, beruhige dich mal! (täglich)
zts2106e	Hysterie der alten Jungfer (täglich)
zts2107e	Zerbersten (täglich)
zts2108e	Sammle den Geist Caligors.
zts2109e	Kertos' Überwältigung (täglich)
zts2110e	Schließe den Kertos-Raid 1-mal erfolgreich ab.
zts2111e	Valakus' Überwältigung (täglich)
zts2112e	Schließe den Valakus-Raid 1-mal erfolgreich ab.
zts2113e	Grenigas' Überwältigung (täglich)
zts2114e	Schließe den Grenigas-Raid 1-mal erfolgreich ab.
zts2115e	Lord Dracos Überwältigung (täglich)
zts2116e	Glacerus' Überwältigung (täglich)
zts2117e	Schließe Glacerus' Raid 1-mal erfolgreich ab.
zts2118e	Überwältigung der Hexe Laurena (täglich)
zts2119e	Schließe den Raid von Hexe Laurena 1-mal erfolgreich ab.
zts2120e	Bestrafe das Böse (täglich)
zts2121e	Besiege 5 Feinde auf Glacernon.
zts2122e	Bestrafe die Heuchler (täglich)
zts2123e	Reinigung (täglich)
zts2124e	Läutere die Kreuzritter
zts2125e	Rette den Kreuzritter (täglich)
zts2126e	Mach die manipulierten Kreuzritter unschädlich.
zts2127e	Zu Ancelloan gehen (täglich)
zts2128e	Vernichte wahnsinnige Kreuzritter.
zts2129e	Vernichte die Wächter! (täglich)
zts2130e	Vernichte 5 Wächter in Mystic Heaven.
zts2131e	Vernichte Rozhanik! (täglich)
zts2132e	Vernichte 5x Rozhanik in Mystic Heaven.
zts2133e	Vernichte Ester! (täglich)
zts2134e	Vernichte 5x Ester in Mystic Heaven.
zts2135e	Vernichte Lazekiel!
zts2136e	Vernichte 5x Lazekiel in Mystic Heaven.
zts2137e	Vernichte Mystiker Aron! (täglich)
zts2138e	Vernichte 5x Mystiker Aaron in Mystic Heaven.
zts2139e	Vernichte Zeloten! (täglich)
zts2140e	Vernichte 5 Zeloten in Mystic Heaven.
zts2141e	Vernichte grauenhafte Speerkämpfer! (täglich)
zts2142e	Vernichte 5 grauenhafte Speerkämpfer in Hellord.
zts2143e	Vernichte Tallion! (täglich)
zts2144e	Vernichte 5x Tallion in Hellord.
zts2145e	Vernichte Rement! (täglich)
zts2146e	Vernichte 5x Rement in Hellord.
zts2147e	Vernichte Ismatte (täglich)
zts2148e	Vernichte 5x Ismatte in Hellord.
zts2149e	Vernichte Bacoom! (täglich)
zts2150e	Vernichte 5x Bacoom in Hellord.
zts2151e	Schließe Lord Dracos Raid 1-mal erfolgreich ab.
zts2152e	Ein unerwartetes Wiedersehen
zts2153e	Sprich mit Barnis Seele.
zts2154e	Grund
zts2155e	Höre dir Barnis Geschichte an.
zts2156e	Die Götterbotin
zts2157e	Finde Racheengel, die Götterbotin.
zts2158e	Die Prüfung des Kriegers
zts2159e	Erledige Wölfe auf Mount Krem.
zts2160e	Die Prüfung des Kriegers (2)
zts2161e	Erledige zornige Wareparde in der Nähe des Fernontempels.
zts2162e	Die Prüfung des Kriegers (3)
zts2163e	Erledige die stärksten Feinde.
zts2164e	Anerkennung
zts2165e	Sprich mit Frigg.
zts2166e	Mitstreiter
zts2167e	Neues Treffen (2)
zts2168e	Sprich mit Ragnar.
zts2169e	Spielschulden
zts2170e	Spielschulden (2)
zts2171e	In den sauren Apfel beißen
zts2172e	Zahle Ragnars Spielschulden zurück.
zts2173e	Mitstreiter oder Feind?
zts2174e	Bereit!
zts2175e	Abmarschbereit
zts2176e	Sammle Engelsfedern.
zts2177e	Abmarschbereit (2)
zts2178e	Erledige 3 Feinde in Glacernon.
zts2179e	Die Reise beginnt
zts2180e	Verhandlungen
zts2181e	Harte Arbeit
zts2182e	Sprich mit Teodor Topp.
zts2183e	Eiserne Reserve
zts2184e	Sammle Stahl in den Minen.
zts2185e	Gigantomanisches Huhn
zts2186e	Erledige riesige Kampfhähne beim Fernonvorposten.
zts2187e	Den Transportweg freiräumen
zts2188e	Erledige die Monster auf Mount Krem.
zts2189e	Den Transportweg freiräumen (2)
zts2190e	Erledige die Monster in Glacernon.
zts2191e	Haltet den Dieb!
zts2192e	Erledige Wollets im Ahornwald.
zts2193e	Das riecht nach Ärger
zts2194e	Schließe den Huhnkönig-Raid 3x ab.
zts2195e	Das riecht nach Ärger (2)
zts2196e	Schließe den Cuby Mutter-Raid 3x ab.
zts2197e	Das riecht nach Ärger (3)
zts2198e	Schließe den Ginseng-Raid 3x ab.
zts2199e	Das riecht nach Ärger (4)
zts2200e	Schließe den Dark Castra-Raid 3x ab.
zts2201e	Schulden eintreiben
zts2202e	Ich habe ein Auge auf dich!
zts2203e	Die Reise geht weiter
zts2204e	Neues Treffen (1)
zts2205e	Beginn der Legende
zts2206e	Zurück
zts2207e	Nach Midgard gehen
zts2208e	Andenken
zts2209e	Nach Midgard gehen
zts2210e	Wikinger und Racheengel
zts2211e	Nach Midgard
zts2212e	Wikinger-Magier
zts2213e	Finde den Wikinger-Magier!
zts2214e	Missverständnis
zts2215e	Sprich mit Erdimien.
zts2216e	Missverständnis (2)
zts2217e	Missverständnis (3)
zts2218e	Feldforschung
zts2219e	Finde in Midgard einen Hinweis.
zts2220e	Vertraute Maske
zts2221e	Erledige die Monster, um einen Hinweis zu erhalten.
zts2222e	Zur Wüste
zts2223e	Zur Hafenumgebung gehen
zts2224e	Zum Hinweis
zts2225e	In die Wüste gehen
zts2226e	Das Gesetz des Stärkeren
zts2227e	Besiege die Wüstendiebe.
zts2228e	Informationsbeschaffung
zts2229e	Nochmals
zts2230e	Sprich mit der Hafenwache Tom.
zts2231e	Sprich mit Präsident Noah.
zts2232e	Hinweis (2)
zts2233e	Besiege die Monster.
zts2234e	Hinweis (3)
zts2235e	Hinweis (4)
zts2236e	Gehe dem Hinweis nach.
zts2237e	Gehe dem Hinweis nach (2).
zts2238e	Anführer der Wüstendiebe
zts2239e	Gehe zum alten Astertempel.
zts2240e	Versteckspiel
zts2241e	Schließe den Räuberbanden-Raid 1-mal erfolgreich ab.
zts2242e	Versteckspiel (2)
zts2243e	Schließe den Räuberbanden-Raid 3-mal erfolgreich ab.
zts2244e	Versteckspiel (3)
zts2245e	Schließe den Räuberbanden-Raid 10-mal erfolgreich ab.
zts2246e	Nach Jotunnheim
zts2247e	Sprich mit Utegarda.
zts2248e	Goten
zts2249e	Beobachter
zts2250e	Beobachter (2)
zts2251e	Sprich mit dem Beobachter.
zts2252e	Hilf dabei, das Beobachtergewand herzustellen.
zts2253e	Hilf dabei, das Beobachtergewand herzustellen (2).
zts2254e	Sammle Material für das Beobachtergewand.
zts2255e	Was ist in der Stadt der Wikinger passiert?
zts2256e	Die ganze Geschichte
zts2257e	Die Wahrheit kommt ans Licht
zts2258e	Hoffnungsschimmer
zts2259e	Ringe sie nieder!
zts2260e	Rache
zts2261e	Schließe den Fafnir-Raid 3-mal erfolgreich ab.
zts2262e	Tragisches Missverständnis
zts2263e	Der Riss
zts2264e	Gehe zu diesem Ort.
zts2265e	Schlüssel zu Schloss Aria
zts2266e	Sammle Material für den Schlüssel.
zts2267e	Ausbildung
zts2268e	Schließe den Raid erfolgreich ab.
zts2269e	Schweinebauch
zts2270e	Hole dir Schweinebauch und ein gutes Getränk.
zts2271e	Geräucherter Schweinebauch
zts2272e	Grille den rohen Schweinebauch.
zts2273e	Überwältigung des Monsters
zts2274e	Besiege die Monster.
zts2275e	Ausdauer förderndes Essen
zts2276e	Sammle Schleimbatzen.
zts2277e	Vertraute Maske
zts2278e	Hinweis (1)
zts2279e	Antwort
zts2280e	Sprich mit Frigg.
zts2281e	Heikle Angelegenheit
zts2282e	Übermäßig besorgt
zts2283e	Ungutes Gefühl
zts2284e	Triff dich erneut mit Ragnar.
zts2285e	Bring das Essen zu Ragnar.
zts2286e	Zweifelhaftes Argument
zts2287e	Ragnars Streben
zts2288e	Gesetz des Dschungels
zts2289e	Friedensstifter
zts2290e	Vorarbeit
zts2291e	Vernichte alle Monster im Fafnir-Raid 5-mal.
zts2292e	Missverständnisse und Erklärungen
zts2293e	Bring das Geschenk zu Utegarda.
zts2294e	Riskiere dein Leben!
zts2295e	Das Ritual des Kriegers
zts2296e	Das Ritual des Kriegers (2)
zts2297e	Die Legende der Goten
zts2298e	Zu den Buschis aus der Legende
zts2299e	Gehe ins Dorf.
zts2300e	Der letzte Ausweg
zts2301e	Finde jemanden, der etwas über die Buschis aus der Legende weiß.
zts2302e	Der verborgene Hinweis
zts2303e	Sprich mit Yertirand.
zts2304e	Aufstellung!
zts2305e	Wenn es das nicht gibt, musst du es erschaffen
zts2306e	Sammle die Materialien.
zts2307e	Wenn es das nicht gibt, musst du es erschaffen (2)
zts2308e	Alibi
zts2309e	Alibi (2)
zts2310e	Erkunde diesen Ort.
zts2311e	Alibi (3)
zts2312e	Betrüger
zts2313e	Der zweite Auftrag
zts2314e	Schließe den Raid Schafsfarm erfolgreich ab.
zts2315e	Funktionsfähigkeitstest
zts2316e	Schließe den Raid "Meteor ausweichen" erfolgreich ab.
zts2317e	Teamworktest
zts2318e	Schließe den Raid Buschi-König-Verteidigung erfolgreich ab.
zts2319e	Verdiene dir die Anerkennung der Goten.
zts2320e	Triff dich mit dem Ältesten der Goten.
zts2321e	Sprich mit dem Ältesten der Goten.
zts2322e	Überzeugung
zts2323e	Verschwörung
zts2324e	Der verschwundene Yertirand
zts2325e	Gehe zu diesem Ort.
zts2326e	Der verschwundene Yertirand (2)
zts2327e	Der verschwundene Yertirand (3)
zts2328e	Informationsquelle
zts2329e	Sprich mit Jennifer.
zts2330e	Informationsquelle (2)
zts2331e	Reise nach Tart Hapendam.
zts2332e	Finde die Wache
zts2333e	Sprich mit der Wache.
zts2334e	Finde die Wache (2)
zts2335e	Reise zur Wüstenadlerstadt.
zts2336e	Händler
zts2337e	Sprich mit dem Händler.
zts2338e	Händler (2)
zts2339e	Händler (3)
zts2340e	Bring dem Händler die Eisblume.
zts2341e	Händler (4)
zts2342e	Bring dem Händler 200.000 Gold.
zts2343e	Hinterhof-Alchemistin
zts2344e	Sprich mit der Hinterhof-Alchemistin.
zts2345e	Hinterhof-Alchemistin (2)
zts2346e	Hinterhof-Alchemistin (3)
zts2347e	Bring der Hinterhof-Alchemistin alles, was sie benötigt.
zts2348e	Hinterhof-Alchemistin (4)
zts2349e	Umherziehender Alchemist
zts2350e	Sprich mit dem umherziehenden Alchemisten.
zts2351e	Umherziehender Alchemist (2)
zts2352e	Umherziehender Alchemist (3)
zts2353e	Umherziehender Alchemist (4)
zts2354e	Bring dem umherziehenden Alchemisten Münzen.
zts2355e	Umherziehender Alchemist (5)
zts2356e	Großer Ältester der Goten
zts2357e	Großer Ältester der Goten (2)
zts2358e	Großer Ältester der Goten (3)
zts2359e	Großer Ältester der Goten (4)
zts2360e	Malcolm Mix
zts2361e	Bring die Materialien zu Malcolm Mix.
zts2362e	Alles erledigt
zts2363e	Bring dem großen Ältesten der Goten die glänzende Pergamentrolle.
zts2364e	Zum vergessenen Turm
zts2365e	Zum vergessenen Turm (2)
zts2366e	Besiege Yertirand.
zts2367e	Zum vergessenen Turm (3)
zts2368e	Zum vergessenen Turm (4)
zts2369e	Der Untergang des Bösen
zts2370e	Besiege den verdorbenen Yertirand.
zts2371e	Das Ende der Reise
zts2372e	Der Anfang einer Versöhnung
zts2373e	Nach Walhalla
zts2374e	Sprich mit Barnis Seele.
zts2375e	Der Weg zur Aufgegebenen Katakombe
zts2376e	Bring Dr. Maunz 2.000.000 Gold.
zts2377e	Meistere die Kampfkunst
zts2378e	Besuche die Cuarry-Bibliothek
zts2379e	Erlerne die Kampfkunst
zts2380e	Sprich mit Lagerleiter Jerico
zts2381e	Grundausbildung für Kampfkünstler
zts2382e	Eigne dir die Geduld eines Kampfkünstlers an
zts2383e	Richtiges Training!
zts2384e	Erlerne den fortgeschrittenen Skill
zts2385e	Die vergessenen Veteranen
zts2386e	Untersuche die vergessenen Veteranen
zts2387e	Geh zum Nebelwald unterhalb der Steinklippe
zts2388e	Geh zur Erinnerungshöhle
zts2389e	Die Erinnerung des Veteranen
zts2390e	Neue Informationen
zts2391e	Gehe zur Cuarry-Bibliothek.
zts2392e	Sprich mit Tei Ken.
zts2393e	Mal der alten Meister
zts2394e	Der zweite Meister
zts2395e	Finde den zweiten Meister.
zts2396e	Finde heraus, wo sich Mystische Künste versteckt.
zts2397e	Mystischer Tempel
zts2398e	Drachenfaust vs. Mystische Künste
zts2399e	Lebe wohl, Mystische Künste!
zts2400e	Besiege die Monster des Winters.
zts2402e	Schließe den Raid von Schneemann Flocke und den Raid Verdächtiger Tiger 5-mal erfolgreich ab.
zts2403e	Amoras Geschichte
zts2404e	Gehe zu Commander Ray Ramos im Fernonvorposten.
zts2405e	Rays Bitte
zts2406e	Erstatte Ray Ramos Bericht.
zts2407e	Sprich mit Amora.
zts2408e	Suche Offizier Chris im Timespacestein.
zts2409e	Zutaten für den Kuchen besorgen (Osterevent)
zts2410e	Bring Eva Energy 10 geläuterte Eier.
zts2411e	Die Zutaten reichen nicht! (Osterevent)
zts2412e	Bring Soraya Style 10 geläuterte Eier.
zts2413e	Die Geschichte des Osterhasen (Osterevent)
zts2414e	Bring Schluri ein Stück Osterkuchen und höre dir die Geschichte des Osterhasen an.
zts2415e	Eine sonderbare Energie
zts2416e	Erfahre mehr über die sonderbare Energie.
zts2417e	Finde Meister Wolf.
zts2418e	Ein Treffen mit Meister Wolf
zts2419e	Der Kampf mit dem Alten roten Wolf
zts2420e	Meister Wolfs letzte Worte
zts2421e	Wie besessen
zts2422e	Erhalte die Questbelohnung.
zts2423e	Sprich mit Carven.
zts2424e	Die Suche nach dem Dämonenheiligtum
zts2425e	Finde die Rosendornhexe im zweiten Untergeschoss des Shanera Dungeons und sprich mit ihr.
zts2426e	Finde den hässlichen Speerkämpfer.
zts2427e	Besiege den hässlichen Speerkämpfer und erhalte Timespacestücke (Dämonenheiligtum).
zts2428e	Sprich mit Catlotte. Sie befindet sich in der Katzenstube im Tannenwald.
zts2429e	Die Geburt eines neuen Helden
zts2430e	Sprich mit Catlotte.
zts2431e	Erhalte den glänzenden Edelstein.
zts2432e	Begib dich an den nächsten Ort und besiege den grauenhaften Speerkämpfer.
zts2433e	Sprich mit Catlotte.
zts2434e	Die Quest des neuen Helden ist abgeschlossen.
zts2435e	Begib dich mithilfe des Timespacesteins (Dämonenheiligtum) zum Dämonenheiligtum-Timespace.
zts2436e	Der Grund für ihr Kommen
zts2437e	Sprich mit Proga, dem Anführer der Orks im Wüstenhafen Mortaz.
zts2438e	Auf zu neuen Ufern!
zts2439e	Sprich mit Proga am Wüstenhafen Mortaz, um zur Ork-Insel zu reisen.
zts2440e	Die Hafenwache
zts2441e	Sprich mit Perkichan am Hafen Morizios, um herauszufinden, was passiert ist.
zts2442e	Perkichans Sorge
zts2443e	Perkichan scheint dir etwas mitteilen zu wollen. Sprich am Hafen Morizios erneut mit ihm.
zts2444e	Den Strand säubern
zts2445e	Besiege die Monster am Strand, damit die Fischer in Ruhe ihrer Arbeit nachgehen können.
zts2446e	Nach getaner Arbeit
zts2447e	Kehre zurück zum Hafen Morizios und erstatte Perkichan Bericht.
zts2448e	Gaben für das Dorf
zts2449e	Sammle zuerst Eulenbär-Fleisch, um das Dorf betreten zu dürfen.
zts2450e	Sammle nun süße Äpfel.
zts2451e	Der Frische-Test
zts2452e	Zeige Taritus im Dorf Olorun das Eulenbär-Fleisch und die süßen Äpfel.
zts2453e	Der Ork-Häuptling
zts2454e	Sprich mit Häuptling Toffel im Dorf Olorun und gewinne sein Vertrauen.
zts2455e	Orkische Kriegerprüfung
zts2456e	Begib dich an den Ort, an dem die orkische Kriegerprüfung stattfindet.
zts2457e	Bestehst du die Prüfung, gewinnst du das Vertrauen des Häuptlings.
zts2458e	Du hast die Prüfung bestanden. Geh nun zu Toffel und sprich mit ihm.
zts2459e	Hauptmann der Wache
zts2460e	Liatiz, der Hauptmann der Wache, braucht deine Hilfe. Begib dich zum nördlichen Portal im Dorf Olorun.
zts2461e	Kundschafterin in Nöten
zts2462e	Suche nach der Kundschafterin Tatika beim Verseuchten Pfad.
zts2463e	Rettung naht!
zts2464e	Tatika ist von Monstern umzingelt. Eile ihr zu Hilfe und besiege die Monster.
zts2465e	Der vermisste Kundschafter
zts2466e	Erfahre von Tatika, was geschehen ist.
zts2467e	Die Suche nach dem Kundschafter
zts2468e	Suche Logtas, den anderen Kundschafter.
zts2469e	Die unheimliche Höhle
zts2470e	Erkunde die unheilvolle Höhle.
zts2471e	Die Macht des Bösen
zts2472e	In der Höhle ist eine böse Energie zu spüren. Finde ihren Ursprung.
