zts1e	Entraînement pour aventurier novice
zts2141e	Élimine les lanciers horribles ! (Quête journalière)
zts2142e	Élimine 5 lanciers horribles à Infernium.
zts2143e	Élimine Tallion ! (Quête journalière)
zts2144e	Élimine 5x Tallion à Infernium.
zts2145e	Élimine Rément ! (Quête journalière)
zts2146e	Élimine 5x Rément à Infernium.
zts2147e	Élimine Ismatte (quête journalière)
zts2148e	Élimine 5x Ismatte à Infernium.
zts2149e	Élimine Bacoum (quête journalière)
zts2150e	Élimine 5x Bacoum à Infernium.
zts2151e	Termine 1 fois le raid de Sire Draco.
zts2152e	Des retrouvailles inattendues
zts2153e	Va parler à l'âme de Barni.
zts2154e	Les causes
zts2155e	Écoute l'histoire de Barni.
zts2156e	La messagère des dieux
zts2157e	Trouve l'ange vengeur, la messagère des dieux.
zts2158e	L'épreuve du guerrier
zts2159e	Élimine des loups au Mont Krem.
zts2160e	L'épreuve du guerrier (2)
zts2161e	Élimine les terribles guerpards près du Temple Fernon.
zts2162e	L'épreuve du guerrier (3)
zts2163e	Élimine les ennemis les plus puissants.
zts2164e	Reconnaissance
zts2165e	Va parler à Frigg.
zts2166e	Camarade de combat
zts2167e	Nouvelle rencontre (2)
zts2168e	Va parler à Ragnar.
zts2169e	Dettes de jeu
zts2170e	Dettes de jeu (2)
zts2171e	Avaler la pilule
zts2172e	Acquitte-toi des dettes de jeu de Ragnar.
zts2173e	Allié ou ennemi ?
zts2174e	Prêt !
zts2175e	Prêt à partir
zts2176e	Récupère des plumes d'ange.
zts2177e	Prêt à partir (2)
zts2178e	Élimine 3 ennemis à la Couronne de glace.
zts2179e	Début du périple
zts2180e	Négociations
zts2181e	Mission ardue
zts2182e	Va parler à Théodor Topp.
zts2183e	Réserve de métal
zts2184e	Récupère de l'acier dans les mines.
zts2185e	Poulet gigantesque
zts2186e	Élimine des coqs de combat géants à l'Entrée de Fernon.
zts2187e	Libérer la voie de transport
zts2188e	Élimine les monstres du Mont Krem.
zts2189e	Libérer la voie de transport (2)
zts2190e	Élimine les monstres de la Couronne de glace.
zts2191e	Halte au voleur !
zts2192e	Élimine des wollets dans l'Érablière.
zts2193e	Animosité
zts2194e	Réussis 3 fois le raid du roi poulet.
zts2195e	Animosité (2)
zts2196e	Réussis 3 fois le raid de la mère Cuby.
zts2197e	Animosité (3)
zts2198e	Réussis 3 fois le raid de ginseng.
zts2199e	Animosité (4)
zts2200e	Réussis 3 fois le raid de Castra obscur.
zts2201e	Régler des dettes
zts2202e	Je garde un œil sur toi !
zts2203e	Poursuite du périple
zts2204e	Nouvelle rencontre (1)
zts2205e	Naissance de la légende
zts2206e	Retour
zts2207e	En route pour Midgard
zts2208e	En souvenir
zts2209e	En route pour Midgard
zts2210e	Viking et ange vengeur
zts2211e	Midgard
zts2212e	Mage viking
zts2213e	Pars à la recherche du mage viking !
zts2214e	Malentendu
zts2215e	Va parler à Erdimine.
zts2216e	Malentendu (2)
zts2217e	Malentendu (3)
zts2218e	Étude de terrain
zts2219e	Va trouver un indice à Midgard.
zts2220e	Masque familier
zts2221e	Élimine les monstres pour obtenir un indice.
zts2222e	En route pour le désert
zts2223e	En route pour les environs du port
zts2224e	À la recherche de l'indice
zts2225e	Périple dans le désert
zts2226e	La loi du plus fort
zts2227e	Élimine les voleurs du désert.
zts2228e	En quête d'informations
zts2229e	Une fois de plus
zts2230e	Va parler à Tom, le garde du port.
zts2231e	Va parler au président Noah.
zts2232e	Indice (2)
zts2233e	Élimine les monstres.
zts2234e	Indice (3)
zts2235e	Indice (4)
zts2236e	Pars à la recherche de l'indice.
zts2237e	Pars à la recherche de l'indice (2).
zts2238e	Chef des voleurs du désert
zts2239e	Rends-toi au Temple d'Aster.
zts2240e	Jeu de cache-cache
zts2241e	Réussis 1 fois le raid de la bande des voleurs.
zts2242e	Jeu de cache-cache (2)
zts2243e	Réussis 3 fois le raid de la bande des voleurs.
zts2244e	Jeu de cache-cache (3)
zts2245e	Réussis 10 fois le raid de la bande des voleurs.
zts2246e	Vers Jotunn
zts2247e	Va parler à Utegarda.
zts2248e	Goths
zts2249e	Fureteur
zts2250e	Fureteur (2)
zts2251e	Va parler au fureteur.
zts2252e	Aide à fabriquer la tenue du fureteur.
zts2253e	Aide à fabriquer la tenue du fureteur (2).
zts2254e	Récupère du matériel de fabrication pour la tenue du fureteur.
zts2255e	Que s'est-il passé dans la ville des Vikings ?
zts2256e	Toute l'histoire
zts2257e	La vérité révélée
zts2258e	Lueur d'espoir
zts2259e	Mets-leur la pâtée !
zts2260e	Vengeance
zts2261e	Réussis 3 fois le raid de Fafnir.
zts2262e	Malentendu tragique
zts2263e	La faille
zts2264e	Rends-toi là-bas.
zts2265e	Clé du Château Aria
zts2266e	Récupère du matériel pour la clé.
zts2267e	Formation
zts2268e	Réussis le raid.
zts2269e	Poitrine de porc
zts2270e	Récupère de la poitrine de porc et une bonne boisson.
zts2271e	Poitrine de porc fumée
zts2272e	Fais griller la poitrine de porc crue.
zts2273e	La destruction des monstres
zts2274e	Élimine les monstres.
zts2275e	De la nourriture stimulant l'endurance
zts2276e	Récupère de la bave visqueuse.
zts2277e	Masque familier
zts2278e	Indice (1)
zts2279e	La réponse
zts2280e	Va parler à Frigg.
zts2281e	Une situation délicate
zts2282e	Trop préoccupé
zts2283e	Un mauvais pressentiment
zts2284e	Va voir Ragnar encore une fois.
zts2285e	Apporte de la nourriture à Ragnar.
zts2286e	Un argument douteux
zts2287e	L'ambition de Ragnar
zts2288e	La loi de la jungle
zts2289e	Le diplomate
zts2290e	Préparatifs
zts2291e	Élimine tous les monstres 5 fois dans le raid de Fafnir.
zts2292e	Des malentendus et des explications
zts2293e	Apporte le cadeau à Utegarda.
zts2294e	Risque ta vie !
zts2295e	Le rituel du guerrier
zts2296e	Le rituel du guerrier (2)
zts2297e	La légende des Goths
zts2298e	Les Ratufus de la légende
zts2299e	Rends-toi au village.
zts2300e	La dernière issue
zts2301e	Trouve quelqu'un qui en sait plus sur les Ratufus de la légende.
zts2302e	Le conseil caché.
zts2303e	Parle avec Yertirand.
zts2304e	Installation !
zts2305e	Si ça n'existe pas, il faut le créer
zts2306e	Récupère les matériaux.
zts2307e	Si ça n'existe pas, il faut le créer (2)
zts2308e	Alibi
zts2309e	Alibi (2)
zts2310e	Découvre cet endroit.
zts2311e	Alibi (3)
zts2312e	Escroc
zts2313e	La deuxième mission
zts2314e	Réussis le raid de la Ferme des moutons.
zts2315e	Test de bon fonctionnement
zts2316e	Réussis le raid « Éviter le météore ».
zts2317e	Test de travail d'équipe
zts2318e	Réussis le raid du roi des Ratufus.
zts2319e	Gagne la reconnaissance des Goths.
zts2320e	Rencontre l'Ancien des Goths.
zts2321e	Parle avec l'Ancien des Goths.
zts2322e	Conviction
zts2323e	Conspiration
zts2324e	Yertirand a disparu
zts2325e	Rends-toi là-bas.
zts2326e	Yertirand a disparu (2)
zts2327e	Yertirand a disparu (3)
zts2328e	Source d'information
zts2329e	Parle avec Jennifer.
zts2330e	Source d'information (2)
zts2331e	Rends-toi à Tart Hapendam.
zts2332e	Trouve la garde
zts2333e	Parle avec la garde.
zts2334e	Trouve la garde (2)
zts2335e	Rends-toi à la Cité des aigles du désert.
zts2336e	Marchand
zts2337e	Parle avec le marchand.
zts2338e	Marchand (2)
zts2339e	Marchand (3)
zts2340e	Apporte la fleur de glace au marchand.
zts2341e	Marchand (4)
zts2342e	Apporte 200 000 pièces d'or au marchand.
zts2343e	Alchimiste d'arrière-cour
zts2344e	Parle avec l'alchimiste d'arrière-cour.
zts2345e	Alchimiste d'arrière-cour (2)
zts2346e	Alchimiste d'arrière-cour (3)
zts2347e	Apporte à l'alchimiste d'arrière-cour tout ce dont elle a besoin.
zts2348e	Alchimiste d'arrière-cour (4)
zts2349e	Alchimiste vagabond
zts2350e	Parle à l'alchimiste vagabond.
zts2351e	Alchimiste vagabond (2)
zts2352e	Alchimiste vagabond (3)
zts2353e	Alchimiste vagabond (4)
zts2354e	Apporte des pièces à l'alchimiste vagabond.
zts2355e	Alchimiste vagabond (5)
zts2356e	Grand doyen des Goths
zts2357e	Grand doyen des Goths (2)
zts2358e	Grand doyen des Goths (3)
zts2359e	Grand doyen des Goths (4)
zts2360e	Malcolm Mix
zts2361e	Apporte les matériaux à Malcolm Mix.
zts2362e	Tout est terminé
zts2363e	Apporte le parchemin lumineux au grand doyen des Goths.
zts2364e	Vers la Tour oubliée
zts2365e	Vers la Tour oubliée (2)
zts2366e	Élimine Yertirand.
zts2367e	Vers la Tour oubliée (3)
zts2368e	Vers la Tour oubliée (4)
zts2369e	La chute du mal
zts2370e	Élimine Yertirand corrompu.
zts2371e	La fin du voyage
zts2372e	Le début d'une réconciliation
zts2373e	Vers le Valhala
zts2374e	Va parler à l'âme de Barni.
zts2375e	Le chemin menant aux Catacombes abandonnées
zts2376e	Apporte 2 000 000 de pièces d'or au Dr Miaou.
zts2377e	Maîtrise les arts martiaux
zts2378e	Rends-toi dans les Archives Cuarry
zts2379e	Apprend les arts martiaux
zts2380e	Parle au chef de camp Jérico
zts2381e	Formation de base pour Artiste martial
zts2382e	Apprends à être aussi patient qu'un Artiste martial
zts2383e	Formation à fond !
zts2384e	Apprends la compétence avancée
zts2385e	Les vétérans oubliés
zts2386e	Fais des recherches sur les vétérans oubliés
zts2387e	Rends-toi dans le Bois brumeux sous la Falaise rocheuse.
zts2388e	Rends-toi dans la Grotte mémoire
zts2389e	La mémoire des vétérans
zts2390e	De nouvelles informations
zts2391e	Rends-toi aux Archives Cuarry
zts2392e	Parle à Tei Ken.
zts2393e	Marque des anciens maîtres
zts2394e	Le deuxième maître
zts2395e	Trouve le deuxième maître.
zts2396e	Découvre où se cache Arts mystiques.
zts2397e	Temple mystique
zts2398e	Drakenfer contre Arts mystiques
zts2399e	Adieu, Arts mystiques !
zts2400e	Élimine les monstres de l'hiver.
zts2402e	Termine avec succès le raid de Flocon, Bonhomme de neige et le raid Tigre suspect 5 fois.
zts2403e	L'histoire de Cupidia
zts2404e	Rends-toi auprès du commandant Ray Ramos à l'Entrée de Fernon.
zts2405e	La demande de Ray
zts2406e	Va faire ton rapport à Ray Ramos.
zts2407e	Parle à Cupidia.
zts2408e	Recherche l'officier Chris dans la pierre d'espace-temps.
zts2409e	Se procurer les ingrédients pour le gâteau (évènement de Pâques)
zts2410e	Apporte 10 œufs purifiés à Eva Energy
zts2411e	Il n'y a pas assez d'ingrédients ! (Évènement de Pâques)
zts2412e	Apporte 10 œufs purifiés à Soraya Style.
zts2413e	L'histoire du lapin de Pâques (évènement de Pâques)
zts2414e	Apporte une part de gâteau de Pâques à Slugg et écoute-le raconter l'histoire du lapin de Pâques.
zts2415e	Une énergie insolite
zts2416e	Apprends-en plus sur l'énergie insolite.
zts2417e	Trouve le Maître loup.
zts2418e	À la rencontre du Maître loup
zts2419e	Combat du vieux loup roux
zts2420e	Les dernières paroles de Maître loup
zts2421e	Une affaire de possession
zts2422e	Reçois la récompense de quête.
zts2423e	Parle à Carven.
zts2424e	À la recherche du Sanctuaire démoniaque
zts2425e	Trouve la sorcière rosépine au deuxième sous-sol du Cachot de Shanera et parle-lui.
zts2426e	Trouve le lancier laid.
zts2427e	Élimine le lancier laid et reçois des morceaux d'espace-temps (Sanctuaire démoniaque).
zts2428e	Parle à Catlotte. Elle se trouve dans la Salle du chat de la Sapinière.
zts2429e	La naissance d'un nouveau héros
zts2430e	Parle à Catlotte.
zts2431e	Reçois la pierre précieuse scintillante.
zts2432e	Rends-toi à ta prochaine destination et élimine le lancier horrible.
zts2433e	Parle à Catlotte.
zts2434e	La quête du nouveau héros est terminée.
zts2435e	À l'aide de la pierre d'espace-temps, (Sanctuaire démoniaque) rends-toi dans l'espace-temps du Sanctuaire démoniaque.
zts2436e	La raison de sa venue
zts2437e	Parle à Proga, le chef des orcs du Port désertique de Mortaz.
zts2438e	Vers de nouveaux horizons !
zts2439e	Parle à Proga au Port désertique de Mortaz pour voyager vers l'île des Orcs.
zts2440e	La garde du port
zts2441e	Parle à Perkichan au Port de Mourice pour découvrir ce qui s'est passé.
zts2442e	L'inquiétude de Perkichan
zts2443e	On dirait que Perkichan veut te dire quelque chose. Parle à nouveau avec lui au Port de Mourice.
zts2444e	Nettoyer la plage
zts2445e	Élimine les monstres sur la plage pour que les pêcheurs puissent travailler en paix.
zts2446e	Un travail bien fait
zts2447e	Retourne au Port de Mourice et fais ton rapport à Perkichan.
zts2448e	Des dons pour le village
zts2449e	Récupère d'abord de la viande de hibours pour pouvoir entrer dans le village.
zts2450e	Récupère des pommes sucrées.
zts2451e	Le test frais
zts2452e	Montre la viande de hibours et les pommes sucrées à Taritus au Village Olorune.
zts2453e	Le chef orc
zts2454e	Parle au chef Toufle au Village Olorune et gagne sa confiance.
zts2455e	L'épreuve des guerriers orcs
zts2456e	Rends-toi là où l'épreuve des guerriers orcs a lieu.
zts2457e	Si tu réussis l'épreuve, tu gagneras la confiance du chef.
zts2458e	Tu as réussi l'épreuve. Va voir Toufle et parle-lui.
zts2459e	Capitaine de la garde
zts2460e	Liatiz, le capitaine de la garde, a besoin de ton aide. Rends-toi au portail nord au Village Olorune.
zts2461e	Une exploratrice en détresse
zts2462e	Cherche l'exploratrice Tatika au Chemin contaminé.
zts2463e	Le sauvetage approche !
zts2464e	Tatika est cernée par des monstres. Accoure à son aide et élimine les monstres.
zts2465e	L'explorateur perdu
zts2466e	Demande à Tatika ce qui s'est passé.
zts2467e	La recherche de l'explorateur
zts2468e	Cherche Logtas, l'autre explorateur.
zts2469e	La grotte sinistre
zts2470e	Explore la grotte sinistre.
zts2471e	Le pouvoir du mal
zts2472e	On ressent une énergie maléfique dans la grotte. Trouve son origine.
zts2473e	Rapport de mission
zts2474e	Tu as éliminé l'obélisque, mais tu n'as pas pu continuer à aider Logtas. Fais ton rapport à Liatiz sur ce qui est arrivé à Logtas.
zts2475e	De tristes nouvelles
zts2476e	Apporte la lettre de Logtas à sa femme au Village Olorune.
zts2477e	Des plats funéraires
zts2478e	Récupère de la nourriture pour les funérailles au Village Olorune.
zts2479e	Un repas équilibré
zts2480e	Récupère de la viande de hibours pour les funérailles.
zts2481e	Récupère des baies des falaises pour les funérailles.
zts2482e	Apporte la nourriture récupérée à Itura au Village Olorune.
zts2483e	Les funérailles orcs
zts2484e	Apporte la nourriture à la femme de Logtas au Village Olorune.
zts2485e	Les funérailles d'un frère
zts2486e	Raconte la mort et les funérailles de Logtas à son frère.
zts2487e	Un après l'autre
zts2488e	Rends-toi à la ferme à l'extérieur du village et trouve le coffre des armes.
zts2489e	Élimine d'abord les monstres de la ferme avant d'aller chercher le coffre d'armes.
zts2490e	Recyclage
zts2491e	Récupère les coffres d'armes abandonnés.
zts2492e	Apporte les coffres d'armes à Martas au Village Olorune.
zts2493e	Bonne pêche !
zts2494e	Itura a besoin de ton aide. Rends-toi au Village Olorune et parle-lui.
zts2495e	Parle à Proga, le chef des pêcheurs du Port de Mourice, pour découvrir ce qui se passe.
zts2496e	Des pêcheurs ont disparu sur la plage. Rends-toi là-bas et cherche des indices.
zts2497e	Où sont les pêcheurs ?
zts2498e	Recherche les traces des pêcheurs.
zts2499e	Le destin des pêcheurs
zts2500e	Fais ton rapport à Proga au Port de Mourice concernant la mort des pêcheurs et le monstre énorme.
zts2501e	Livraison de poissons
zts2502e	Parle de la grotte à Itura au Village Olorune et rapporte-lui pourquoi les poissons n'ont pas été livrés.
zts2503e	La demande du paysan
zts2504e	Kantrok le paysan aimerait te demander quelque chose. Rends-toi au Village Olorune et parle-lui.
zts2505e	Le paysan disparu
zts2506e	Suis les traces de Kuyantrok.
zts2507e	C'est l'horreur !
zts2508e	Le paysan est attaqué par des esprits. Élimine-les !
zts2509e	Demande au paysan pourquoi il se trouve au Bois des esprits.
zts2510e	Kuyantrok, le paysan
zts2511e	Demande à Kantrok si son frère est bien revenu sain et sauf.
zts2512e	Des esprits fous
zts2513e	Le paysan raconte que les esprits sont inhabituellement agressifs. Va demander conseil au chef Toufle au Village Olorune.
zts2514e	Le chef a dit que le maître sorcier connaît la raison du comportement des esprits. Parle à Thrull au Village Olorune.
zts2515e	Invocation du roi des esprits
zts2516e	Récupère des matériaux pour les apporter au roi des esprits sur l'autel du Bois des esprits.
zts2517e	Sacrifie les matériaux sur l'autel. (Mission de raid)
zts2518e	La recherche du roi des bêtes
zts2519e	Demande à Rigtas, le garde à la Grotte des bêtes, où se trouve le roi des bêtes.
zts2520e	En es-tu digne ?
zts2521e	Élimine les monstres pour prouver ta puissance.
zts2522e	Tu as passé le test. Demande à Rigtas où le roi des bêtes se trouve.
