zts1e	새로운아이템
zts8856e	캡틴 코스튬 카드 조각.[n]연합 함선 맵에 있는 캡틴 잭스패논에게[n]캡틴 코스튬 카드 조각 5개와 5천 골드를 가져가면 겜블을 할 수 있다.[n][주의 사항][n]이 아이템은 이벤트 종료 시 사라진다.[n]
zts8857e	캡틴 코스튬 카드 조각.[n]연합 함선 맵에 있는 캡틴 잭스패논에게[n]캡틴 코스튬 카드 조각 1개와 5000 골드를 가져가면 겜블을 할 수 있다.[n][주의 사항][n]이 아이템은 이벤트 종료 시 사라진다.[n]
zts8858e	신참 모험자 지원 세트(JP)
zts8859e	특별한 아이템이 들어 있는 상자[n]상자를 열면 다음 아이템을 모두 획득한다.[n][얻을 수 있는 아이템][n]타로카드 [태양] 1개[n]1회용 라이더 스크롤 (이벤트) 99개[n]가방 10일 패키지(이벤트) 1개[n]축복 10개 패키지(이벤트) 1개[n]블루마린 코스튬(1일) 1개[n]블루세일러 코스튬(1일) 1개[n]
zts8860e	복귀 모험자 지원 세트(JP)
zts8861e	특별한 아이템이 들어 있는 상자[n]상자를 열면 다음 아이템을 모두 획득한다.[n][얻을 수 있는 아이템][n]1회용 라이더 스크롤 (이벤트) 99개[n]축복 10개 패키지(이벤트) 1개[n]가방 10일 패키지(이벤트) 1개[n]토리토리 옷(3일) 1개[n]포인트 초기화 물약(경품용) 1개[n]타로카드 [죽음] 1개[n]타로카드 [태양] 1개[n]
zts8862e	속성 페어리 세트(JP)
zts8863e	특별한 아이템이 들어 있는 상자[n]상자를 열면 다음 아이템을 모두 획득한다.[n][얻을 수 있는 아이템][n]빛속성 페어리(30%) 1개[n]불속성 페어리(30%) 1개[n]어둠속성 페어리(30%) 1개[n]물속성 페어리(30%) 1개[n]
zts8864e	잭스패논의 고급 보물상자
zts8865e	캡틴 토리 구슬과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]캡틴 토리 구슬 1개[n]곰인형 옷(영구) 1개[n]곰인형 모자(영구) 1개[n]무에타이 토리 펫 구슬 1개[n]펫 슬롯 확장 구슬 1개[n]성별변경 마법램프 1개[n]프리미엄 메달(30일) 1개[n]빛나는 맑은 영혼 3 개[n]토리토리 허수아비 70개[n]프로즌 변신 스크롤 30개[n]
zts8866e	잭스패논의 작은 보물상자
zts8867e	캡틴 토리 구슬과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]캡틴토리 구슬 1개[n]무에타이 토리 펫 구슬 1개[n]캐빈 스킨 1개[n]레인 스킨 1개[n]킁 스킨 1개[n]빛나는 맑은 영혼 1개[n]프리미엄 메달(10일) 1개[n]똑똑한 펫먹이 2개[n]최고급 펫먹이 5개[n]파트너용 탕약 5개[n]
zts8868e	마법 빗자루 랜덤박스(태국)
zts8869e	마법 빗자루 상자와 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]마법 빗자루 상자 1개[n]레어상승부적 1개[n]마법 오픈카 상자 1개[n]튜리크 1개[n]안셀로안의 축복 10개[n]페어리 부스터 10개[n]장비 보호 스크롤 3개[n]강력한 전체 회복제 99[n]
zts8870e	퍼니 펫 팩(말련)
zts8871e	여러 종류의 토리 구슬들과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]감기걸린토리 구슬 1개[n]아쿠아토리 구슬 1개[n]무에타리 토리 펫 구슬 1개[n]축구토리 구슬 1개[n]심판토리 구슬 1개[n]브리키노이드 구슬 1개[n]천사의 날개 60개[n]빛나는 하늘색 보석 15개[n]노란색 수정원석 99개[n]강력한 HP 회복제 99개[n]강력한 MP 회복제 99개[n]우정의 날개 30개[n]안셀로안의 축복 3개[n]
zts8872e	이코노믹 라이딩 박스(말련)
zts8873e	마법 스쿠터 상자와 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]마법 스쿠터 상자 1개[n]1회용 라이더 스크롤 20개[n]라이더 부스터 30개[n]매우큰 전체 회복제 99개[n]우정의 날개 10개[n]고정 말풍선 10개[n]방어력 상승 물약 50개[n]공격력 상승 물약 50개[n]에너지 상승 물약 50개[n]경험치 상승 물약 30개[n]파이어 윙 1개[n]강력한 전체 회복제 99개[n]빛나는 보라색 보석 50개[n]푸른색 수정원석 15개[n]라면땅 99개[n]치즈 롤 샌드위치 99개[n]
zts8874e	미스터리 라이딩 박스(말련)
zts8875e	마법 융단 상자와 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]마법 융단 상자 1개[n]1회용 라이더 스크롤 20개[n]라이더 부스터 30개[n]매우큰 전체 회복제 99개[n]우정의 날개 10개[n]고정 말풍선 10개[n]방어력 상승 물약 50개[n]공격력 상승 물약 50개[n]에너지 상승 물약 50개[n]경험치 상승 물약 30개[n]파이어 윙 1개[n]강력한 전체 회복제 99개[n]빛나는 보라색 보석 50개[n]푸른색 수정원석 15개[n]라면땅 99개[n]치즈 롤 샌드위치 99개[n]
zts8876e	럭셔리 라이딩 박스(말련)
zts8877e	마법 오픈카 상자와 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]마법 오픈카 상자 1개[n]1회용 라이더 스크롤 20개[n]라이더 부스터 30개[n]매우큰 전체 회복제 99개[n]우정의 날개 10개[n]고정 말풍선 10개[n]방어력 상승 물약 50개[n]공격력 상승 물약 50개[n]에너지 상승 물약 50개[n]경험치 상승 물약 30개[n]파이어 윙 1개[n]강력한 전체 회복제 99개[n]빛나는 보라색 보석 50개[n]푸른색 수정원석 15개[n]라면땅 99개[n]치즈 롤 샌드위치 99개[n]
zts8878e	마법 빗자루 럭키 박스(말련)
zts8879e	마법 빗자루 상자와 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]마법 빗자루 상자 1개[n]하급 카드 보호스크롤 2개[n]상급 카드 보호스크롤 1개[n]라이더 부스터 30개[n]펫 보관용 구슬 1개[n]페어리 부스터 5개[n]매우큰 전체 회복제 99개[n]우정의 날개 30개[n]안셀로안의 축복 3개[n]지름신의 축복 부적 1개[n]
zts8880e	캡틴 토리 랜덤 박스(말련)
zts8881e	4대 속성의 캡틴 토리 구슬과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]캡틴 토리(불) 구슬 1개[n]캡틴 토리(물) 구슬 1개[n]캡틴 토리(빛) 구슬 1개[n]캡틴 토리(어둠) 구슬 1개[n]펫 이름표 2개[n]펫 보관용 구슬 1개[n]펫의 배달바구니 30일 1개[n]펫의 배달바구니 60일 1개[n]최고급 펫먹이 3개[n]펫 슬롯 확장구슬 1개[n]똑똑한 펫먹이 1개[n]파트너의 배낭 30일 1개[n]파트너용 탕약 3개[n]
zts8882e	잊혀진 영웅의 손길이 남아있는 지팡이[n]
zts8883e	마법 낙타 스크롤
zts8884e	아이템을 사용하면 마법 낙타 라이더로 변신 한다.[n]변신 성공시 1개를 소모한다.[n]사막지역에서 약간 빨라지며 다른 지역에서는 그리 빠르지 않다.[n][변신해제 방법][n]라이더 변신 상태에서 1회용 라이더 변신 스크롤을 다시 사용하면[n]아이템 소모 없이 변신이 해제된다.[n]변신 상태에서 사망하거나 접속을 해제해도 변신이 해제된다.[n]
zts8885e	이상한 문양의 펜던트
zts8886e	수수께끼의 여행자가 사라진 자리에 있던 펜던트.[n]
zts16360e	캡틴 토리 랜덤박스(대만)
zts16361e	4대 속성의 캡틴 토리 구슬과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]캡틴 토리(물) 구슬 1개[n]캡틴 토리(불) 구슬 1개[n]캡틴 토리(빛) 구슬 1개[n]캡틴 토리(어둠) 구슬 1개[n]등급고정 해제 스크롤 5개[n]실로안의 샘물 99개[n]향긋한 향수 50개[n]모험가의 배낭 30일 1개[n]장비 보호 스크롤 2개[n]안셀로안의 축복 3개[n]생산량 2배 쿠폰 10개[n]봉인항아리 30개[n]
zts16362e	캡틴 토리 랜덤박스(태국)
zts16363e	4대 속성의 캡틴 토리 구슬과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]캡틴 토리(물) 구슬 1개[n]캡틴 토리(불) 구슬 1개[n]캡틴 토리(빛) 구슬 1개[n]캡틴 토리(어둠) 구슬 1개[n]레어상승부적 1개[n]블루세일러 모자(영구) 1개[n]블루세일러 코스튬(영구) 1개[n]블루마린 모자(영구) 1개[n]블루마린 코스튬(영구) 1개[n]똑똑한 펫먹이 1개[n]안셀로안의 축복 13개[n]수호신의 축복 13개[n]천사의 날개 3개[n]
zts16364e	애꾸눈 캡틴 쿵펜 보물상자(중국)
zts16365e	캡틴 토리 구슬과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]캡틴 토리 구슬 1개[n]아쿠아토리 보물상자 1개[n]공격등급 부적 1개[n]방어등급 부적 1개[n]초승달의 수정 5개[n]중간 스페셜 충전제 10개[n]강력한 전체 회복제 10개[n]소울젬 10개[n]피자 한조각 30개[n]전투조합 치료제(소) 1개[n]펫의 배달바구니 10일 1개[n]안셀로안의 축복 1개[n]장비 보호 스크롤 1개[n]향긋한 향수 1개[n]천사의 날개 10개[n]
zts16366e	노스냐옹의 보물상자
zts16367e	노스테일의 모험가에게 노스냐옹이 드리는 특별한 보물상자[n]상자를 열면 자신의 직업에 맞는 장비 아이템을 획득할 수 있다.[n]
zts16368e	파워셀러 메달 (30일)(이벤트)
zts16369e	프리미엄 메달 (30일)(이벤트)
zts16370e	장비 보호 스크롤(이벤트)
zts16371e	등급고정 해제 스크롤(이벤트)
zts16372e	실로안의 샘물(이벤트)
zts16373e	성장의 묘약(이벤트)
zts16374e	노스꼬닭의 선물상자
zts16375e	노스꼬닭의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]토리토리 구슬 1개[n]프리미엄 메달(30일)(이벤트) 1개[n]파워셀러 메딜(30일)(이벤트) 1개[n]큰 창고(30일) 1개[n]안셀로안의 축복(이벤트) 5개[n]1회용 라이더 스크롤(이벤트) 20개[n]성장의 묘약(이벤트) 30개[n]전투식량(이벤트) 99개[n]
zts16376e	노스백양의 선물상자
zts16377e	노스백양의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]1회용 라이더 스크롤(이벤트) 20개[n]성장의 묘약(이벤트) 30개)[n]전투식량(이벤트) 99개[n]실로안의 샘물(이벤트) 30개[n]
zts16378e	노스여우의 선물상자
zts16379e	노스여우의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]1회용 라이더 스크롤(이벤트) 20개[n]성장의 묘약(이벤트) 30개)[n]전투식량(이벤트) 99개[n]실로안의 샘물(이벤트) 30개[n]빛나는 녹색 영혼 10개[n]천사의 날개 15개[n]
zts16380e	노스늑대의 선물상자
zts16381e	노스늑대의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]장비 보호 스크롤(이벤트) 5개[n]등급고정 해제 스크롤(이벤트) 2개[n]1회용 라이더 스크롤(이벤트) 20개[n]실로안의 샘물(이벤트) 30개[n]빛나는 붉은 영혼 5개[n]천사의 날개 99개[n]
zts16382e	노스레빗의 선물상자
zts16383e	노스레빗의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]봉인항아리(이벤트) 10개[n]1회용 라이더 스크롤(이벤트) 20개[n]실로안의 샘물(이벤트) 30개[n]빛나는 맑은 영혼 2개[n]천사의 날개 90개[n]
zts16384e	노스토리의 선물상자
zts16385e	노스토리의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]장비 보호 스크롤(이벤트) 5개[n]등급고정 해제 스크롤(이벤트) 2개[n]실로안의 샘물(이벤트) 99개[n]빛나는 맑은 영혼 5개[n]천사의 날개 99개[n]
zts16386e	우정의 날개(이벤트)
zts16387e	똑똑한 펫먹이(이벤트)
zts16388e	펫 이름표(이벤트)
zts16389e	파트너용 탕약(이벤트)
zts16390e	전투식량(이벤트)
zts16391e	노스백양의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]1회용 라이더 스크롤(이벤트) 20개[n]성장의 묘약(이벤트) 30개[n]전투식량(이벤트) 99개[n]실로안의 샘물(이벤트) 30개[n]
zts16392e	노스여우의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]1회용 라이더 스크롤(이벤트) 20개[n]성장의 묘약(이벤트) 30개[n]전투식량(이벤트) 99개[n]실로안의 샘물(이벤트) 30개[n]빛나는 녹색 영혼 10개[n]천사의 날개 15개[n]
zts16393e	노스레빗의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]봉인항아리(이벤트) 10개[n]1회용 라이더 스크롤(이벤트) 20개[n]실로안의 샘물(이벤트) 30개[n]빛나는 맑은 영혼 1개[n]천사의 날개 90개[n]
zts16394e	노스토리의 선물 상자[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템 목록][n]장비 보호 스크롤(이벤트) 5개[n]등급고정 해제 스크롤(이벤트) 2개[n]실로안의 샘물(이벤트) 99개[n]빛나는 맑은 영혼 1개[n]천사의 날개 99개[n]
zts16395e	토리토리 구슬(이벤트)
zts16396e	캡틴 토리 랜덤박스(홍콩)
zts16397e	4대 속성의 캡틴 토리 구슬과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]캡틴 토리(물) 구슬 1개[n]캡틴 토리(불) 구슬 1개[n]캡틴 토리(빛) 구슬 1개[n]캡틴 토리(어둠) 구슬 1개[n]스페셜 카드 캐리어 1개[n]영혼 부활석 1개[n]포인트 초기화 물약 1개[n]안셀로안의 축복 3개[n]수호신의 축복 5개[n]천사의 날개 99개[n]지름신의 축복 부적 1개[n]타로카드 팩 2개[n]향긋한 향수 5개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 1개[n]하급 카드 보호스크롤 2개[n]
zts16398e	캡틴 토리 랜덤박스(유럽)
zts16399e	4대 속성의 캡틴 토리 구슬과 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][얻을 수 있는 아이템][n]캡틴 토리(물) 구슬 1개[n]캡틴 토리(불) 구슬 1개[n]캡틴 토리(빛) 구슬 1개[n]캡틴 토리(어둠) 구슬 1개[n]펫의 배달바구니 30일 1개[n]우정의 날개 40개[n]중간 스페셜 충전제 1개[n]등급고정 강화부적 1개[n]수호신의 축복 16개[n]타로카드 팩 1개[n]페어리 부스터 10개[n]봉인항아리 14개[n]
zts16400e	커플 패키지A(중국)
zts16401e	커플 패키지B(중국)
zts16402e	특별한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 아이템들을 모두 획득한다.[n][아이템목록][n]큐피드의 화살 1개[n]웨딩 의상(30일) 2개[n]웨딩 모자(30일) 2개[n]연발 폭죽 20개[n]분수 폭죽(황) 20개[n]하트 폭죽(적) 20개[n][참고][n]웨딩 모자와 의상은 착용하는 캐릭터의 성별에 맞는 복장으로 적용됩니다.[n]
zts16403e	태양신의 힘이 담긴 무기 제작법이 그려져 있는 도면[n]필요한 재료를 가지고 새로운 주무기를 만들 수 있는 조합공식이 그려져 있다[n]데저트이글 시티와 모르타즈 사막항구의 대장장이에게[n]다른 재료와 이 도면을 가져가서 장비를 조합 생산 할 수 있다.[n]
zts16404e	태양신의 힘이 담긴 보조무기 제작법이 그려져 있는 도면[n]필요한 재료를 가지고 새로운 보조무기를 만들 수 있는 조합공식이 그려져 있다[n]데저트이글 시티와 모르타즈 사막항구의 대장장이에게[n]다른 재료와 이 도면을 가져가서 장비를 조합 생산 할 수 있다.[n]
