zts1e	최고의 서비스
zts9221e	8211; 남자의 선택(HK)[n]발렌타인 기념 선물상자[n]상자를 열면 다음 아이템 중 1개를 획득한다.[n][아이템 목록][n]마법 융단 상자 1개[n]마법 스쿠터 상자 1개[n]파티 퀸 코스튬 (러블리 핑크) 세트(영구) 1개[n]파티 퀸 코스튬 (큐티 옐로우) 세트(영구) 1개[n]파티 퀸 코스튬 (시크 블루) 세트(영구) 1개[n]명탐정 코스튬 (레드 와인) 세트(영구) 1개[n]명탐정 코스튬 (머스타드) 세트(영구) 1개[n]명탐정 코스튬 (다크 브라운) 세트(영구) 1개[n]스페셜 카드 캐리어 1개[n]파트너 스페셜 카드 캐리어 1개[n]파트너 스킬랭크 선택 초기화권 1개[n]지름신의 축복 부적 1개[n]안셀로안의 축복 5개[n]수호신의 축복 10개[n]타로카드 팩 2개[n]향긋한 향수 8개[n]장비 보호 스크롤 3개[n]상급 카드 보호스크롤 2개[n]하급 카드 보호스크롤 3개[n]천사의 날개 99개[n]
zts9222e	발렌타인 랜덤상자 2014 남자의 선택(HK)
zts9223e	발렌타인 기념 선물상자[n]상자를 열면 다음 아이템 중 1개를 획득한다.[n][아이템 목록][n]마법 융단 상자 1개[n]마법 스쿠터 상자 1개[n]파티 퀸 코스튬 (러블리 핑크) 세트(영구) 1개[n]파티 퀸 코스튬 (큐티 옐로우) 세트(영구) 1개[n]파티 퀸 코스튬 (시크 블루) 세트(영구) 1개[n]명탐정 코스튬 (레드 와인) 세트(영구) 1개[n]명탐정 코스튬 (머스타드) 세트(영구) 1개[n]명탐정 코스튬 (다크 브라운) 세트(영구) 1개[n]스페셜 카드 캐리어 1개[n]파트너 스페셜 카드 캐리어 1개[n]파트너 스킬랭크 선택 초기화권 1개[n]지름신의 축복 부적 1개[n]안셀로안의 축복 5개[n]수호신의 축복 10개[n]타로카드 팩 2개[n]향긋한 향수 8개[n]장비 보호 스크롤 3개[n]상급 카드 보호스크롤 2개[n]하급 카드 보호스크롤 3개[n]천사의 날개 99개[n]
zts9224e	파티 퀸 티아라 (러블리 핑크) (30일
zts9225e	파티 퀸 티아라 (러블리 핑크) (30일)
zts9226e	파티 퀸 드레스 (러블리 핑크) (30일
zts9227e	파티 퀸 드레스 (러블리 핑크) (30일)
zts9228e	파티 퀸 티아라 (큐티 옐로우) (30일
zts9229e	파티 퀸 티아라 (큐티 옐로우) (30일)
zts9230e	파티 퀸 드레스 (큐티 옐로우) (30일
zts9231e	파티 퀸 드레스 (큐티 옐로우) (30일)
zts9232e	파티 퀸 티아라 (시크 블루) (30일)
zts9233e	파티 퀸 드레스 (시크 블루) (30일)
zts9234e	명탐정 모자 (레드 와인) (30일)
zts9235e	명탐정 의상 (레드 와인) (30일)
zts9236e	명탐정 모자 (머스타드) (30일)
zts9237e	명탐정 의상 (머스타드) (30일)
zts9238e	명탐정 모자 (다크 브라운) (30일)
zts9239e	명탐정 의상 (다크 브라운) (30일)
zts9240e	선남선녀를 위한!!
zts9241e	발렌타인 보물상자
zts9242e	발렌타인 데이를 위해 한껏 뽐낸[n]파티 퀸, 명탐정 코스튬이 들어있는 상자.[n]다음 아이템들 중 무작위로 한가지를 획득할 수 있습니다.[n][아이템 목록][n]파티 퀸 코스튬 (러블리 핑크) 세트(영구) 1개[n]파티 퀸 코스튬 (큐티 옐로우) 세트(영구) 1개[n]파티 퀸 코스튬 (시크 블루) 세트(영구) 1개[n]명탐정 코스튬 (레드 와인) 세트(영구) 1개[n]명탐정 코스튬 (머스타드) 세트(영구) 1개[n]명탐정 코스튬 (다크 브라운) 세트(영구) 1개[n]캡틴 토리 구슬 1개[n]특수기동대 토리 구슬 1개[n]마법 백호 상자 1개[n]마법 구름 상자 1개[n]파이어 윙 1개[n]아이스 윙 1개[n]프리미엄 메달(30일) 1개[n]빛나는 맑은 영혼 3개[n]건축용 벽돌 99개[n]
zts9243e	어둠의 힘으로!
zts9244e	데빌 매지션 의상(30일)
zts9245e	착용 시 의상이 데빌 매지션 코스튬으로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n]SE[n][착용 효과][n]빛 기운에 대한 저항이 1 증가한다.[n]최대HP가 300 증가한다.[n]최대MP가 300 증가한다.[n]
zts9246e	데빌 매지션 모자(30일)
zts9247e	착용 시 데빌 매지션 모자를 쓴다.[n]착용시부터 사용기간이 적용된다.[n][방어 시 효과][n]1% 확률로 [어둠의 저주]을 발생시킨다.[n]빛 기운에 대한 저항이 1 증가한다.[n]
zts9248e	빛의 힘으로!
zts9249e	엔젤 매지션 의상(30일)
zts9250e	착용 시 의상이 엔젤 매지션 코스튬으로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]어둠 기운에 대한 저항이 1 증가한다.[n]최대HP가 300 증가한다.[n]최대MP가 300 증가한다.[n]
zts9251e	엔젤 매지션 모자(30일)
zts9252e	착용 시 엔젤 매지션 모자를 쓴다.[n]착용시부터 사용기간이 적용된다.[n][방어 시 효과][n]1% 확률로 [빛의 결계]을 발생시킨다.[n]어둠 기운에 대한 저항이 1 증가한다.[n]
zts9253e	화려한 커플 코스튬!
zts9254e	착용 시 의상이 파티 퀸 드레스 (러블리 핑크)로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 공격력 +3%[n]최대MP가 200 증가한다.[n]
zts9255e	착용 시 의상이 파티 퀸 드레스 (큐티 옐로우)로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 방어력 +3%[n]최대HP가 200 증가한다.[n]
zts9256e	착용 시 파티 퀸 티아라 (큐티 옐로우)를 쓴다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 방어력 +5%[n]
zts9257e	착용 시 의상이 파티 퀸 드레스 (시크 블루)로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]최대HP가 500 증가한다.[n]최대MP가 500 증가한다.[n]
zts9258e	착용 시 파티 퀸 티아라 (시크 블루)를 쓴다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 공격력 +3%[n]모든 방어력 +3%[n]
zts9259e	착용 시 의상이 명탐정 의상 (레드 와인)으로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 공격력 +3%[n]최대MP가 200 증가한다.[n]
zts9260e	착용 시 명탐정 모자 (레드 와인)를 쓴다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 공격력 +5%[n]
zts9261e	착용 시 의상이 명탐정 의상 (머스타드)으로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 방어력 +3%[n]최대HP가 200 증가한다.[n]
zts9262e	착용 시 명탐정 모자 (머스타드)를 쓴다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 방어력 +5%[n]
zts9263e	착용 시 의상이 명탐정 의상 (다크 브라운)으로 바뀐다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]최대HP가 500 증가한다.[n]최대MP가 500 증가한다.[n]
zts9264e	착용 시 명탐정 모자 (다크 브라운)를 쓴다.[n]착용시부터 사용기간이 적용된다.[n][착용 효과][n]모든 공격력 +3%[n]모든 방어력 +3%[n]
zts9265e	아주 작은 금 덩어리
zts9266e	작은 금 덩어리
zts9267e	큰 금 덩어리
zts9268e	아주 큰 금 덩어리
zts9269e	닌자 토리!
zts9270e	닌자 랜덤 상자(HK)
zts9271e	닌자 토리를 얻어라![n]상자를 열면 다음 아이템 중 한 개를 얻을 수 있습니다.[n][아이템 목록][n]닌자 토리 구슬 1개[n]마법 융단 상자 1개[n]프로 엘리먼트 박스(홍콩) 1개[n]클래식 토리토리 의상(영구) 1개[n]클래식 토리토리 모자(영구) 1개[n]파트너 스페셜카드 캐리어 1개[n]영혼 부활석 1개[n]지름신의 축복 부적 1개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 1개[n]하급 카드 보호스크롤 2개[n]향긋한 향수 5개[n]안셀로안의 축복 3개[n]수호신의 축복 5개[n]천사의 날개 99개[n]
zts9272e	카우보이 토리 잭팟 상자(2014)(EU
zts9273e	카우보이 토리 잭팟 상자(2014)(EU)
zts9274e	닌자 토리 잭팟 상자(2014)(EU)
zts9275e	카우보이 토리 팩(MY)
zts9276e	닌자 토리 팩(MY)
zts9277e	카우보이 토리 박스(TH)
zts9278e	닌자 토리 박스(TH)
zts9279e	신규 토리!!
zts9280e	신규 토리 보물상자
zts9281e	카우보이 토리와 닌자 토리 등[n]다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]카우보이 토리 구슬 1개[n]닌자 토리 구슬 1개[n]마법 유니콘 상자(화이트) 1개[n]마법 유니콘 상자(핑크) 1개[n]F4 코스튬 세트(영구) 1개[n]퓨어라이트 스쿨룩 세트(영구) 1개[n]봉인항아리 25개[n]빛나는 맑은 영혼 2개[n]드래곤 하트 1개[n]파트너 스킬랭크 선택 초기화권 1개[n]파트너 스킬랭크 전체 초기화권 1개[n]프리미엄 메달(10일) 1개[n]라이더 부스터 50개[n]토리토리 허수아비 25개[n]
zts9282e	메테리얼 상자(EU)
zts9283e	신의 날개 상자(TH)
zts9284e	천사의 날개 팩(MY)
zts9285e	마왕의 날개 팩(MY)
zts9286e	카우보이 토리!!
zts9287e	카우보이 랜덤 박스(HK)
zts9288e	카우보이 토리를 얻을 수 있는 상자[n]다음 중 하나의 아이템을 획득 할 수 있다.[n][아이템 목록][n]카우보이 토리 구슬 1개[n]마법 스쿠터 상자 1개[n]프로 엘리먼트 박스(홍콩) 1개[n]큰귀여우 모자(영구) 1개[n]큰귀여우 의상(영구) 1개[n]스페셜 카드 캐리어 1개[n]파트너 스킬랭크 선택 초기화권 1개[n]지름신의 축복 부적 1개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 1개[n]하급 카드 보호스크롤 2개[n]향긋한 향수 5개[n]안셀로안의 축복 3개[n]수호신의 축복 5개[n]천사의 날개 99개[n]
zts9289e	신규 날개!!
zts9290e	AD윙 랜덤 박스(HK)
zts9291e	신규 날개를 얻을 수 있는 상자[n]다음 중 하나의 아이템을 얻을 수 있다.[n][아이템 목록][n]대천사의 날개 1개[n]마왕의 날개 1개[n]머시너리 윙 1개[n]파이어 윙 1개[n]아이스 윙 1개[n]엔젤 윙 1개[n]데빌 윙 1개[n]무에타이 토리 펫 구슬 1개[n]성별변경 마법램프 1개[n]영혼 부활석 1개[n]지름신의 축복 부적 1개[n]타로카드 팩 2개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 2개[n]하급 카드 보호스크롤 3개[n]안셀로안의 축복 3개[n]수호신의 축복 8개[n]천사의 날개 99개[n]
zts9292e	신규 날개와 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]대천사의 날개 1개[n]마왕의 날개 1개[n]머시너리 윙 1개[n]러블리 래빗 코스튬 세트(영구) 1개[n]스위트 래빗 코스튬 세트(영구) 1개[n]프리미엄 메달(30일) 1개[n]빛나는 맑은 영혼 4개[n]드래곤 하트 2개[n]스페셜 카드 캐리어 1개[n]안셀로안의 축복 5개[n]큰 스페셜 충전제 50개[n]천사의 날개 99개[n]
zts9293e	스페셜 펫 메테리얼 상자(EU)
zts9294e	축구 상자(EU)
zts9295e	축구 유니폼 상자(TH)
zts9296e	월드컵 토리 랜덤 박스(MY)
zts9297e	브라질 월드컵 기념!
zts9298e	축구 유니폼 랜덤 상자(HK)
zts9299e	브라질 월드컵 기념 상자[n]상자를 열면 다음 중 하나의 아이템을 얻을 수 있다.[n][아이템 목록][n]마법 바이크 상자 1개[n]마법 융단 상자 1개[n]월드컵 모자(영구) 1개[n]월드컵 코스튬(영구) 1개[n]성별변경 마법램프 1개[n]영혼 부활석 1개[n]파트너 스페셜카드 캐리어 1개[n]지름신의 축복 부적 1개[n]안셀로안의 축복 5개[n]수호신의 축복 10개[n]타로카드 팩 2개[n]향긋한 향수 10개[n]장비 보호 스크롤 3개[n]상급 카드 보호스크롤 2개[n]하급 카드 보호스크롤 3개[n]천사의 날개 99개[n]
zts9300e	브라질 월드컵 기념 상자[n]상자를 열면 다음 중 하나의 아이템을 얻을 수 있다.[n][아이템 목록][n]마법 바이크 상자 1개[n]마법 융단 상자 1개[n]레인보우 토리 박스(홍콩) 1개[n]월드컵 모자(영구) 1개[n]월드컵 코스튬(영구) 1개[n]성별변경 마법램프 1개[n]영혼 부활석 1개[n]파트너 스페셜카드 캐리어 1개[n]지름신의 축복 부적 1개[n]안셀로안의 축복 5개[n]수호신의 축복 10개[n]타로카드 팩 2개[n]향긋한 향수 10개[n]장비 보호 스크롤 3개[n]상급 카드 보호스크롤 2개[n]하급 카드 보호스크롤 3개[n]천사의 날개 99개[n]
zts9301e	혼합 여자 코스튬 상자 A (EU)
zts9302e	혼합 여자 코스튬 상자 B (EU)
zts9303e	혼합 남자 코스튬 상자 A (EU)
zts9304e	혼합 남자 코스튬 상자 B (EU)
zts9305e	혼합 여성 모자 상자 (EU)
zts9306e	혼합 남성 모자 상자 (EU)
zts9307e	혼합 남녀공용 모자 상자 (EU)
zts9308e	혼합 염색 상자 (EU)
zts9309e	클래식 토리 스페셜 상자 (EU)
zts9310e	정령 스페셜 상자 (EU)
zts9311e	탈것 스페셜 상자 (EU)
zts9312e	펫 스페셜 상자 (EU)
zts9313e	남녀공용 코스튬 상자 (EU)
zts9314e	신규 아이템과 날개!!
zts9315e	6월의 보물상자
zts9316e	신규 스페셜리스트 카드와 다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]사신 카드 1개[n]데빌 헌터 카드 1개[n]환술사 카드 1개[n]빛나는 맑은 영혼 4개[n]드래곤 하트 2개[n]스페셜 카드 캐리어 1개[n]안셀로안의 축복 5개[n]큰 스페셜 충전제 50개[n]프리미엄 메달(30일) 1개[n]마왕의 날개 1개[n]대천사의 날개 1개[n]머시너리 윙 1개[n]천사의 날개 99개[n]
zts9317e	썸머 이벤트!!
zts9318e	썸머 이벤트 보물상자
zts9319e	썸머 이벤트 보물상자![n]다양한 코스튬을 얻을 수 있다.[n]상자를 열면 아래의 품목중 임의의 1종을 획득한다.[n][아이템 목록][n]스위트 래빗 코스튬 세트(영구) 1개[n]러블리 래빗 코스튬 세트(영구) 1개[n]블루마린 코스튬(영구) 1개[n]블루세일러 코스튬(영구) 1개[n]반달곰 옷(영구) 1개[n]북극곰 옷(영구) 1개[n]아쿠아토리 의상(영구) 1개[n]스위트 래빗 의상(30일) 1개[n]러블리 래빗 의상(30일) 1개[n]블루마린 코스튬(30일) 1개[n]블루세일러 코스튬(30일) 1개[n]반달곰 옷(30일) 1개[n]북극곰 옷(30일) 1개[n]아쿠아토리 의상(30일) 1개[n]
zts9320e	타오르는 불꽃 날개 팩(MY)
zts9321e	혹한의 불꽃 날개 팩(MY)
zts9322e	신규 날개!
zts9323e	불꽃 날개 랜덤상자(HK)
zts9324e	신규 날개를 얻을 수 있는 상자.[n]상자를 열면 다음중 하나의 아이템을 무작위로 1개 얻을 수 있다.[n][아이템 목록][n]타오르는 불꽃 날개 1개[n]혹한의 불꽃 날개 1개[n]대천사의 날개 1개[n]마왕의 날개 1개[n]머시너리 윙 1개[n]해군 토리 구슬 1개[n]캐서린 구슬 1개[n]캡틴 토리(물) 구슬 1개[n]캡틴 토리(불) 구슬 1개[n]캡틴 토리(빛) 구슬 1개[n]캡틴 토리(어둠) 구슬 1개[n]파트너 스킬랭크 선택 초기화권 1개[n]지름신의 축복 부적 1개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 1개[n]하급 카드 보호스크롤 2개[n]안셀로안의 축복 3개[n]수호신의 축복 5개[n]천사의 날개 99개[n]
zts9325e	불꽃 랜덤 상자(TH)
zts9326e	스페셜리스트 상자 불꽃 날개(EU)
zts9327e	추석 대박 보물상자!!
zts9328e	추석맞이 보물상자
zts9329e	추석맞이 보물상자[n]다양한 아이템이 들어 있는 상자.[n]상자를 열면 아래의 품목 중 임의의 1종을 획득한다.[n][아이템 목록][n]타오르는 불꽃 날개 1개[n]혹한의 불꽃 날개 1개[n]카우보이 토리 구슬 1개[n]닌자 토리 구슬 1개[n]마법 유니콘 상자(화이트) 1개[n]마법 유니콘 상자(핑크) 1개[n]F4 코스튬 세트(영구) 1개[n]퓨어라이트 스쿨룩 세트(영구) 1개[n]빛나는 맑은 영혼 3개[n]드래곤 하트 2개[n]파티 퀸 코스튬 (러블리 핑크) 세트(영구) 1개[n]명탐정 코스튬 (레드 와인) 세트(영구) 1개[n]프리미엄 메달(30일) 1개[n]천사의 날개 99개[n]
zts9330e	스페셜리스트 상자 인디언 토리(EU)
zts9331e	신규 토리!
zts9332e	인디언 토리 랜덤 상자 (HK)
zts9333e	신규 토리를 얻을 수 있는 상자.[n]박스를 열면 다음 중 하나의 아이템을 얻을 수 있다.[n][아이템 목록][n]인디언 토리 구슬 1개[n]마법 UFO 상자 1개[n]프로 엘리먼트 박스(홍콩) 1개[n]블루마린 코스튬(영구) 1개[n]블루세일러 코스튬(영구) 1개[n]블루마린 모자(영구) 1개[n]블루세일러 모자(영구) 1개[n]스페셜 카드 캐리어 1개[n]파트너 스킬랭크 선택 초기화권 1개[n]지름신의 축복 부적 1개[n]장비 보호 스크롤 2개[n]상급 카드 보호스크롤 1개[n]하급 카드 보호스크롤 2개[n]향긋한 향수 5개[n]안셀로안의 축복 3개[n]수호신의 축복 5개[n]천사의 날개 99개[n]
zts9334e	인디언 토리 상자 (TH)
zts9335e	인디언 토리 팩 (MY)
zts9336e	신규 토리와 다양한 아이템!
zts9337e	단풍나무 보물상자
zts9338e	신규 토리와 다양한 아이템을 얻을 수 있는 상자.[n]다음을 열면 무작위로 하나의 아이템을 얻을 수 있다.[n][아이템 목록][n]인디언 토리 구슬 1개[n]마법 빗자루 상자 1개[n]마법 융단 상자 1개[n]대천사의 날개 1개[n]마왕의 날개 1개[n]타오르는 불꽃 날개 1개[n]혹한의 불꽃 날개 1개[n]빛나는 맑은 영혼 3개[n]드래곤 하트 2개[n]스페셜 카드 캐리어 1개[n]화려한 스페셜 카드 캐리어 1개[n]태양신의 무기도면 1개[n]태양신의 보조무기도면 1개[n]태양신의 의상도면 1개[n]고대 문명의 서판 1개[n]안셀로안의 축복 5개[n]큰 스페셜 충전제 50개[n]토리토리 허수아비 25개[n]천사의 날개 99개[n]
