zts1e	밀라노 장비상점 (사용)
zts14456e	지금의 상황을 타계하기 위해서는 유연한 대처가 필요하지. 나는 앞으로의 상행을 위해서 사막도적단과 약간의 협상을 했으면 하네. 도적 무리들과 타협한다고 자네는 나를 비겁다고 보겠지만 이전 사막도적단들과의 어느 정도의 친분관계를 생각한다면 가능성이 있다고 보네.
zts14457e	일단 대부분의 작전에 대해서는 슈밀 헤이즐이 맡고 있으니 그와 세부적인 작전에 대해서 논의해보게. 나는 그외의 협상에 관련된 대가를 준비하도록 하겠네.
zts14458e	무언가 하실 말씀이 있으십니까?
zts14459e	[슈밀 헤이즐이 협상문서를 읽어보고는 잘게 찢습니다.]
zts14460e	이 문서에 대해서는 일단 함구해주십시오. 사실 제 생각은 다릅니다. 그들은 그저 흔하디 흔한 도적들입니다. 협상따위는 용납할 수 없습니다. 하지만 총행수이신 하마드 아카무르님의 뜻이니 따를 수밖에 없다고 봅니다. 협상이 제대로 진행되지 않는다면 바로 토벌할 수 있도록 해야 합니다.
zts14461e	자, 사막도적단과의 협상을 위해서는 일단 그들과 접촉할 수 있는 기회가 필요합니다.
zts14462e	최근 우리 쪽 정보원의 말에 따르며 사막도적단의 대리인으로 보이는 자가 케루스 야영지로 들어갔다고 합니다.
zts14463e	여기 제가 새로 준비한 협상문서를 가지고 케루스의 야영지로 가십시오. 가서 이 협상문서를 그 대리인이라는 자에게 전해주시길 바랍니다.
zts14464e	[슈밀 헤이즐은 미묘한 웃음을 짓습니다.]
zts14465e	협상을 하지 않으려고 한다면 위해를 가하는 것도 용인하겠습니다.
zts14466e	무슨 일인가? 아카무르상단의 끄나풀인가?
zts14467e	[대리인 무르샤에게 협상문서를 건넵니다. 협상문서를 읽던 대리인 무르샤가 분노에 휩싸인듯 소리칩니다.]
zts14468e	이런 것으로 우리를 놀리는건가?
zts14469e	경비병! 경비병! 이 아카무르상단의 앞잡이들을 생포해라.
zts14470e	[대리인 무르샤가 거친 목소리로 주변을 향해 소리칩니다.]
zts14471e	경비병은 뭐하고 있는건가?
zts14472e	[사막도적단 두건을 땅에 내려놓자 대리인 무르샤는 겁에 질린 표정으로 바라봅니다.]
zts14473e	[대리인 무르샤는 애써 태연한척하며 주위를 향해 다시 소리칩니다.]
zts14474e	경비병! 뭣들하고 서있나. 어서 이 자를 해치워야하지 않나?
zts14475e	너희들이 그러고도 사막도적단의 일원인가?
zts14476e	그 정도로 나는 굴복하지 않는다.
zts14477e	[사막도적단 휘장을 내려놓자 대리인 무르샤는 뒷걸음질 칩니다.]
zts14478e	으으. 망할 모험가같으니라고. 부대장 케루스는 어디있나? 어서 이놈을 해치워주게. 자네밖에 없다네!
zts14479e	부대장 케루스는 강한 자이지. 네놈이 상대할 수 있는 수준이 아니란 말이다.
zts14480e	[부대장 케루스의 인장을 바닥에다 내려놓자 대리인 무르샤는 그자리에 무릎을 꿇습니다.]
zts14481e	제길. 이젠 방법이 없는가... 내가 졌다. 항복한다.
zts14482e	우리 사막도적단의 대두목이신 이블라힘 님께서 전하는 밀서다. 이걸 아카무르상단의 책임자에게 전해줘라. 그러면 우리들에게 항복할 수밖에 없겠지.
zts14483e	[봉인된 편지에는 사막도적단의 인장이 찍혀있습니다. 이것을 누구에게 전달해야할지 고민하다가 슈밀 헤이즐에게 전해야만 할 것같은 기분이 듭니다.]
zts14484e	사막도적단의 대리인에 대한 작전은 어떻게 됐습니까? 무엇이라도 알아 낸 것이 있습니까?
zts14485e	이것이 사막도적단의 두목인 이블라힘이 보낸 밀서란 말이죠? 큰 수확입니다.
zts14486e	[슈밀 헤이즐은 밀서를 읽더니 화를 내며 찢어버렸습니다.]
zts14487e	유치한 내용의 도발이군요. 그 내용까지 제가 말씀드리기 곤란한 내용이군요. 기분이 나쁘다고 할까요?
zts14488e	이 밀서에 대한 내용은 제가 짐작한 것과 일치하니 준비해놓은 것으로 총행수이신 하마드 아카무르님께 전해드리면 됩니다.
zts14489e	사막도적단과의 교섭은 어떻게 됐는가? 그들이 내 교섭안을 받아주던가?
zts14490e	그렇군. 가망성은 전혀 없는 것이군. 이 시도는 애초에 기대도 하지 않았지만 막상 확실한 결과로 나타나니 실망스럽군. 앞으로 사막도적단에 대한 대응수위를 높여야할 것같네.
zts14491e	일단 이번 작전을 도와줘서 고맙군. 아카무르상단에서는 그대의 도움을 잊지 않을 것이니 염려치 말게. 보상은 적절한 수준에서 해주도록 하겠네.
zts14492e	ACT5 불타는 검-상단포로 구출작전
zts14493e	[2차 행동지령서]
zts14494e	사막도적단의 대두목이신 이블라힘님의 명에 따라서 아카무르상단에 대한 대대적인 적대 행위를 계속 진행하길 바란다.
zts14495e	요인 납치, 교역품 탈취, 데저트이글 시티의 고립작전까지 귀공들의 노고에 대두목께서도 흡족해 하셨다.
zts14496e	그리고 멜키의 야영지에서 아카무르상단의 중요한 인물을 확보했다니 큰 공로가 아닐 수 없다. 빠른 시일내에 사막도적단소굴로 아카무르상단의 중요인물이 된 자를 호송해오길 기다리겠다. 대리인 무르샤.
zts14497e	뭔가 중요한 일이 있습니까? 저는 지금 사막도적단들의 횡포에 대응하느라 바쁩니다.
zts14498e	그리 좋지 않은 소식이군요.
zts14499e	[아무런 표정의 변화가 없어 보인다.]
zts14500e	제가 짐착해 보입니까? 그렇지 않습니다. 생각해볼 것들이 많으니까. 그렇게 보일 수도 있지만 실상 그렇지는 않습니다.
zts14501e	솔직히 말씀드리면 저는 이번 사건을 조용히 해결하고 싶습니다. 총행수이신 하마드 아카무르님의 귀에 들어가지 않게 말입니다.
zts14502e	자, 그러면 우리쪽 상인을 구출할 방법에 대해서 이야기를 해보죠. 누가 포로로 되었는지 확인하긴 어렵지만 일단 멜키의 야영지에 구금되어 있습니다. 보다 쉽게 구출활동을 하기 위해선 사막도적단의 일원으로 보이는 모든 도적들을 전부 해치워야 합니다.
zts14503e	어서 멜키의 야영지로 가십시오. 상단포로 구출에는 전적으로 당신에게 맡기겠습니다.
zts14504e	누굽니까? 처형식이 시작되는 겁니까? 살려주십시오. 저는 아직 하지 못한 것이 많습니다.
zts14505e	당신입니까? 저를 구하러 오신 아카무르상단의 구조대가?
zts14506e	당신이 저에게까지 왔다는 것은 주변의 사막도적단의 도적들을 처치했다는 것이겠죠? 어서 저를 풀어주십시오.
zts14507e	아, 열쇠가 필요합니다. 이 멜키의 야영지 어딘가에 사막도적단의 교도관이 있을 겁니다. 그가 교도관의 열쇠를 가지고 있습니다. 어서 그걸 가져와서 저를 풀어주시기 바랍니다.
zts14508e	교도관의 열쇠! 그걸 가져오셨습니까? 다른 열쇠는 이 족쇄를 풀 수 없습니다. 서둘러 주십시오. 어서!
zts14509e	좋습니다. 저는 이걸로 도망칠 수 있습니다.
zts14510e	저는 전투를 할 수 있는 사람이 아닙니다. 평범한 상인이죠.
zts14511e	그래서 말인데 제가 아카무르상단 야영지로 도망갈 수 있도록 탈주로를 만들어 주십시오. 멜키의 야영지에 도적들을 처치하다보면 저는 다른 이들이 모르게 탈출할 수 있을 겁니다.
zts14512e	그리고 제가 탈출했다고 부행수이신 슈밀 헤이즐님께 말씀께 말씀해 주십시오.
zts14513e	어떻게 됐습니까? 포로는 구출했습니까?
zts14514e	연락을 받았습니다. 수고많으셨습니다.
zts14515e	다행히 총행수 아카무르님의 중요한 회의가 끝난 뒤에 구출 소식을 들으셨습니다.
zts14516e	회의가 차질없이 진행되어서 다행입니다. 그대의 공로가 제일 컸다고 생각합니다.
zts14517e	아카무르 상단의 총행수이신 하마드 아카무르님께서 이번 포로구출과 관련한 보고서와 함께 당신들 뵙고자 합니다. 어서 이 보고서를 가지고 찾아뵙도록 하십시오.
zts14518e	무언가 전해줄 것이 있지 않은가?
zts14519e	그대로군. 우리쪽의 포로를 구출한 영웅이. 수고많았네. 우리 아카무르상단은 현재 처해있는 상황이 그리 좋지 않다네.
zts14520e	하지만 이번 일을 계기로 힘을 낼 수 있었지. 사막도적단의 도발과 공격들이 거세지고 있다. 하지만 그에 굴복할 순 없다.
zts14521e	그것이 우리의 의지라네. 아카무르상단을 위해서 보여준 그대의 활약은 상단의 이름을 걸고 섭섭지 않은 보상을 해주겠네.
zts14522e	ACT5 불타는 검-멜키의 야영지로
zts14523e	이번 작전은 멜키의 야영지를 무력화 시키기 위한 목적이 있습니다. 이쪽의 전력이 상당히 부족한 상황이지만 다른 지역과 전력의 연계를 막는다면 승산이 있습니다.
zts14524e	지도를 보십시오. 아카무르상단 야영지와 멜키의 야영지로 이동하는 경로는 가장 가까운 상단야영지 동부입니다. 현재 괴물들이 아카무르상단 야영지를 봉쇄하는 진영으로 되어있습니다. 멜키의 야영지로 작전을 수행하기 위해서는 원활한 길목이 되도록 해야 합니다. 그러기 위해선 상단야영지 동부에 있는 괴물들을 처치해야겠죠.
zts14525e	괴물들의 처치는 순조롭습니까?
zts14526e	좋습니다. 다음 작전으로 넘어가도 되겠군요.
zts14527e	작전 목표는 멜키의 야영지 인근입니다. 멜키의 야영지로 가기 위해서 꼭 거쳐야할 관문이죠.
zts14528e	이번엔 사막도적단의 도적들의 저항이 만만치 않을 겁니다. 작전 내용은 이렇습니다. 멜키의 야영지 인근은 괴물을 처치하는 것과 사막도적단의 도적들을 동시에 처치해야 합니다.
zts14529e	어디까지나 당신의 역량에 최대한 기대를 걸고 있으니까요.
zts14530e	임무 수행에는 문제가 없습니까? 아직 진격로는 확보가 되지 않은 상황입니까?
zts14531e	이걸로 멜키의 야영지를 공격하는데 문제가 없어 보이는군요.
zts14532e	이제 멜키의 야영지를 공격하기 위한 진격로도 확보되었습니다.
zts14533e	이번 작전은 당신 혼자만으로 힘들 수도 있으니 믿을만한 동료들과 함께 이번 작전을 수행해주십시오. 당신이 해주셔야할 것은 아카무르상단의 이름으로 멜키의 야영지를 초토화시켜주십시오.
zts14534e	멜키의 야영지는 초토화시키셨습니까? 부대장 멜키는 어떻게 됐습니까?
zts14535e	이걸로 우리 아카무르상단과 사막도적단과의 전투에서 훌륭히 이겼습니다. 이 승리를 기반으로 확실한 항쟁으로 이어나가도록 하죠.
zts14536e	이번 작전은 전적으로 당신의 기량에 의존했습니다.
zts14537e	아카무르상단 본점에서의 지원이 도착하고 좀더 많은 모험가들의 도움이 이어진다면 우리는 더 많은 승리로 사막도적단의 영향에서 벗어나게 되겠죠.
zts14538e	이번 작전에 대한 보고서를 작성했습니다. 이것을 가지고 총행수이신 하마드 아카무르님께 전해주십시오. 이번 승리를 가장 많이 기다리고 있으실테니까요.
zts14539e	어떻게 됐는가? 멜키의 야영지는 확실히 토벌했나? 어서 말해주게.
zts14540e	이걸로 우리 아카무르상단은 한숨 돌릴 수 있겠군. 이번 작전엔 그대의 도움이 컸네.
zts14541e	ACT5 불타는 검-케루스의 야영지로
zts14542e	저는 양동작전을 구상하고 있습니다. 그 중 하나가 케루스의 야영지를 급습하는 것입니다. 지금 당장 급습하자는 이야기는 아닙니다. 일단 작전의 목표라는 것이지요. 그 첫단계를 시작해보도록 하죠.
zts14543e	케루스의 야영지로 향하기 위해선 상단야영지 서부에서 남쪽으로 내려가는 길목을 확보해야할 필요가 있습니다. 이를 위해서 지금 당장 상단야영지 서부로 가셔서 괴물들을 처치해야 합니다.
zts14544e	빨리 처치해주셔야 합니다. 작전이 그렇게 느긋하게 해서 진행할 수 있는 것이 아닙니다.
zts14545e	이걸로 교역품들을 데저트이글시티로 보낼 길이 열렸군요. 물론 이번 작전이 양동작전이라고 불리는 이유는 두가지 목표를 한번에 해결할 수 있기 때문이죠.
zts14546e	제가 확보한 정보에 따르면 괴물들의 습격이 사막도적단의 도적들이 벌일 일이라고 하더군요.
zts14547e	그렇다면 케루스의 야영지를 공략하기 위해서는 케루스의 야영지 인근의 괴물과 사막도적단의 도적들을 토벌해야 합니다.
zts14548e	어서 서둘러 주십시오. 시간은 많지 않습니다. 케루스의 야영지 인근은 상단야영지 서부에서 남쪽으로 내려가시면 됩니다.
zts14549e	사막도적단 놈들의 반격이 걱정되는군요. 아직 출발하지 않으셨습니까?
zts14550e	이번 작전이 얼마나 성과를 낼지 기대되는군요. 사막도적단의 섬멸은 아카무르상단 야영지의 안전과 직결되는 것이니까요.
zts14551e	이제 본격적인 작전을 실행해보죠.
zts14552e	이번에 실행할 작전은 케루스의 야영지를 급습하는 것입니다. 케루스의 야영지에 있는 사막도적단을 처치해주십시오.
zts14553e	그러니 믿을만한 동료들과 함께 가시기 바랍니다.
