zts1e	New Item
zts2609e	American Shorthair Clothes(Permanent)
zts2610e	Korat Clothes(7 days)
zts2611e	Korat Clothes(30 days)
zts2612e	Korat Clothes(Permanent)
zts2613e	March Hare Clothes (7 days)
zts2614e	March Hare Clothes (30 days)
zts2615e	March Hare Clothes (Permanent)
zts2616e	White Rabbit Clothes (7 days)
zts2617e	White Rabbit Clothes (30 days)
zts2618e	White Rabbit Clothes (Permanent)
zts2619e	Handsome Tiger Clothes(7 days)
zts2620e	Handsome Tiger Clothes(30 days)
zts2621e	Handsome Tiger Clothes(Permanent)
zts2622e	Collie Hat(7 days)
zts2623e	Cute doggie Hat[n]Duration begins after being equipped. [n]All attack powers + 5%[n]Maximum MP + 200[n][n]
zts2624e	Collie Hat(30 days)
zts2625e	Collie Hat(Permanent)
zts2626e	Golden Retriever Hat (7 days)
zts2627e	Golden Retriever Hat (30 days)
zts2628e	Golden Retriever Hat (Permanent)
zts2629e	Siamese Hat(7 days)
zts2630e	Charming kitty Hat[n]Duration begins after being equipped. [n]All attack powers + 5%[n]Maximum MP + 200[n][n]
zts2631e	Siamese Hat(30 days)
zts2632e	Siamese Hat(Permanent)
zts2633e	Russian Blue Hat(7 days)
zts2634e	Russian Blue Hat(30 days)
zts2635e	Russian Blue Hat(Permanent)
zts2636e	Hot Bunny Ear (7 days)
zts2637e	Hot Bunny lop Ears[n]Duration begins after being equipped. [n]All attack powers + 5%[n]Maximum MP + 200[n][n]
zts2638e	Hot Bunny Ear (30 days)
zts2639e	Hot Bunny Ear (Permanent)
zts2640e	Charming Bunny Ear(7 days)
zts2641e	Charming Bunny Ear(30 days)
zts2642e	Charming Bunny Ear(Permanent)
zts2644e	Captivating Tiger Hat [n]Duration begins after being equipped. [n]All attack powers + 5%[n]Maximum MP + 200[n][n]
zts2647e	Captivating Tiger Hat(7 days)
zts2648e	Captivating Tiger Hat(30 days)
zts2649e	Captivating Tiger Hat(Permanent)
zts2650e	Bulldog Hat(7 days)
zts2651e	Bulldog Hat(30 days)
zts2652e	Bulldog Hat(Permanent)
zts2653e	Dachshund Hat(7 days)
zts2654e	Dachshund Hat(30 days)
zts2655e	Dachshund Hat(Permanent)
zts2656e	American Shorthair Hat(7 days)
zts2657e	American Shorthair Hat(30 days)
zts2658e	American Shorthair Hat(Permanent)
zts2659e	Korat Hat (7 days)
zts2660e	Korat Hat (30 days)
zts2661e	Korat Hat (Permanent)
zts2662e	March Hare Hat(7 days)
zts2663e	Wonderland's Weird Rabbit Ha[n]Duration begins after being equipped. [n]All attack powers + 5%[n]Maximum MP + 200[n][n]
zts2664e	March Hare Hat(30 days)
zts2665e	March Hare Hat(Permanent)
zts2666e	White Rabbit Hat(7 days)
zts2667e	White Rabbit Hat(30 days)
zts2668e	White Rabbit Hat(Permanent)
zts2669e	Dignified Tiger Hat[n]Duration begins after being equipped. [n]All attack powers + 5%[n]Maximum MP + 200[n][n]
zts2670e	Handsome Tiger Hat (7 days)
zts2671e	Handsome Tiger Hat (30 days)
zts2672e	Handsome Tiger Hat (Permanent)
zts2684e	Lance of destruction made in a furnace of hell[n][n]
zts2685e	Bow of destructive power piercing enemy's armor [n][n]
zts2686e	Stick with archangel's power [n][n]
zts2687e	Raid completion gift box
zts2688e	Ice cooking kit
zts2689e	Build an ice machine to cook icy foods for 3 minutes. [n][n]
zts2690e	Frozen Crown gift box
zts2691e	Ice
zts2692e	Fresh milk
zts2693e	Fruit Ice-cream
zts2694e	Choco Ice-cream
zts2695e	Lord. Mukraju's gift box
zts2696e	Tundra Teleport board
zts2697e	Magic snow board which teleports you to Bitoren Tundra [n] Available to use in Frozen Crown only. [n]
zts2702e	Lavender Chipao (7 Days)
zts2703e	Lavender Chipao (30 Days)
zts2704e	Lavender Chipao (Permanent)
zts2717e	Angel Base Flag
zts2718e	Building your base camp will take 30 minutes.[n]You can teleport to your base camp after completion.[n]Can be used in Frozen Crown only.[n]Only one base camp is allowed at a time.[n][n]
zts2719e	Devil Base Flag
zts2720e	Magic snow board that teleports you to your base camp.[n]Can be used in Frozen Crown only.[n][n]
zts2721e	Teleporting Board
zts2722e	Annoyed Puppy Clothes (7 Days)
zts2723e	Annoyed Puppy Clothes (30 Days)
zts2724e	Annoyed Puppy Clothes (Permanent)
zts2725e	Twinkling Puppy Clothes (7 Days)
zts2726e	Twinkling Puppy Clothes (30 Days)
zts2727e	Twinkling Puppy Clothes (Permanent)
zts2728e	Nicely Permed Brown Lion Clothes (7Days)
zts2729e	Nicely Permed Brown Lion Clothes (30 Days)
zts2730e	Nicely Permed Brown Lion Clothes (Permanent)
zts2731e	Clothes changed to Lion Costume when equipped [n]Using time is spent from equipping it. [n]All defense + 5%[n]Maximum HP + 200[n][n]
zts2732e	Nicely Permed Dark Lion Clothes (7 Days)
zts2733e	Nicely Permed Dark Lion Clothes (30 Days)
zts2734e	Nicely Permed Dark Lion Clothes (Permanent)
zts2735e	Fancy Puppy Clothes (7 Days)
zts2736e	Fancy Puppy Clothes (30 Days)
zts2737e	Fancy Puppy Clothes (Permanent)
zts2738e	Sleepy Puppy Clothes (7 Days)
zts2739e	Sleepy Puppy Clothes (30 days)
zts2740e	Sleepy Puppy Clothes (Permanent)
zts2741e	Ancient Golden Lion Clothes (7 Days)
zts2742e	Ancient Golden Lion Clothes (30 Days)
zts2743e	Ancient Golden Lion Clothes (Permanent)
zts2744e	Ancient Black Lion Clothes (7 Days)
zts2745e	Ancient Black Lion Clothes (30 Days)
zts2746e	Ancient Black Lion Clothes (Permanent)
zts2747e	Annoyed Puppy Hat (7 Days)
zts2748e	Annoyed Puppy Hat (30 Days)
zts2749e	Annoyed Puppy Hat (Permanent)
zts2750e	Twinkling Puppy Hat (7 Days)
zts2751e	Twinkling Puppy Hat(30 Days)
zts2752e	Twinkling Puppy Hat (Permanent)
zts2753e	Nicely Permed Brown Lion Hat (7 Days)
zts2754e	Nicely Permed Brown Lion Hat (30 Days)
zts2755e	Nicely Permed Brown Lion Hat (Permanent)
zts2756e	Charming Lion Hat. [n]Using time is spent from equipping it. [n]All attack powers + 5%[n]Maximum MP + 200[n][n]
zts2757e	Nicely Permed Dark Lion Hat (7 Days)
zts2758e	Nicely Permed Dark Lion Hat (30 Days)
zts2759e	Nicely Permed Dark Lion Hat (Permanent)
zts2760e	Fancy Puppy Hat (7 Days)
zts2761e	Fancy Puppy Hat (30 Days)
zts2762e	Fancy Puppy Hat (Permanent)
zts2763e	Sleepy Puppy Hat (7 Days)
zts2764e	Sleepy Puppy Hat (30 Days)
zts2765e	Sleepy Puppy Hat (Permanent)
zts2766e	Ancient Golden Lion Hat (7 Days)
zts2767e	Ancient Golden Lion Hat (30 Days)
zts2768e	Ancient Golden Lion Hat (Permanent)
zts2769e	Fancy Lion Hat. [n]Using time is spent from equipping it. [n]All attack powers + 5%[n]Maximum MP + 200[n][n]
zts2770e	Ancient Black Lion Hat (7 Days)
zts2771e	Ancient Black Lion Hat (30 Days)
zts2772e	Ancient Black Lion Hat (Permanent)
zts2783e	Item Chest.[n]You receive one of Springwater of Cylloan, Very Big Entire Potion, Words Balloon, Wing of Friendship, or Speaker.[n][n]
zts2786e	What is there inside?? [n] Find out by double-clicking it [n] Item disappears after the event[n][n]
zts2787e	PvP attack power Potion
zts2788e	Increases PvP attack power by 50% for an hour[n]effect available only in the combat against Opponent Players in Frozen Crown
zts2789e	PvP Defense Potion
zts2790e	Increases PvP Defense by 50% for an hour[n]effect available only in the combat against Opponent Players in Frozen Crown
zts2791e	PvP Resistance Potion
zts2792e	Increases PvP Resistance by 20% for an hour[n]effect available only in the combat against Opponent Players in Frozen Crown
zts2793e	Family Summoning Horn
zts2794e	Summons the family members to where it is used.[n]A banner is displayed on the bottom right corner of the screen[n] Summons Family members in the same channel only, and cannot be used in Raid, or Stone of TimeSpace.[n]
zts2795e	Angel Sanctum Kit
zts2796e	Build the sanctum that resurrects the white seal of the Angel camp for an hour.[n]Players resurrects with 100% HP and MP, and becomes invincible for 5 seconds.[n]If the player resurrects, or the enemy attacks the structure, its duration decreases, and it disappears when the duration is exhausted.[n] For Angel camp players and in Frozen Crown Only.
zts2797e	Devil Altar Kit
zts2798e	Build the Altar that resurrects the white seal of the Devil camp for an hour.[n]Players resurrect with 100% HP and MP, and becomes invincible for 5 seconds.[n]If the player resurrects, or the enemy attacks the structure, its duration decreases, and it disappears when the duration is exhausted.[n] For Devil camp players and in Frozen Crown Only.
zts2799e	Level limit:65-99[n]Entry available from [Lab. of Secret 1st Floor].[n] Players shall enter alone.
zts2800e	Level limit:65-99[n]Entry available from [Lab. of Secret 2nd Floor].[n]Players shall enter alone.
zts2801e	Becomes Immune to Infectious diseases.[n][n]
zts2802e	Lord Morcos' Treasure Box
zts2803e	A treasure box that Lord Morcos carried.[n]You can find Lord Morcos' hidden treasures when you open the box.[n](Equipment from the Treasure box will have the same rare grade with Treasure box!!).[n]
zts2804e	Bead of Aqua Bushtail
zts2811e	Ancient treasure box![n]Can get one of Springwater of Cylloan, Pet's delivery basket, Partner's backpack/Adventurer's knapsack, Blessing of Ancelloan, Equipment protection scroll.[n]
zts2813e	Luxurious treasure box![n]Can get one of Amulet of God's blessing(2 times), Scroll to release fixed-Lv., Amulet for Strength, Amulet for Firmness, Pet Name Tag.[n]
zts2815e	Tinker bell (7days)
zts2816e	A pretty costume fairies love![n]Equipping the costume will start its duration. [n]All defense powers + 5%[n]Maximum HP + 200[n]
zts2817e	Tinker bell (30days)
zts2818e	Tinker bell (Permanent)
zts2819e	White devil (7days)
zts2820e	The nice costume demons fancy![n]Equipping the costume will start its duration.[n]All defense powers + 5%[n]Maximum HP + 200[n]
zts2821e	White devil (30days)
zts2822e	White devil (Permanent)
zts2823e	Pink hair ribbon (7days)
zts2824e	Cute pink hair ribbon![n]Equipping the costume will start its duration.[n]All attack powers + 5%[n]Maximum MP + 200[n]
zts2825e	Pink hair ribbon (30days)
zts2826e	Pink hair ribbon (Permanent)
zts2827e	White fedora (7days)
zts2828e	Awesome gentleman's fedora![n]Equipping the costume will start its duration.[n]All attack powers + 5%[n]Maximum MP + 200[n]
zts2829e	White fedora (30days)
zts2830e	White fedora (Permanent)
zts2831e	Traditional Hanbok gift box
zts2832e	For male only.[n]Open the box to get Traditional Hanbok (30 days) and Hogeon (30 Days).[n][n]
zts2833e	Spring Hanbok gift box
zts2834e	For male only.[n]Open the box to get Spring Hanbok (30 days) and Hogeon (30 Days).[n][n]
zts2835e	Long Chipao gift box
zts2836e	For male only.[n]Open the box to get Long Chipao (30 days) and Frozen Corpse Hat (30 Days).[n][n]
zts2837e	Kungfu Chipao gift box
zts2838e	For male only.[n]Open the box to get Kungfu Chipao (30 days) and Frozen Corpse Hat (30 Days).[n][n]
zts2839e	Sunlight Necromancer gift box
zts2840e	For male only.[n]Open the box to get Sunlight Necromancer (30 days) and Ebosi (30 Days).[n][n]
zts2841e	Moonlight Nexcromancer gift box
zts2842e	For male only.[n]Open the box to get Moonlight Necromancer (30 days) and Ebosi (30 Days).[n][n]
zts2843e	Azalea Hanbok gift box
zts2844e	For female only.[n]Open the box to get Azalea Hanbok (30 days) and Ayam (30 Days).[n][n]
zts2845e	Sunset Glow Hanbok
zts2846e	For female only.[n]Open the box to get Sunset Glow Hanbok (30 days) and Ayam (30 Days).[n][n]
zts2847e	Phoenix Chipao gift box
zts2848e	For female only.[n]Open the box to get Phoenix Chipao (30 days) and Empress Coronet (30 Days).[n][n]
zts2849e	Lavender Chipao gift box
zts2850e	For female only.[n]Open the box to get Lavender Chipao (30 days) and Empress Coronet (30 Days).[n][n]
zts2851e	Cherry Blossom Kimono gift set
zts2852e	For female only.[n]Open the box to get Cherry Blossom Kimono (30 days) and Flower Hairpin (30 Days).[n][n]
zts2853e	Kunoichi Kimono
zts2854e	For female only.[n]Open the box to get Kunoich Kimono (30 days) and Flower Hairpin (30 Days).[n][n]
zts2886e	Magic box having unisex costumes.[n] Can get one of Blessing of Ancelloan, Lower card protection scroll, Handsel envelope, Springwater of Cylloan, Coupon for Double production, Medicine for Partner, Partner's backpack 30 days, Best Pet Food, Panda hat(30 days), Panda fancy dress(30 days), Brown bear hat(30 days) and Brown bear fancy dress(30 days).[n]
zts2911e	Ancient treasure box![n]Can get one of Springwater of Cylloan, Bag Package(10 Days), Blessing of Ancelloan, Equipment protection scroll, Lower card protection scroll/ Wing of angel.[n][n]
zts2917e	Red magical darling
zts2918e	Doesn't grow and stays with 35% fire energy. [n] By wearing it, player is granted the spell [Magical darling].[n][n]
zts2921e	Green mooncake
zts2922e	Recover MP 1500. It will disappear after the event. [n]
zts2923e	Red mooncake
zts2924e	Recover HP 1500 and MP 1500. It will disappear after the event. [n]
zts2925e	White mooncake
zts2926e	Recover HP 1500. It will disappear after the event. [n]
zts2930e	Bead of Pegasus
zts2931e	Bead of Cute rabbit
zts2991e	Raul's Halloween box
zts2992e	The box where you can get potions for increasing some abilities or materials for upgrading equipments and cards [n] It will be deleted when the event ends.[n][n]
zts2993e	Vellochika's Halloween box
zts2994e	The box where you can get various recovery potions or the items for increasing acquisition rate of experience.[n] It will be deleted when the event ends.[n][n]
zts2995e	Celloin's Halloween box
zts2996e	The box where you can get cellons, charms or costumes.[n] It will be deleted when the event ends. [n][n]
zts2997e	Slowly recovers HP & MP [n] Restores Nosmate within 3 cells.[n][n]
zts2998e	Slowly recovers HP & MP [n] Restores Nosmate within 3 cells.[n] If you give it to Raul, Vellochika or Celloin, you can get something good from them. [n] It will be deleted when the event ends.[n][n]
zts3015e	When you used it, the strengthening window or betting window opens. [n] Even if you fail in this window, your equipment doesn't disappear. [n] In case of betting, if your equipment' rare Lv. became lower than before in this window, the Lv. is not changed.[n][How to use][n]By double-clicking it, strengthening window/betting window opens. [n]When you strengthen/bet your equipment in this window, your equipment is protected from failing and 1 protect scroll is spent.[n]
zts3016e	You can use it, when you want to strengthen Lv.0~9 specialist card.[n] Though you fail, the soul of the specialist is not destroyed and the shining green soul and the shining red soul don't disappear.[n] [How to use][n]By double-clicking it, the card strengthening window opens.[n] When you strengthen your card in this window, your card is protected from failing and 1 protect scroll is spent.[n]
zts3017e	You can use it, when you can strengthen Lv.10~14 specialist card.[n] Though you fail, the soul of the specialist is not destroyed and the shining pure soul doesn't disappear.[n] [How to use][n]By double-clicking it, the card strengthening window opens.[n] When you strengthen your card in this window, your card is protected from failing and 1 protect scroll is spent.[n]
zts3018e	Made from the weapons of defeated soldiers and melted into the sword.[n][n]
zts3019e	Infused with the spirit of warriors. [n][n]
zts3020e	Can pull the bow string with ease. [n][n]
zts3021e	It doesn't seem to be very useful. [n][Effect][n]40% resistance against Slight Toxic Thorn[n][n]
zts3022e	It covers ears very tightly. [n][Effect]Protect from Mandra¡¯s scream.[n][n]
zts3023e	If you wear it, you seem to be smart.[n][Effect][n]30% resistance against Slight Despair[n][n]
zts3024e	Antler hat to make your head warm[n][n]
zts3025e	The hat which looks like a plunger[n][n]
zts3026e	Head Gear to protect your forehead from danger[n][n]
zts3027e	Headband which looks like a bug¡¯s antenna [n][n]
zts3028e	Taoist loves to wear it. You can feel something clean and bright. [n][n]
zts3029e	The hat to pooh-pooh someone else. Be careful, the other people can get angry at you![n][n]
zts3030e	Handsome people love it![n][n]
zts3031e	The hat with the water buffalo horn[n][n]
zts3032e	Vintage Rectangular-shaped glasses
zts3033e	Street Rectangular-shaped glasses
zts3034e	Fashion leader Rectangular-shaped glasses
zts3035e	Luxurious Rectangular-shaped glasses
zts3036e	Scholar¡¯s Rectangular-shaped glasses
zts3037e	Scholar¡¯s Single Eye Glasses
zts3038e	Circle Single Eye Glasses
zts3039e	By equipping it, you will have its elemental energy.[n] The elemental energy is an additional attack power,[n] and increases your attack as much as its ability. [n][n]
zts3040e	Can put your pet in the bead and keep it in the inventory or warehouse.[n] Can be traded with other users. [n] [How to use] [n] Choose the pet that you want to put and double-click it. [n] The pet accompanying you cannot be kept. [n] To take the pet out, double-click it. [n] [Cautions]Pet¡¯s Lv. and its strengthen Lv. are saved but its name, and the frequency of training, the effect of Food for Smart pet disappear.[n] If the pet's level is higher than yours, [n] you can leave it at home but you cannot accompany it in Nosmate. [n][n]
